market,snapshot_kst,snapshot_epoch,price,value_accel_pct,launch_score,bid_trade_value_15m,ask_trade_value_15m,buy_sell_ratio_15m,trade_count_15m,trade_unknown_value_15m,trade_coverage_15m,trade_oldest_timestamp,trade_newest_timestamp,total_bid_size,total_ask_size,orderbook_imbalance,day_open,day_high,day_high_return_pct,current_day_return_pct,drawdown_from_day_high_pct,gain_retrace_pct,path_5d_status,path_5d_source,path_5d_points,stage_provisional,max_rally_5d_pct,max_rally_5d_base_price,max_rally_5d_base_time_kst,high_5d,high_5d_time_kst,max_rally_day,drawdown_from_5d_high_pct,gain_retrace_5d_pct,post_surge_higher_low,slope15,gap120,f120up,higher_low,buy_sell_ratio_change_15m,bid_trade_value_change_15m,ask_trade_value_change_15m,value_accel_change_15m,price_change_15m,launch_score_change_15m,slope15_change_15m,gap120_change_15m,f120up_change_15m,buy_sell_ratio_change_30m,bid_trade_value_change_30m,ask_trade_value_change_30m,value_accel_change_30m,price_change_30m,launch_score_change_30m,slope15_change_30m,gap120_change_30m,f120up_change_30m,buy_sell_ratio_change_45m,bid_trade_value_change_45m,ask_trade_value_change_45m,value_accel_change_45m,price_change_45m,launch_score_change_45m,slope15_change_45m,gap120_change_45m,f120up_change_45m,buy_sell_ratio_change_60m,bid_trade_value_change_60m,ask_trade_value_change_60m,value_accel_change_60m,price_change_60m,launch_score_change_60m,slope15_change_60m,gap120_change_60m,f120up_change_60m,buy_sell_ratio_change_90m,bid_trade_value_change_90m,ask_trade_value_change_90m,value_accel_change_90m,price_change_90m,launch_score_change_90m,slope15_change_90m,gap120_change_90m,f120up_change_90m,buy_sell_ratio_change_120m,bid_trade_value_change_120m,ask_trade_value_change_120m,value_accel_change_120m,price_change_120m,launch_score_change_120m,slope15_change_120m,gap120_change_120m,f120up_change_120m,delta_buy_sell_ratio,delta_bid_trade_value_15m,delta_ask_trade_value_15m,delta_value_accel_pct,delta_price_pct_15m,delta_launch_score,delta_slope15,delta_gap120,trade_value_15m,normal_trade_value_15m_median,trade_value_anomaly_ratio,surge_return_from_120m,surge_success_15_120m,signal_failure_120m,buy_pressure_trend,sell_pressure_trend,buy_sell_state,value_accel_direction,flow_signal,first_surge_retrace_gate,first_surge_retrace_seen,second_ignition_reentry,candidate_gate,stage,stage_label,stage_reason,stage_previous,stage_changed,stage_change_reason,stage_change_kst,scan_cycle,scan_run_id
KRW-0G,2026-09-07T05:30:53.670484+09:00,1788726653,270.0,-83.49137069144051,9.0,10226134.9325313,0.0,,5,0.0,complete,1788726311534,1788726396277,1333011.67183936,2001966.22637279,-0.20058740266076439,270.0,275.0,1.85185185185186,0.0,1.8181818181818181,100.0,complete_hourly_ordered,/v1/candles/minutes/60,120,False,16.666666666666675,246.0,2026-09-02T21:00:00,287.0,2026-09-05T01:00:00,D-2,5.923344947735187,41.46341463414632,True,1.3923013923013983,34.904916308824816,,True,,464.57234030281603,-100.0,0.03610196977811597,0.3717472118959009,0.0,0.0,0.0,,,464.57234030281603,-100.0,0.03610196977811597,0.3717472118959009,0.0,0.0,0.0,,,464.57234030281603,-100.0,0.03610196977811597,0.3717472118959009,0.0,0.0,0.0,,,464.57234030281603,-100.0,0.03610196977811597,0.3717472118959009,0.0,0.0,0.0,,,16.030009244201327,-100.0,0.04051527481328776,0.0,0.0,0.0,0.0,,,16.030009244201327,-100.0,0.04051527481328776,0.0,0.0,0.0,0.0,,,8414828.532531898,-21855688.797756262,0.03610196977811597,0.3717472118959009,0.0,0.0,0.0,10226134.9325313,23666995.19775566,0.432084210398667,0.0,False,True,rising,falling,buy_only,accelerating,neutral,False,True,False,pass,S0,🌱 초발사 준비,발사 구조 관찰 또는 초기 준비,S0,False,,,2026-09-06T20:10:00Z,34057812894-1
KRW-1INCH,2026-09-07T05:30:53.670484+09:00,1788726653,130.0,577.69235777723,7.0,0.0,114456.6717489,0.0,2,0.0,complete,1788726246482,1788726246482,1650698.44154826,1550340.13477034,0.03135179548299551,129.0,132.0,2.3255813953488413,0.7751937984496138,1.5151515151515151,66.66666666666666,complete_hourly_ordered,/v1/candles/minutes/60,120,False,10.924369747899165,119.0,2026-09-02T19:00:00,132.0,2026-09-06T10:00:00,D-1,1.5151515151515138,15.384615384615532,True,0.2686727565824887,-4.6991162855940605,,False,,-100.0,,0.6972565357390295,-0.7633587786259555,0.0,-0.053734551316497736,0.04876224726238032,,,-100.0,,0.6972565357390295,-0.7633587786259555,0.0,-0.053734551316497736,0.04876224726238032,,,-100.0,,0.6972565357390295,-0.7633587786259555,0.0,-0.053734551316497736,0.04876224726238032,,,-100.0,,0.6972565357390295,-0.7633587786259555,0.0,-0.053734551316497736,0.04876224726238032,,,-100.0,,1.450504039030534,-0.7633587786259555,0.0,-0.053734551316497736,0.04876224726238032,,,-100.0,,1.450504039030534,-0.7633587786259555,0.0,-0.053734551316497736,0.04876224726238032,,,-2104743.63728549,114456.6717489,0.6972565357390295,-0.7633587786259555,0.0,-0.053734551316497736,0.04876224726238032,114456.6717489,2118316.94294483,0.054031891747882296,-0.7633587786259555,False,True,falling,rising,sell_only,accelerating,neutral,False,False,False,pass,S0,🌱 초발사 준비,발사 구조 관찰 또는 초기 준비,S0,False,,,2026-09-06T20:10:00Z,34057812894-1
KRW-2Z,2026-09-07T05:30:53.670484+09:00,1788726653,70.4,21.079798014935914,5.0,171195.41272768,0.0,,3,0.0,complete,1788726207102,1788726207106,1057720.98602023,1242793.10531329,-0.08044815721419064,71.8,72.1,0.41782729805013297,-1.949860724233976,2.357836338418847,566.666666666672,complete_hourly_ordered,/v1/candles/minutes/60,120,False,4.022988505747138,69.6,2026-09-04T23:00:00,72.4,2026-09-05T16:00:00,D-2,2.7624309392265234,71.42857142857127,False,-0.6669591926283358,25.710675931775107,,False,,120.38499007316803,,0.2676986199453353,0.2849002849002913,0.0,0.01755155770074568,-0.011907730409337347,,,120.38499007316803,,0.2676986199453353,0.2849002849002913,0.0,0.01755155770074568,-0.011907730409337347,,,120.38499007316803,,0.2676986199453353,0.2849002849002913,0.0,0.01755155770074568,-0.011907730409337347,,,120.38499007316803,,0.2676986199453353,0.2849002849002913,0.0,0.01755155770074568,-0.011907730409337347,,,-22.733744710380087,-100.0,0.4217320050754729,0.14224751066858055,0.0,0.008775778850389493,-0.005953816358456265,,,-22.733744710380087,-100.0,0.4217320050754729,0.14224751066858055,0.0,0.008775778850389493,-0.005953816358456265,,,93515.252808058,0.0,0.2676986199453353,0.2849002849002913,0.0,0.01755155770074568,-0.011907730409337347,171195.41272768,955281.5414400419,0.17920937995892916,0.14224751066858055,False,False,rising,flat_or_na,buy_only,accelerating,neutral,False,False,False,pass,S0,🌱 초발사 준비,발사 구조 관찰 또는 초기 준비,S0,False,,,2026-09-06T20:10:00Z,34057812894-1
KRW-A,2026-09-07T05:30:53.670484+09:00,1788726653,110.0,-18.320730760390134,8.0,0.0,0.0,,0,0.0,complete,,,1312366.7540349,3626259.62920869,-0.4685296468314883,110.0,112.0,1.8181818181818077,0.0,1.7857142857142856,100.0,complete_hourly_ordered,/v1/candles/minutes/60,120,False,9.80392156862746,102.0,2026-09-02T06:00:00,112.0,2026-09-06T21:00:00,D-1,1.7857142857142905,20.00000000000014,False,0.5714285714285561,-1.587301587301579,,True,,,,0.0064216673823978,0.917431192660545,0.0,0.06349206349205438,-0.0559939628327244,,,,,0.0064216673823978,0.917431192660545,0.0,0.06349206349205438,-0.0559939628327244,,,,,0.0064216673823978,0.917431192660545,0.0,0.06349206349205438,-0.0559939628327244,,,,,0.0064216673823978,0.917431192660545,0.0,0.06349206349205438,-0.0559939628327244,,,-100.0,,0.1500335015703591,0.0,0.0,0.0,0.0,,,-100.0,,0.1500335015703591,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0064216673823978,0.917431192660545,0.0,0.06349206349205438,-0.0559939628327244,0,1129999.9999994,0.0,0.0,False,False,flat_or_na,flat_or_na,unavailable,accelerating,neutral,False,False,False,pass,S0,🌱 초발사 준비,발사 구조 관찰 또는 초기 준비,S0,False,,,2026-09-06T20:10:00Z,34057812894-1
KRW-AAVE,2026-09-07T05:30:53.670484+09:00,1788726653,181400.0,41.32692538551412,6.0,6371543.358194999,5762300.592202,1.1057290844593346,21,0.0,complete,1788725787920,1788726713191,1024.21420284,393.73518592,0.444641410982486,183300.0,191500.0,4.473540643753404,-1.0365521003818823,5.274151436031332,123.17073170731699,complete_hourly_ordered,/v1/candles/minutes/60,120,False,11.078886310904878,172400.0,2026-09-02T10:00:00,191500.0,2026-09-06T10:00:00,D-1,5.169712793733683,51.83246073298437,False,0.3007292684760632,-32.730585316411606,,True,-0.6836629349360623,-3.3396920065109414,56.42455837220177,0.9837585308883448,0.22099447513812542,0.0,0.0037591158559502347,-0.004149220949649646,,-0.6836629349360623,-3.3396920065109414,56.42455837220177,0.9837585308883448,0.22099447513812542,0.0,0.0037591158559502347,-0.004149220949649646,,-0.6836629349360623,-3.3396920065109414,56.42455837220177,0.9837585308883448,0.22099447513812542,0.0,0.0037591158559502347,-0.004149220949649646,,-0.6836629349360623,-3.3396920065109414,56.42455837220177,0.9837585308883448,0.22099447513812542,0.0,0.0037591158559502347,-0.004149220949649646,,,,,1.230539178029666,-0.2748763056624526,0.0,-0.030072926847601877,0.033191910049133355,,,,,1.230539178029666,-0.2748763056624526,0.0,-0.030072926847601877,0.033191910049133355,,-0.6836629349360623,-220141.98862200044,2078543.6091770004,0.9837585308883448,0.22099447513812542,0.0,0.0037591158559502347,-0.004149220949649646,12133843.950397,18316262.021530997,0.662462894237564,-0.2748763056624526,False,False,falling,rising,buy_advantage_weakening,accelerating,neutral,False,False,False,pass,S0,🌱 초발사 준비,발사 구조 관찰 또는 초기 준비,S0,False,,,2026-09-06T20:10:00Z,34057812894-1
KRW-ADA,2026-09-07T05:30:53.670484+09:00,1788726653,300.0,52.47067624929149,8.0,67888981.05047971,2804287.6543387794,24.20899330546288,82,0.0,complete,1788725846261,1788726965375,7071805.91653199,7036317.31899155,0.0025154726073756957,299.0,305.0,2.006688963210701,0.33444816053511683,1.639344262295082,83.33333333333334,complete_hourly_ordered,/v1/candles/minutes/60,120,False,17.42424242424243,264.0,2026-09-02T19:00:00,310.0,2026-09-04T13:00:00,D-3,2.9032258064516148,19.56521739130438,True,-0.22999080036799624,-3.138373751783171,,False,1.99019539816425,1025.155680940916,932.6578380867207,0.24669076744119423,0.33444816053511683,0.0,0.022999080036789632,-0.020710958666396717,,1.99019539816425,1025.155680940916,932.6578380867207,0.24669076744119423,0.33444816053511683,0.0,0.022999080036789632,-0.020710958666396717,,1.99019539816425,1025.155680940916,932.6578380867207,0.24669076744119423,0.33444816053511683,0.0,0.022999080036789632,-0.020710958666396717,,1.99019539816425,1025.155680940916,932.6578380867207,0.24669076744119423,0.33444816053511683,0.0,0.022999080036789632,-0.020710958666396717,,15.606572323650509,86.50889781225865,-33.72594904750434,0.6059069982999432,0.33444816053511683,0.0,0.022999080036789632,-0.020710958666396717,,15.606572323650509,86.50889781225865,-33.72594904750434,0.6059069982999432,0.33444816053511683,0.0,0.022999080036789632,-0.020710958666396717,,1.99019539816425,61855239.92465548,2532727.4578331793,0.24669076744119423,0.33444816053511683,0.0,0.022999080036789632,-0.020710958666396717,70693268.70481849,152089186.1253137,0.46481456378214064,0.33444816053511683,False,False,rising,rising,buy_advantage_accelerating,accelerating,leading_buy_inflow,False,False,False,pass,S0,🌱 초발사 준비,발사 구조 관찰 또는 초기 준비,S0,False,,,2026-09-06T20:10:00Z,34057812894-1
KRW-AERO,2026-09-07T05:30:53.670484+09:00,1788726653,748.0,81.05734247969649,10.0,54966.40000102,0.0,,2,0.0,complete,1788726022391,1788726211588,92260.80020268,103149.45571494,-0.05572202677453322,753.0,766.0,1.726427622841964,-0.6640106241699861,2.3498694516971277,138.46153846153845,complete_hourly_ordered,/v1/candles/minutes/60,120,False,22.756410256410263,624.0,2026-09-02T20:00:00,766.0,2026-09-06T20:00:00,D-1,2.3498694516971286,12.676056338028207,True,1.1057225994180353,-5.452706120384413,,True,,,,0.28837928712520977,0.2680965147453085,0.0,0.019398642095058705,-0.017566132018504987,,,,,0.28837928712520977,0.2680965147453085,0.0,0.019398642095058705,-0.017566132018504987,,,,,0.28837928712520977,0.2680965147453085,0.0,0.019398642095058705,-0.017566132018504987,,,,,0.28837928712520977,0.2680965147453085,0.0,0.019398642095058705,-0.017566132018504987,,,-96.02710564891625,,0.5841184120448872,0.5376344086021501,0.0,0.03879728419011741,-0.03513315260658878,,,-96.02710564891625,,0.5841184120448872,0.5376344086021501,0.0,0.03879728419011741,-0.03513315260658878,,,54966.40000102,0.0,0.28837928712520977,0.2680965147453085,0.0,0.019398642095058705,-0.017566132018504987,54966.40000102,3562069.03190072,0.01543103165849931,0.5376344086021501,False,True,rising,flat_or_na,buy_only,accelerating,neutral,False,False,False,pass,S1,⚡ 선행 시동,가격 미급등 상태에서 선행조건 5개 개선,S1,False,,,2026-09-06T20:10:00Z,34057812894-1
KRW-AGLD,2026-09-07T05:30:53.670484+09:00,1788726653,235.0,-8.394304892281356,8.0,96454.81,0.0,,2,0.0,complete,1788726648564,1788726650058,394541.06940635,542961.76908519,-0.1583149336567895,236.0,239.0,1.2711864406779627,-0.4237288135593209,1.6736401673640167,133.33333333333331,complete_hourly_ordered,/v1/candles/minutes/60,120,False,9.1324200913242,219.0,2026-09-03T07:00:00,239.0,2026-09-06T10:00:00,D-1,1.673640167364021,19.999999999999993,True,-0.028918449971082616,12.004836297686857,,True,,,,0.010352451787666084,0.42735042735042583,0.0,0.028918449971082616,-0.022655111247841475,,,,,0.010352451787666084,0.42735042735042583,0.0,0.028918449971082616,-0.022655111247841475,,,,,0.010352451787666084,0.42735042735042583,0.0,0.028918449971082616,-0.022655111247841475,,,,,0.010352451787666084,0.42735042735042583,0.0,0.028918449971082616,-0.022655111247841475,,,,,0.010352451787666084,0.42735042735042583,0.0,0.028918449971082616,-0.022655111247841475,,,,,0.010352451787666084,0.42735042735042583,0.0,0.028918449971082616,-0.022655111247841475,,,96454.81,0.0,0.010352451787666084,0.42735042735042583,0.0,0.028918449971082616,-0.022655111247841475,96454.81,631695.5575244699,0.1526919239039664,0.42735042735042583,False,False,rising,flat_or_na,buy_only,accelerating,neutral,False,False,False,pass,S0,🌱 초발사 준비,발사 구조 관찰 또는 초기 준비,S0,False,,,2026-09-06T20:10:00Z,34057812894-1
KRW-AHT,2026-09-07T05:30:53.670484+09:00,1788726653,1.33,-83.1806215265444,4.0,0.0,0.0,,0,0.0,complete,,,170472405.25401413,223952767.5478314,-0.1355906417278421,1.33,1.35,1.5037593984962516,0.0,1.4814814814814827,100.0,complete_hourly_ordered,/v1/candles/minutes/60,120,False,7.692307692307687,1.3,2026-09-02T11:00:00,1.4,2026-09-03T09:00:00,D-4,4.999999999999993,70.00000000000009,False,0.20408163265306367,17.712370378129243,,True,,,,7.31880032560639e-05,0.0,0.0,0.0,0.0,,,,,7.31880032560639e-05,0.0,0.0,0.0,0.0,,,,,7.31880032560639e-05,0.0,0.0,0.0,0.0,,,,,7.31880032560639e-05,0.0,0.0,0.0,0.0,,,-100.0,,0.007104553396970914,0.0,0.0,0.0,0.0,,,-100.0,,0.007104553396970914,0.0,0.0,0.0,0.0,,,0.0,0.0,7.31880032560639e-05,0.0,0.0,0.0,0.0,0,753747.3266924659,0.0,0.0,False,False,flat_or_na,flat_or_na,unavailable,accelerating,neutral,False,True,False,pass,S0,🌱 초발사 준비,발사 구조 관찰 또는 초기 준비,S0,False,,,2026-09-06T20:10:00Z,34057812894-1
KRW-AI,2026-09-07T05:30:53.670484+09:00,1788726653,27.7,,,1999000.4997498419,81140.94804451299,24.636149169137305,3,0.0,complete,1788725753914,1788726597382,6094126.84874971,5593939.10063176,0.04279474040308778,27.7,28.0,1.0830324909747224,0.0,1.071428571428574,100.0,complete_hourly_ordered,/v1/candles/minutes/60,120,False,8.52713178294573,25.8,2026-09-04T21:00:00,28.0,2026-09-06T07:00:00,D-1,1.0714285714285787,13.63636363636368,False,,,,False,,,,,0.36231884057971175,,,,,,,,,0.36231884057971175,,,,,,,,,0.36231884057971175,,,,,,,,,0.36231884057971175,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,1999000.4997498419,81140.94804451299,,0.36231884057971175,,,,2080141.4477943548,999999.9999999731,2.0801414477944107,0.0,False,False,rising,rising,buy_advantage_weakening,flat_or_na,neutral,False,False,False,pass,S0,🌱 초발사 준비,발사 구조 관찰 또는 초기 준비,S0,False,,,2026-09-06T20:10:00Z,34057812894-1
