market,name,price,ma15,ma50,ma120,slope15,gap50,gap120,conv50,conv120,f50up,f50down,f120up,f120down,golden_now,dead_now,up120_now,down120_now,value_accel_pct,ret5_pct,launch_score,launch_grade,delta_price_pct,delta_value_accel_pct,delta_launch_score,delta_slope15,delta_gap120,flag_score14,flag_value300,flag_ankr_like,flag_early_ignition,snapshot_kst,snapshot_epoch,bid_trade_value_15m,ask_trade_value_15m,buy_sell_ratio_15m,trade_count_15m,trade_unknown_value_15m,trade_coverage_15m,trade_oldest_timestamp,trade_newest_timestamp,total_bid_size,total_ask_size,orderbook_imbalance,day_open,day_high,day_high_return_pct,current_day_return_pct,drawdown_from_day_high_pct,gain_retrace_pct,path_5d_status,path_5d_source,path_5d_points,stage_provisional,max_rally_5d_pct,max_rally_5d_base_price,max_rally_5d_base_time_kst,high_5d,high_5d_time_kst,max_rally_day,drawdown_from_5d_high_pct,gain_retrace_5d_pct,post_surge_higher_low,higher_low,buy_sell_ratio_change_15m,bid_trade_value_change_15m,ask_trade_value_change_15m,value_accel_change_15m,price_change_15m,launch_score_change_15m,slope15_change_15m,gap120_change_15m,f120up_change_15m,buy_sell_ratio_change_30m,bid_trade_value_change_30m,ask_trade_value_change_30m,value_accel_change_30m,price_change_30m,launch_score_change_30m,slope15_change_30m,gap120_change_30m,f120up_change_30m,buy_sell_ratio_change_45m,bid_trade_value_change_45m,ask_trade_value_change_45m,value_accel_change_45m,price_change_45m,launch_score_change_45m,slope15_change_45m,gap120_change_45m,f120up_change_45m,buy_sell_ratio_change_60m,bid_trade_value_change_60m,ask_trade_value_change_60m,value_accel_change_60m,price_change_60m,launch_score_change_60m,slope15_change_60m,gap120_change_60m,f120up_change_60m,buy_sell_ratio_change_90m,bid_trade_value_change_90m,ask_trade_value_change_90m,value_accel_change_90m,price_change_90m,launch_score_change_90m,slope15_change_90m,gap120_change_90m,f120up_change_90m,buy_sell_ratio_change_120m,bid_trade_value_change_120m,ask_trade_value_change_120m,value_accel_change_120m,price_change_120m,launch_score_change_120m,slope15_change_120m,gap120_change_120m,f120up_change_120m,delta_buy_sell_ratio,delta_bid_trade_value_15m,delta_ask_trade_value_15m,delta_price_pct_15m,trade_value_15m,normal_trade_value_15m_median,trade_value_anomaly_ratio,surge_return_from_120m,surge_success_15_120m,signal_failure_120m,buy_pressure_trend,sell_pressure_trend,buy_sell_state,value_accel_direction,flow_signal,first_surge_retrace_gate,first_surge_retrace_seen,second_ignition_reentry,candidate_gate,stage,stage_label,stage_reason,stage_previous,stage_changed,stage_change_reason,stage_change_kst,scan_cycle,scan_run_id
KRW-WAXP,왁스,6.01,5.882666666666666,5.601,6.77225,0.6731317741015319,-5.028863893352371,13.135713143096215,-0.9214242024380909,-1.2156794343009207,,,10.805244188941913,,False,False,False,False,39.067461132556346,1.8644067796609987,12.0,A급,-0.3316749585406398,0.02793593632816993,0.0,-0.022818026240734035,0.01755000586060973,False,False,False,False,2026-09-05T02:58:03.705634+09:00,1788544683,0.0,0.0,,0,0.0,complete,,,13486472.94071449,18374927.13405757,-0.1534287313762389,6.02,6.12,1.661129568106312,-0.16611295681062677,1.7973856209150378,109.99999999999974,complete_hourly_ordered,/v1/candles/minutes/60,120,False,14.436619718309874,5.68,2026-09-02T10:00:00,6.5,2026-09-03T10:00:00,D-2,7.538461538461538,59.75609756097566,False,True,,-100.0,-100.0,0.02793593632816993,-0.3316749585406398,0.0,-0.022818026240734035,0.01755000586060973,0.0455027118959066,,-100.0,-100.0,0.12086801086210386,-0.16611295681062677,0.0,-0.03422703936108995,0.02632468487053785,0.06815512358540943,,-100.0,-100.0,0.12086801086210386,-0.16611295681062677,0.0,-0.03422703936108995,0.02632468487053785,0.06815512358540943,,-100.0,-100.0,0.12086801086210386,-0.16611295681062677,0.0,-0.03422703936108995,0.02632468487053785,0.06815512358540943,,-100.0,-100.0,0.18883804382814162,-0.16611295681062677,0.0,-0.01140901312037812,0.008775110906430683,0.022784433268293824,,-100.0,-100.0,0.18883804382814162,-0.16611295681062677,0.0,-0.01140901312037812,0.008775110906430683,0.022784433268293824,,-717220.48255524,-850579.51744476,-0.3316749585406398,0,4639437.687522614,0.0,-0.16611295681062677,False,True,falling,falling,unavailable,accelerating,neutral,False,False,False,pass,S1,⚡ 선행 시동,가격 미급등 상태에서 선행조건 3개 개선,S1,False,,,2026-09-04T17:40:00Z,33902512231-1
KRW-CARV,카브,46.7,46.36,43.63,56.8675,0.2450627072221323,-6.257162502864993,18.47716182353717,-0.9020689009117323,-1.1056601457646174,,,,,False,False,False,False,265.00371424785436,0.8639308855291628,9.0,B급,0.0,0.030999738997365966,0.0,-0.028830906732024708,0.021056435438762122,False,False,False,False,2026-09-05T02:58:03.705634+09:00,1788544683,0.0,0.0,,0,0.0,complete,,,1005598.14344293,1768097.02922344,-0.27490363515595523,47.9,48.1,0.41753653444676075,-2.5052192066805756,2.9106029106029077,700.0000000000026,complete_hourly_ordered,/v1/candles/minutes/60,120,False,19.480519480519476,46.2,2026-08-31T08:00:00,55.2,2026-09-02T13:00:00,D-3,15.398550724637683,94.44444444444443,True,True,,-100.0,-100.0,0.030999738997365966,0.0,0.0,-0.028830906732024708,0.021056435438762122,,,,-100.0,0.12927106005940914,-0.849256900212314,0.0,-0.05766181346402721,0.04211163671029183,,,,-100.0,0.12927106005940914,-0.849256900212314,0.0,-0.05766181346402721,0.04211163671029183,,,,-100.0,0.12927106005940914,-0.849256900212314,0.0,-0.05766181346402721,0.04211163671029183,,,-100.0,-100.0,0.6267632071644584,0.6465517241379448,0.0,0.043246360098003755,-0.03158696745904521,,,-100.0,-100.0,0.6267632071644584,0.6465517241379448,0.0,0.043246360098003755,-0.03158696745904521,,,-2004.273504037,-456981.19999984803,0.0,0,2001400.440311584,0.0,0.6465517241379448,False,False,falling,falling,unavailable,accelerating,neutral,True,True,False,🔴 1차 급등 완료·상승분 반납 / 신규매수 금지,S3,🔴 1차 급등 완료·반납,당일/5D 급등 후 상승분 상당 부분 반납,S3,False,,,2026-09-04T17:40:00Z,33902512231-1
KRW-LSK,리스크,139.0,134.4,118.8,137.875,1.255650426921151,-13.131313131313139,2.5203989120580195,-1.2627098975732838,-1.5632457081276858,,,1.6122858351402256,,False,False,False,False,-93.0670660506414,-2.1126760563380254,13.0,A급,0.0,0.0005312590602244427,0.0,-0.10045203415369741,0.08491211686854827,False,False,False,True,2026-09-05T02:58:03.705634+09:00,1788544683,0.0,349087.99999879,0.0,6,0.0,complete,1788544438419,1788544665464,1007790.29940371,3841466.76833591,-0.584352701733146,141.0,141.0,0.0,-1.4184397163120588,1.4184397163120568,,complete_hourly_ordered,/v1/candles/minutes/60,120,False,7.575757575757569,132.0,2026-09-03T08:00:00,142.0,2026-09-04T01:00:00,D-1,2.1126760563380254,30.0,True,True,-0.25345622114023547,-100.0,704.350230405101,0.0005312590602244427,0.0,0.0,-0.10045203415369741,0.08491211686854827,0.07106102927913538,,-100.0,,0.0018964223806676728,-0.7142857142857117,0.0,-0.050226017076848706,0.042458624375202536,0.03572461336615662,,-100.0,,0.0018964223806676728,-0.7142857142857117,0.0,-0.050226017076848706,0.042458624375202536,0.03572461336615662,,-100.0,,0.0018964223806676728,-0.7142857142857117,0.0,-0.050226017076848706,0.042458624375202536,0.03572461336615662,,-100.0,,0.09630584975781176,0.7246376811594235,1.0,0.10045203415367521,-0.08493264811847112,-0.07263969118528557,,-100.0,,0.09630584975781176,0.7246376811594235,1.0,0.10045203415367521,-0.08493264811847112,-0.07263969118528557,-0.25345622114023547,-10999.99999758,305687.99999841995,0.0,349087.99999879,1910205.1720654,0.18274895550687903,0.7246376811594235,False,True,falling,rising,sell_only,accelerating,neutral,False,False,False,pass,S0,🌱 초발사 준비,발사 구조 관찰 또는 초기 준비,S1,True,발사 구조 관찰 또는 초기 준비,2026-09-05T02:58:03.705634+09:00,2026-09-04T17:40:00Z,33902512231-1
KRW-0G,제로지,273.0,242.53333333333333,232.6,389.9166666666667,1.4218009478673022,-4.270564631699629,37.79867493054071,-1.6715940239511984,-1.620898181717699,,,,,False,False,False,False,2545.980045694967,20.175438596491226,8.0,B급,-1.7921146953404965,2.473028916160274,0.0,-0.1115137998327409,0.06306780142159596,False,True,False,True,2026-09-05T02:58:03.705634+09:00,1788544683,12095733.394089852,35175510.8123905,0.3438680239386646,77,0.0,complete,1788543800748,1788544661086,1211143.686486,1652373.47092503,-0.15408665643825087,262.0,287.0,9.541984732824439,4.198473282442738,4.878048780487805,56.00000000000015,complete_hourly_ordered,/v1/candles/minutes/60,120,False,59.111111111111114,225.0,2026-08-31T08:00:00,358.0,2026-09-01T11:00:00,D-4,23.743016759776538,63.90977443609023,False,True,-0.27784002938605395,-14.432173743887722,54.705302573885774,2.473028916160274,-2.1505376344086002,0.0,-0.1115137998327409,0.06306780142159596,,-0.629937985091122,-85.12709447295364,-57.88115275134324,9.045418087953749,-1.7985611510791366,0.0,-0.16727069974908915,0.0945976589790476,,-0.629937985091122,-85.12709447295364,-57.88115275134324,9.045418087953749,-1.7985611510791366,0.0,-0.16727069974908915,0.0945976589790476,,-0.629937985091122,-85.12709447295364,-57.88115275134324,9.045418087953749,-1.7985611510791366,0.0,-0.16727069974908915,0.0945976589790476,,-0.6232583468289166,-90.01743872710513,-71.92411744413356,47.10459718784932,1.8656716417910557,-2.0,0.16727069974908915,-0.09462192308446049,,-0.6232583468289166,-90.01743872710513,-71.92411744413356,47.10459718784932,1.8656716417910557,-2.0,0.16727069974908915,-0.09462192308446049,,-0.27784002938605395,-2040109.3908912968,12438403.404200006,-2.1505376344086002,47271244.206480354,23604741.75016863,2.0026164533718167,1.8656716417910557,False,True,falling,rising,sell_advantage_accelerating,accelerating,neutral,True,True,False,🔴 1차 급등 완료·상승분 반납 / 신규매수 금지,S3,🔴 1차 급등 완료·반납,당일/5D 급등 후 상승분 상당 부분 반납,S3,False,,,2026-09-04T17:40:00Z,33902512231-1
KRW-BORA,보라,31.2,30.34,30.046,37.455000000000005,0.7304116865869847,-0.9784996338946965,18.996128687758656,-1.2368672215205767,-1.1329913018106805,,,,,True,False,False,False,-68.15298410911356,4.347826086956519,8.0,B급,-0.31948881789137795,0.02158137849495745,0.0,-0.044267374944673143,0.03199235243783605,False,False,False,False,2026-09-05T02:58:03.705634+09:00,1788544683,0.0,1152962.944446925,0.0,6,0.0,complete,1788544168503,1788544689315,2994363.57556374,3840484.97194511,-0.12379519319265124,31.2,32.1,2.8846153846153966,0.0,2.803738317757016,100.0,complete_hourly_ordered,/v1/candles/minutes/60,120,False,10.309278350515472,29.1,2026-08-31T09:00:00,32.1,2026-09-04T19:00:00,D-1,3.1152647975077885,33.33333333333341,True,True,-0.5913389203931009,-100.0,-92.82861879457184,0.02158137849495745,-0.31948881789137795,0.0,-0.044267374944673143,0.03199235243783605,,,,,0.39524329556235216,-1.2658227848101333,0.0,-0.08853474988932408,0.06398185794774847,,,,,0.39524329556235216,-1.2658227848101333,0.0,-0.08853474988932408,0.06398185794774847,,,,,0.39524329556235216,-1.2658227848101333,0.0,-0.08853474988932408,0.06398185794774847,,,-100.0,,0.6248953270452944,0.0,0.0,0.0,0.0,,,-100.0,,0.6248953270452944,0.0,0.0,0.0,0.0,,-0.5913389203931009,-9507120.640950352,-14924315.775225982,-0.31948881789137795,1152962.944446925,2584227.0667839046,0.44615388456626554,0.0,False,False,falling,falling,sell_only,accelerating,neutral,False,False,False,pass,S0,🌱 초발사 준비,발사 구조 관찰 또는 초기 준비,S0,False,,,2026-09-04T17:40:00Z,33902512231-1
KRW-PUNDIX,펀디엑스,131.0,124.6,115.04,145.13333333333333,0.9179265658747271,-8.310152990264246,14.14790996784566,-1.0390340606336577,-1.3681455775567668,,,10.340939005270904,,False,False,False,False,175.11120985108755,4.8387096774193505,13.0,A급,0.7751937984496138,0.8463097468598448,0.0,0.053995680345564345,-0.041007631924655286,False,False,False,False,2026-09-05T02:58:03.705634+09:00,1788544683,10524428.635852959,11569449.2923607,0.9096741227607291,17,0.0,complete,1788544342799,1788544683204,1525859.75847101,2995587.54957624,-0.3250569322104928,128.0,138.0,7.8125,2.34375,5.072463768115942,70.0,complete_hourly_ordered,/v1/candles/minutes/60,120,False,19.999999999999996,120.0,2026-09-02T03:00:00,144.0,2026-09-03T19:00:00,D-2,9.027777777777779,54.16666666666671,False,False,-7722.511581607827,-73.38546740002221,225865.80649141993,0.8463097468598448,1.5503875968992276,0.0,0.053995680345564345,-0.041007631924655286,-0.09251786197596346,,167.57263970495444,,2.108449509459973,2.34375,0.0,0.1079913606911509,-0.08201997358078117,-0.18616922463427166,,167.57263970495444,,2.108449509459973,2.34375,0.0,0.1079913606911509,-0.08201997358078117,-0.18616922463427166,,167.57263970495444,,2.108449509459973,2.34375,0.0,0.1079913606911509,-0.08201997358078117,-0.18616922463427166,0.3459920239171189,56.402006272662184,-3.08506205324407,3.760795034825435,3.149606299212593,0.0,0.1079913606911509,-0.08201997358078117,-0.18616922463427166,0.3459920239171189,56.402006272662184,-3.08506205324407,3.760795034825435,3.149606299212593,0.0,0.1079913606911509,-0.08201997358078117,-0.18616922463427166,-7722.511581607827,-29019488.193487648,11564329.2923607,1.5503875968992276,22093877.92821366,17186502.978651717,1.2855365606172273,3.149606299212593,False,False,falling,rising,sell_advantage_accelerating,accelerating,neutral,False,True,False,pass,S1,⚡ 선행 시동,가격 미급등 상태에서 선행조건 3개 개선,S3,True,가격 미급등 상태에서 선행조건 3개 개선,2026-09-05T02:58:03.705634+09:00,2026-09-04T17:40:00Z,33902512231-1
KRW-USD1,월드리버티파이낸셜유에스디,1369.0,1380.5333333333333,1416.36,1463.0333333333333,-0.04344258338563334,2.5294887363852836,5.638969264769543,-0.048540252243862006,0.029067205106351857,,,,,False,False,False,False,-25.88254331425751,-1.6522988505747072,5.0,관찰,0.0,0.029083461491865137,0.0,0.0,0.0,False,False,False,False,2026-09-05T02:58:03.705634+09:00,1788544683,37244.37779832,0.0,,4,0.0,complete,1788543960520,1788544297716,36716.0995123,26480.77432146,0.16195935922026972,1366.0,1371.0,0.36603221083455484,0.21961932650074178,0.14587892049598833,39.99999999999757,complete_hourly_ordered,/v1/candles/minutes/60,120,False,0.9454545454545382,1375.0,2026-09-01T04:00:00,1388.0,2026-09-02T07:00:00,D-3,1.368876080691639,146.15384615384636,False,True,,24.147926150702247,,0.029083461491865137,0.0,0.0,0.0,0.0,,,,,0.07229712259391263,0.293040293040292,0.0,0.019307814838054327,-0.016077442908745354,,,,,0.07229712259391263,0.293040293040292,0.0,0.019307814838054327,-0.016077442908745354,,,,,0.07229712259391263,0.293040293040292,0.0,0.019307814838054327,-0.016077442908745354,,,,,0.07229712259391263,0.293040293040292,0.0,0.019307814838054327,-0.016077442908745354,,,,,0.07229712259391263,0.293040293040292,0.0,0.019307814838054327,-0.016077442908745354,,,7244.37783609,0.0,0.0,37244.37779832,39999.999985,0.931109445307166,0.293040293040292,False,False,rising,flat_or_na,buy_only,accelerating,neutral,False,False,False,pass,S0,🌱 초발사 준비,발사 구조 관찰 또는 초기 준비,S0,False,,,2026-09-04T17:40:00Z,33902512231-1
KRW-BAT,베이직어텐션토큰,96.3,95.49333333333334,96.89,122.29583333333333,0.3643497757847447,1.4414972305363414,21.91611870123675,-1.1536473075302052,-0.8548498534797361,1.2495129327024408,,,,False,False,False,False,-2.6854444351738005,3.7715517241379226,5.0,관찰,-0.4136504653567741,0.7374753788353616,0.0,-0.02802690582959233,0.01967623433523258,False,False,False,False,2026-09-05T02:58:03.705634+09:00,1788544683,2304575.04886791,2716161.231113988,0.8484676912654141,9,0.0,complete,1788543798697,1788543874350,622892.19397693,419195.67280378,0.1954696217723208,97.2,98.0,0.8230452674897082,-0.92592592592593,1.7346938775510232,212.50000000000102,complete_hourly_ordered,/v1/candles/minutes/60,120,False,8.306010928961749,91.5,2026-08-31T08:00:00,99.1,2026-09-04T04:00:00,D-1,2.825428859737633,36.84210526315788,True,False,-118.97982960314677,173.96454046533995,38591.755432722115,0.7374753788353616,-0.4136504653567741,0.0,-0.02802690582959233,0.01967623433523258,,0.8484676912654141,,26751.676901893017,0.8250646578879528,-0.10373443983403563,0.0,-0.007006726457392531,0.004919159139664231,,0.8484676912654141,,26751.676901893017,0.8250646578879528,-0.10373443983403563,0.0,-0.007006726457392531,0.004919159139664231,,0.8484676912654141,,26751.676901893017,0.8250646578879528,-0.10373443983403563,0.0,-0.007006726457392531,0.004919159139664231,,,,,0.9689447355259007,1.049317943336825,0.0,0.07006726457399193,-0.04919527879662766,,,,,0.9689447355259007,1.049317943336825,0.0,0.07006726457399193,-0.04919527879662766,,-118.97982960314677,1463380.40194262,2709141.231114668,-0.4136504653567741,5020736.279981898,1320555.447254492,3.801988239433859,1.049317943336825,False,False,rising,rising,sell_advantage_accelerating,accelerating,neutral,False,False,False,pass,S0,🌱 초발사 준비,발사 구조 관찰 또는 초기 준비,S0,False,,,2026-09-04T17:40:00Z,33902512231-1
KRW-HUNT,헌트,121.0,119.66666666666667,115.12,125.80833333333334,0.6730229949523325,-3.949501968959926,4.88176458899119,-0.8395361819336212,-0.9698485359853606,,,5.033532977426567,,False,False,False,False,162.5974258530073,4.31034482758621,14.0,A급,0.0,0.018518564455661135,0.0,0.0,0.0,True,False,False,False,2026-09-05T02:58:03.705634+09:00,1788544683,0.0,0.0,,0,0.0,complete,,,1836415.08567116,3166546.59490168,-0.2658688181433802,124.0,125.0,0.8064516129032251,-2.4193548387096753,3.2,400.0,complete_hourly_ordered,/v1/candles/minutes/60,120,False,12.280701754385959,114.0,2026-08-31T18:00:00,128.0,2026-09-03T13:00:00,D-2,5.46875,50.0,True,True,,,-100.0,0.018518564455661135,0.0,0.0,0.0,0.0,0.0,,,,0.02286528046701619,0.0,0.0,0.0,0.0,0.0,,,,0.02286528046701619,0.0,0.0,0.0,0.0,0.0,,,,0.02286528046701619,0.0,0.0,0.0,0.0,0.0,,-100.0,-100.0,1.771221279602031,-0.8196721311475419,0.0,0.0,0.0,0.0,,-100.0,-100.0,1.771221279602031,-0.8196721311475419,0.0,0.0,0.0,0.0,,0.0,-26834.67741955,0.0,0,1993282.6004300201,0.0,-0.8196721311475419,False,True,flat_or_na,falling,unavailable,accelerating,neutral,False,False,False,pass,S1,⚡ 선행 시동,가격 미급등 상태에서 선행조건 3개 개선,S0,True,가격 미급등 상태에서 선행조건 3개 개선,2026-09-05T02:58:03.705634+09:00,2026-09-04T17:40:00Z,33902512231-1
KRW-PENGU,펏지펭귄,11.3,12.446666666666665,9.912799999999999,10.531416666666667,0.766407599309149,-25.561563500390065,-18.186062337292373,-1.1635224581620018,-2.083862169926756,,,,,False,False,False,False,-0.8513047266634044,-5.833333333333323,7.0,B급,0.0,0.18128659473826136,0.0,0.0,0.0,False,False,False,False,2026-09-05T02:58:03.705634+09:00,1788544683,40533409.84132892,0.0,,15,0.0,complete,1788543971870,1788544684228,71401650.15594208,103775514.72715817,-0.18480641922033567,11.9,12.3,3.3613445378151363,-5.042016806722682,8.130081300813007,249.9999999999993,complete_hourly_ordered,/v1/candles/minutes/60,120,False,10.71428571428572,11.2,2026-09-02T19:00:00,12.4,2026-09-04T00:00:00,D-1,8.870967741935477,91.6666666666665,False,False,,350.1178791129239,,0.18128659473826136,0.0,0.0,0.0,0.0,,,6.536182957663872,-100.0,0.4031230416534304,-0.877192982456132,0.0,-0.053972366148546946,0.053946524378545746,,,6.536182957663872,-100.0,0.4031230416534304,-0.877192982456132,0.0,-0.053972366148546946,0.053946524378545746,,,6.536182957663872,-100.0,0.4031230416534304,-0.877192982456132,0.0,-0.053972366148546946,0.053946524378545746,,,378.67797865969186,-100.0,1.6775009338332092,0.0,0.0,0.0,0.0,,,378.67797865969186,-100.0,1.6775009338332092,0.0,0.0,0.0,0.0,,,31528344.341329075,0.0,0.0,40533409.84132892,40518029.45777503,1.0003795935725335,0.0,False,False,rising,flat_or_na,buy_only,accelerating,neutral,False,False,False,pass,S0,🌱 초발사 준비,발사 구조 관찰 또는 초기 준비,S0,False,,,2026-09-04T17:40:00Z,33902512231-1
