market,snapshot_kst,snapshot_epoch,price,value_accel_pct,launch_score,bid_trade_value_15m,ask_trade_value_15m,buy_sell_ratio_15m,trade_count_15m,trade_unknown_value_15m,trade_coverage_15m,trade_oldest_timestamp,trade_newest_timestamp,total_bid_size,total_ask_size,orderbook_imbalance,day_open,day_high,day_high_return_pct,current_day_return_pct,drawdown_from_day_high_pct,gain_retrace_pct,path_5d_status,path_5d_source,path_5d_points,stage_provisional,max_rally_5d_pct,max_rally_5d_base_price,max_rally_5d_base_time_kst,high_5d,high_5d_time_kst,max_rally_day,drawdown_from_5d_high_pct,gain_retrace_5d_pct,post_surge_higher_low,slope15,gap120,f120up,higher_low,buy_sell_ratio_change_15m,bid_trade_value_change_15m,ask_trade_value_change_15m,value_accel_change_15m,price_change_15m,launch_score_change_15m,slope15_change_15m,gap120_change_15m,f120up_change_15m,buy_sell_ratio_change_30m,bid_trade_value_change_30m,ask_trade_value_change_30m,value_accel_change_30m,price_change_30m,launch_score_change_30m,slope15_change_30m,gap120_change_30m,f120up_change_30m,buy_sell_ratio_change_45m,bid_trade_value_change_45m,ask_trade_value_change_45m,value_accel_change_45m,price_change_45m,launch_score_change_45m,slope15_change_45m,gap120_change_45m,f120up_change_45m,buy_sell_ratio_change_60m,bid_trade_value_change_60m,ask_trade_value_change_60m,value_accel_change_60m,price_change_60m,launch_score_change_60m,slope15_change_60m,gap120_change_60m,f120up_change_60m,buy_sell_ratio_change_90m,bid_trade_value_change_90m,ask_trade_value_change_90m,value_accel_change_90m,price_change_90m,launch_score_change_90m,slope15_change_90m,gap120_change_90m,f120up_change_90m,buy_sell_ratio_change_120m,bid_trade_value_change_120m,ask_trade_value_change_120m,value_accel_change_120m,price_change_120m,launch_score_change_120m,slope15_change_120m,gap120_change_120m,f120up_change_120m,delta_buy_sell_ratio,delta_bid_trade_value_15m,delta_ask_trade_value_15m,delta_value_accel_pct,delta_price_pct_15m,delta_launch_score,delta_slope15,delta_gap120,trade_value_15m,normal_trade_value_15m_median,trade_value_anomaly_ratio,surge_return_from_120m,surge_success_15_120m,signal_failure_120m,buy_pressure_trend,sell_pressure_trend,buy_sell_state,value_accel_direction,flow_signal,first_surge_retrace_gate,first_surge_retrace_seen,second_ignition_reentry,candidate_gate,stage,stage_label,stage_reason,stage_previous,stage_changed,stage_change_reason,stage_change_kst,scan_cycle,scan_run_id
KRW-0G,2026-09-04T13:31:59.203212+09:00,1788496319,256.0,2474.376881640291,10.0,12667078.41224348,249984.0,50.67155662859815,11,0.0,complete,1788495469528,1788496286704,1424618.95074411,1192604.99226722,0.08864887511686863,262.0,263.0,0.3816793893129722,-2.2900763358778664,2.6615969581749046,700.0000000000088,complete_hourly_ordered,/v1/candles/minutes/60,120,False,61.261261261261254,222.0,2026-08-30T14:00:00,358.0,2026-09-01T11:00:00,D-3,28.49162011173184,74.99999999999999,False,0.8921103986618384,38.09839430416283,,True,49.219573203760895,493.2992532364317,-82.99912734116748,0.6436826569129153,-0.3891050583657574,1.0,-0.05575689991637045,0.03156087462015478,,49.219573203760895,493.2992532364317,-82.99912734116748,0.6436826569129153,-0.3891050583657574,1.0,-0.05575689991637045,0.03156087462015478,,44.44826915746797,624.205627513278,-11.055824843523476,0.7031616438766832,0.39215686274509665,1.0,-0.027878449958196327,0.01578077470076522,,44.44826915746797,624.205627513278,-11.055824843523476,0.7031616438766832,0.39215686274509665,1.0,-0.027878449958196327,0.01578077470076522,,48.99533847056646,-38.72871171473313,-97.97314207766425,1.585751538088516,0.0,1.0,-0.027878449958196327,0.01578077470076522,,50.60635411628961,260.79126665198055,-99.53574552332954,2.645334094253485,1.9920318725099584,0.0,0.1115137998327409,-0.06312984748256412,,49.219573203760895,10532054.92398778,-1220434.63683465,0.6436826569129153,-0.3891050583657574,1.0,-0.05575689991637045,0.03156087462015478,12917062.41224348,22095341.52401458,0.5846056915755034,1.9920318725099584,False,True,rising,falling,buy_advantage_accelerating,accelerating,leading_buy_inflow,True,True,True,⚡ 2차 시동/재점화,S4,⚡ 2차 시동·재점화,Higher Low·BID 증가·ASK 감소·ratio 및 거래대금 재가속 확인,S3,True,Higher Low·BID 증가·ASK 감소·ratio 및 거래대금 재가속 확인,2026-09-04T13:31:59.203212+09:00,2026-09-04T04:10:00Z,33836660879-1
KRW-1INCH,2026-09-04T13:31:59.203212+09:00,1788496319,128.0,342.57342437424325,7.0,1131805.75262336,1099450.2748618799,1.0294287777276192,5,0.0,complete,1788496219119,1788496513573,1875233.83069702,1203258.78886089,0.21828054339549777,126.0,128.0,1.5873015873015817,1.5873015873015817,0.0,0.0,complete_hourly_ordered,/v1/candles/minutes/60,120,False,7.563025210084029,119.0,2026-09-02T19:00:00,128.0,2026-09-04T09:00:00,D0,0.78125,11.111111111111079,False,0.3227541689080127,-4.335664335664328,,True,,-95.94763856608756,,9.744394604821196,0.7874015748031482,0.0,0.05379236148466138,-0.04865125782671598,,,-95.94763856608756,,9.744394604821196,0.7874015748031482,0.0,0.05379236148466138,-0.04865125782671598,,-0.6434088718851796,-14.631088699473604,38.72579824824203,14.39515144458045,1.5873015873015817,0.0,0.10758472296934496,-0.09730932097696154,,-0.6434088718851796,-14.631088699473604,38.72579824824203,14.39515144458045,1.5873015873015817,0.0,0.10758472296934496,-0.09730932097696154,,1.0288011660484062,20478.286413316815,-87.45403939483921,19.021768148639353,1.5873015873015817,0.0,0.10758472296934496,-0.09730932097696154,,0.9799495305962509,74.86596522829596,-91.59510935035718,19.579244064186128,0.7874015748031482,0.0,0.05379236148466138,-0.04865125782671598,,,-26797730.42230357,1099450.2748618799,9.744394604821196,0.7874015748031482,0.0,0.05379236148466138,-0.04865125782671598,2231256.02748524,3426776.7196375458,0.6511238432019121,0.7874015748031482,False,True,falling,rising,buy_advantage_weakening,accelerating,neutral,False,False,False,pass,S0,🌱 초발사 준비,발사 구조 관찰 또는 초기 준비,S0,False,,,2026-09-04T04:10:00Z,33836660879-1
KRW-2Z,2026-09-04T13:31:59.203212+09:00,1788496319,73.3,-3.301237390673395,5.0,0.0,716945.9040894599,0.0,4,0.0,complete,1788495424320,1788495454594,1060500.88651059,1053918.14795535,0.0031132611123616026,74.0,74.6,0.8108108108108025,-0.9459459459459474,1.7426273458445003,216.66666666666802,complete_hourly_ordered,/v1/candles/minutes/60,120,False,5.841446453407495,71.9,2026-08-31T08:00:00,76.1,2026-09-02T01:00:00,D-2,3.6793692509855425,66.6666666666668,False,-0.10422094841062712,25.439989628237118,,False,-0.03951890916833086,-100.0,-93.63338611968182,0.4467422924692155,-0.13623978201635634,0.0,-0.008685079034209675,0.005878148895398283,,-0.03951890916833086,-100.0,-93.63338611968182,0.4467422924692155,-0.13623978201635634,0.0,-0.008685079034209675,0.005878148895398283,,-0.0243521576988286,-100.0,-41.80273427307868,2.908072300247755,0.2735978112175186,0.0,0.017370158068441555,-0.011756583577156476,,-0.0243521576988286,-100.0,-41.80273427307868,2.908072300247755,0.2735978112175186,0.0,0.017370158068441555,-0.011756583577156476,,-0.0355652305637964,-100.0,27.144815627970644,3.242102397117075,-0.27210884353742193,0.0,-0.017370158068441555,0.011756202531781668,,-0.9428613357280381,-100.0,-89.65775405416521,4.4978926736150235,0.0,0.0,0.0,0.0,,-0.03951890916833086,-445023.376553538,-10544077.892340755,0.4467422924692155,-0.13623978201635634,0.0,-0.008685079034209675,0.005878148895398283,716945.9040894599,911996.581306012,0.7861278416885813,0.0,False,False,falling,falling,sell_only,accelerating,neutral,False,False,False,pass,S0,🌱 초발사 준비,발사 구조 관찰 또는 초기 준비,S0,False,,,2026-09-04T04:10:00Z,33836660879-1
KRW-A,2026-09-04T13:31:59.203212+09:00,1788496319,108.0,-36.011078082955535,8.0,149999.99999904,0.0,,1,0.0,complete,1788496205951,1788496205951,1480532.8196822,3634443.6090056,-0.42109886904717686,107.0,108.0,0.9345794392523255,0.9345794392523255,0.0,0.0,complete_hourly_ordered,/v1/candles/minutes/60,120,False,8.910891089108919,101.0,2026-08-31T08:00:00,110.0,2026-09-04T03:00:00,D0,1.8181818181818188,22.22222222222222,False,0.7811499551799272,-0.4226812345482196,,True,,38.88888888800002,-100.0,0.051170032770365026,0.9345794392523255,0.0,0.06402868485082536,-0.055796563946855005,,,38.88888888800002,-100.0,0.051170032770365026,0.9345794392523255,0.0,0.06402868485082536,-0.055796563946855005,,,-98.09193764670815,-100.0,0.0671875093818528,0.9345794392523255,0.0,0.06402868485082536,-0.055796563946855005,,,-98.09193764670815,-100.0,0.0671875093818528,0.9345794392523255,0.0,0.06402868485082536,-0.055796563946855005,,,-66.4829360569629,,0.7802684969292386,0.0,0.0,0.0,0.0,,,-99.51393309832265,-100.0,1.2894625393858945,0.0,0.0,0.0,0.0,,,41999.99999904001,-650290.10517843,0.051170032770365026,0.9345794392523255,0.0,0.06402868485082536,-0.055796563946855005,149999.99999904,1129999.9999994,0.13274336283107935,0.0,False,False,rising,falling,buy_only,accelerating,neutral,False,False,False,pass,S0,🌱 초발사 준비,발사 구조 관찰 또는 초기 준비,S0,False,,,2026-09-04T04:10:00Z,33836660879-1
KRW-AAVE,2026-09-04T13:31:59.203212+09:00,1788496319,184200.0,13.023184978601021,7.0,11287237.374303002,68435.88971,164.93155012864085,28,0.0,complete,1788495447180,1788496360477,619.75294602,519.22402559,0.08826246968619339,181100.0,184200.0,1.7117614577581541,1.7117614577581541,0.0,0.0,complete_hourly_ordered,/v1/candles/minutes/60,120,False,10.945865556216528,168100.0,2026-08-31T11:00:00,186500.0,2026-09-02T14:00:00,D-2,1.179624664879353,11.956521739130396,False,1.80945063388398,-32.467743447155485,,True,163.13571883728525,-16.250944978754166,-99.08811156197035,0.2511045715395408,0.9315068493150669,0.0,0.03841721091049077,-0.041711641612948824,,163.13571883728525,-16.250944978754166,-99.08811156197035,0.2511045715395408,0.9315068493150669,0.0,0.03841721091049077,-0.041711641612948824,,164.83990459327765,488.38006720200957,-99.67306190832677,0.5354123968157154,1.1532125205930832,0.0,0.04994237418365355,-0.05422615061480229,,164.83990459327765,488.38006720200957,-99.67306190832677,0.5354123968157154,1.1532125205930832,0.0,0.04994237418365355,-0.05422615061480229,,163.9095329217471,26.894656919926497,-99.21368275060838,1.0780231171318988,0.7658643326039494,0.0,0.034575489819443916,-0.03754024287645308,,164.4822663179512,603.3217189274502,-98.0841078509596,1.338105627179731,1.320132013201314,0.0,0.06915097963888783,-0.0750847083176609,,163.13571883728525,-2190213.0535729975,-7436417.429614002,0.2511045715395408,0.9315068493150669,0.0,0.03841721091049077,-0.041711641612948824,11355673.264013002,21027881.703200497,0.5400293488566011,1.320132013201314,False,False,falling,falling,buy_advantage_accelerating,accelerating,neutral,False,False,False,pass,S0,🌱 초발사 준비,발사 구조 관찰 또는 초기 준비,S0,False,,,2026-09-04T04:10:00Z,33836660879-1
KRW-ADA,2026-09-04T13:31:59.203212+09:00,1788496319,308.0,-4.452377111253547,7.0,68148070.82026534,109992344.88168165,0.6195710337257739,189,0.0,complete,1788495437579,1788496622034,4824278.66232821,5062568.56027074,-0.024101707306436043,302.0,309.0,2.3178807947019875,1.9867549668874274,0.3236245954692557,14.285714285713874,complete_hourly_ordered,/v1/candles/minutes/60,120,False,17.42424242424243,264.0,2026-09-02T19:00:00,310.0,2026-09-04T13:00:00,D0,0.3225806451612856,2.173913043478322,False,0.758446334176055,-3.5488633008562096,,False,0.40895778712906433,94.06121675698269,-34.031998471726396,0.6886037337670796,0.6535947712418277,0.0,0.04596644449552656,-0.04112738494739565,,0.40895778712906433,94.06121675698269,-34.031998471726396,0.6886037337670796,0.6535947712418277,0.0,0.04596644449552656,-0.04112738494739565,,-0.28015241301048155,-25.905182388654303,7.59838833279034,1.279429321995429,0.32573289902280145,0.0,0.02298322224776328,-0.020563085319885044,,-0.28015241301048155,-25.905182388654303,7.59838833279034,1.279429321995429,0.32573289902280145,0.0,0.02298322224776328,-0.020563085319885044,,-1.146735709354568,-82.33427002104898,-49.63757780021005,2.099428328515362,-0.3236245954692518,0.0,0.0,0.0,,-7.494196292036757,-75.32969541007614,223.0769361418043,3.8390580821424543,1.3157894736842035,0.0,0.09193288899103091,-0.0822596275555445,,0.40895778712906433,33031280.376966603,-56743560.91127983,0.6886037337670796,0.6535947712418277,0.0,0.04596644449552656,-0.04112738494739565,178140415.70194697,185462116.06062317,0.960521854736722,1.3157894736842035,False,False,rising,falling,sell_advantage_weakening,accelerating,neutral,False,False,False,pass,S0,🌱 초발사 준비,발사 구조 관찰 또는 초기 준비,S0,False,,,2026-09-04T04:10:00Z,33836660879-1
KRW-AERO,2026-09-04T13:31:59.203212+09:00,1788496319,694.0,94.69788590957839,9.0,1215543.76357684,1674951.5445814999,0.7257187633332721,14,0.0,complete,1788495425037,1788496435375,129796.32689795,83986.74366785,0.21428068700136071,694.0,697.0,0.4322766570605152,0.0,0.430416068866571,100.0,complete_hourly_ordered,/v1/candles/minutes/60,120,False,12.98076923076923,624.0,2026-09-02T20:00:00,705.0,2026-09-04T05:00:00,D0,1.7021276595744705,14.814814814814763,False,0.26467993333985085,-3.5799280976252046,,True,-1.96699032865504,-51.438901080128986,80.1812481434094,0.3929616517746837,1.1661807580174877,0.0,0.049014802470348506,-0.04408224176821163,,-1.96699032865504,-51.438901080128986,80.1812481434094,0.3929616517746837,1.1661807580174877,0.0,0.049014802470348506,-0.04408224176821163,,-1.73689133884992,-84.82800245607834,-48.516262346103964,0.5275452903785265,1.1661807580174877,0.0,0.02940888148219578,-0.026448675397920507,,-1.73689133884992,-84.82800245607834,-48.516262346103964,0.5275452903785265,1.1661807580174877,0.0,0.02940888148219578,-0.026448675397920507,,-0.8630331424397896,52.491468868815836,233.83608640170493,2.9448391274662242,1.3138686131386912,0.0,0.05881776296439156,-0.05289935981028693,,0.6592946858133674,152.58504689100135,-76.88122509331922,3.0249168268547066,1.4619883040935644,0.0,0.06862072345847903,-0.061716701101642624,,-1.96699032865504,-1287578.67519368,745358.9472162199,0.3929616517746837,1.1661807580174877,0.0,0.049014802470348506,-0.04408224176821163,2890495.30815834,5513099.83846516,0.5242958395186709,1.4619883040935644,False,False,falling,rising,sell_advantage_accelerating,accelerating,neutral,False,False,False,pass,S0,🌱 초발사 준비,발사 구조 관찰 또는 초기 준비,S0,False,,,2026-09-04T04:10:00Z,33836660879-1
KRW-AGLD,2026-09-04T13:31:59.203212+09:00,1788496319,226.0,-31.992803911182477,8.0,0.0,88398.46156197999,0.0,1,0.0,complete,1788496054231,1788496054231,536179.83446763,501630.78902906,0.03329031776738236,226.0,228.0,0.8849557522123908,0.0,0.8771929824561403,100.0,complete_hourly_ordered,/v1/candles/minutes/60,120,False,5.882352941176472,221.0,2026-08-31T08:00:00,234.0,2026-08-31T12:00:00,D-4,3.4188034188034178,61.53846153846169,False,0.0,12.746518807888593,,True,,,,0.00672149816727341,-0.4405286343612369,0.0,-0.02888503755054117,0.022453659666949122,,,,,0.00672149816727341,-0.4405286343612369,0.0,-0.02888503755054117,0.022453659666949122,,,,,0.15871824062202222,0.0,0.0,0.0,0.0,,,,,0.15871824062202222,0.0,0.0,0.0,0.0,,,,,0.39289945266220627,0.4444444444444473,0.0,0.028885037550563375,-0.02245507447176287,,0.0,,-72.56440546473425,0.4196271597718706,0.4444444444444473,0.0,0.028885037550563375,-0.02245507447176287,,,0.0,88398.46156197999,0.00672149816727341,-0.4405286343612369,0.0,-0.02888503755054117,0.022453659666949122,88398.46156197999,512821.75573121,0.1723765822608998,0.4444444444444473,False,False,flat_or_na,rising,sell_only,accelerating,neutral,False,False,False,pass,S0,🌱 초발사 준비,발사 구조 관찰 또는 초기 준비,S0,False,,,2026-09-04T04:10:00Z,33836660879-1
KRW-AHT,2026-09-04T13:31:59.203212+09:00,1788496319,1.33,1150.1210541368216,8.0,132815.5922038866,719712.093953018,0.1845398921593732,3,0.0,complete,1788495803070,1788496354561,217030405.95886856,175002944.1643293,0.10720379218077236,1.35,1.35,0.0,-1.4814814814814836,1.4814814814814827,,complete_hourly_ordered,/v1/candles/minutes/60,120,False,37.00787401574803,1.27,2026-08-31T08:00:00,1.74,2026-09-01T18:00:00,D-3,22.988505747126432,85.10638297872337,False,0.6166495375128367,18.81413911060432,,False,0.1369004270488644,2554.985014987805,585.3914593230721,0.10394895514423297,0.0,0.0,0.0,0.0,,0.1369004270488644,2554.985014987805,585.3914593230721,0.10394895514423297,0.0,0.0,0.0,0.0,,,,,0.11789700253598312,0.0,0.0,0.0,0.0,,,,,0.11789700253598312,0.0,0.0,0.0,0.0,,-5.311465278683384,-69.32303984906092,813.6275611870989,0.18879213379955218,-0.7462686567164201,0.0,0.0,0.0,,0.1845398921593732,,494.65594807321986,0.3425562794107009,0.0,0.0,0.0,0.0,,0.1369004270488644,127813.0934532676,614704.6439530074,0.10394895514423297,0.0,0.0,0.0,0.0,852527.6861569046,1107482.1076806348,0.7697891281894628,0.0,False,True,rising,rising,sell_advantage_weakening,accelerating,leading_buy_inflow,True,True,False,🔴 1차 급등 완료·상승분 반납 / 신규매수 금지,S3,🔴 1차 급등 완료·반납,당일/5D 급등 후 상승분 상당 부분 반납,S3,False,,,2026-09-04T04:10:00Z,33836660879-1
KRW-AI,2026-09-04T13:31:59.203212+09:00,1788496319,26.6,,,0.0,53200.0,0.0,1,0.0,complete,1788495868830,1788495868830,8066746.00170698,6876294.38949912,0.07966595692991864,26.6,26.8,0.7518796992481258,0.0,0.7462686567164152,100.0,complete_hourly_ordered,/v1/candles/minutes/60,120,False,4.150943396226414,26.5,2026-08-31T08:00:00,27.6,2026-08-31T14:00:00,D-4,3.6231884057971064,90.9090909090909,False,,,,False,,,,,0.0,,,,,,,,,0.0,,,,,0.0,,91.95105994768451,,0.0,,,,,0.0,,91.95105994768451,,0.0,,,,,,,,,0.0,,,,,0.0,,-42.052248590058774,,0.0,,,,,,0.0,53200.0,,0.0,,,,53200.0,801000.0,0.06641697877652934,0.0,False,False,flat_or_na,rising,sell_only,flat_or_na,neutral,False,False,False,pass,S0,🌱 초발사 준비,발사 구조 관찰 또는 초기 준비,S0,False,,,2026-09-04T04:10:00Z,33836660879-1
