market,snapshot_kst,snapshot_epoch,price,value_accel_pct,launch_score,bid_trade_value_15m,ask_trade_value_15m,buy_sell_ratio_15m,trade_count_15m,trade_unknown_value_15m,trade_coverage_15m,trade_oldest_timestamp,trade_newest_timestamp,total_bid_size,total_ask_size,orderbook_imbalance,day_open,day_high,day_high_return_pct,current_day_return_pct,drawdown_from_day_high_pct,gain_retrace_pct,buy_sell_ratio_change_15m,bid_trade_value_change_15m,ask_trade_value_change_15m,value_accel_change_15m,price_change_15m,buy_sell_ratio_change_30m,bid_trade_value_change_30m,ask_trade_value_change_30m,value_accel_change_30m,price_change_30m,buy_sell_ratio_change_45m,bid_trade_value_change_45m,ask_trade_value_change_45m,value_accel_change_45m,price_change_45m,buy_sell_ratio_change_60m,bid_trade_value_change_60m,ask_trade_value_change_60m,value_accel_change_60m,price_change_60m,delta_buy_sell_ratio,delta_bid_trade_value_15m,delta_ask_trade_value_15m,delta_value_accel_pct,delta_price_pct_15m,buy_pressure_trend,sell_pressure_trend,buy_sell_state,value_accel_direction,flow_signal,first_surge_retrace_gate,first_surge_retrace_seen,second_ignition_reentry,candidate_gate
KRW-0G,2026-09-03T16:04:14.534971+09:00,1788419054,256.0,2586.2210708087223,10.0,11210527.14044145,7944009.069428869,1.4111926412047042,33,0.0,complete,1788418317373,1788419051954,1357724.51617654,1407656.23955304,-0.018056003056015575,255.0,259.0,1.5686274509803866,0.39215686274509665,1.1583011583011582,75.0,1.3494311564793673,1933.04943095103,-11.02267138500257,0.06564655949341613,0.0,-4.425399818624868,-35.09406128226509,168.44634917787937,0.37006657154142886,-0.7751937984496138,0.9237470361006819,28.49712108836826,-55.61530359910745,0.8577153125738732,0.0,,,,,,1.3494311564793673,10659112.74934141,-984118.1210405007,0.06564655949341613,0.0,rising,falling,buy_advantage_accelerating,accelerating,leading_buy_inflow,False,False,False,pass
KRW-1INCH,2026-09-03T16:04:14.534971+09:00,1788419054,121.0,57.14881953767117,8.0,19999.99999899,0.0,,1,0.0,complete,1788418876991,1788418876991,1424275.13006887,1015041.66024869,0.16776561020879305,120.0,121.0,0.8333333333333304,0.8333333333333304,0.0,0.0,,,,0.007534045051855287,0.0,,270.7615342291866,-100.0,0.055327225598823304,0.0,,270.7615342291866,-100.0,0.059393463796936885,0.8333333333333304,,,,,,,19999.99999899,0.0,0.007534045051855287,0.0,rising,flat_or_na,buy_only,accelerating,neutral,False,False,False,pass
KRW-2Z,2026-09-03T16:04:14.534971+09:00,1788419054,74.3,17.88034878797049,5.0,1225241.218816653,2570264.54004918,0.4766984875390332,13,0.0,complete,1788418212979,1788419062445,651165.68296405,1574293.33229241,-0.4148032576650169,73.9,75.1,1.6238159675236563,0.5412719891745521,1.0652463382157087,66.66666666666666,-0.7069649444099118,49.989334437230546,272.43015238468377,0.37170375991160043,-0.13440860215054862,,,,0.44366228162624566,-0.13440860215054862,-0.09776553406194222,616.7939046064982,763.8003263343646,0.4736587825216816,-0.13440860215054862,,,,,,-0.7069649444099118,408355.65597724484,1880131.2295232508,0.37170375991160043,-0.13440860215054862,rising,rising,sell_advantage_accelerating,accelerating,neutral,False,False,False,pass
KRW-A,2026-09-03T16:04:14.534971+09:00,1788419054,107.0,-43.57022662799556,12.0,880461.61297459,0.0,,5,0.0,complete,1788418398736,1788419117054,1140081.75039036,3316953.82652072,-0.48841254205088214,105.0,108.0,2.857142857142847,1.904761904761898,0.9259259259259258,33.33333333333333,,8748.860432439029,,0.009141264281787187,0.0,,,-100.0,0.01874061442072872,0.9433962264151052,,86.56625055598761,-100.0,0.06641989956521144,0.0,,,,,,,870511.61297519,0.0,0.009141264281787187,0.0,rising,flat_or_na,buy_only,accelerating,neutral,False,False,False,pass
KRW-AAVE,2026-09-03T16:04:14.534971+09:00,1788419054,175200.0,-17.79011591323707,7.0,22565151.897153996,10937724.694604,2.063057219595795,47,0.0,complete,1788418159921,1788419095109,544.43920098,536.12070376,0.00769832119765873,174900.0,176200.0,0.7432818753573489,0.17152658662091813,0.5675368898978433,76.92307692307807,-5.222402879341827,595.705672204257,2356.8082103131123,0.06668959913115202,-0.057045065601823985,-8.608588474979557,111.21043735252378,992.5353562728841,0.09136545017571862,-0.11402508551880963,1.4629478855799039,234.50174390909288,-2.6989572282587915,0.2088345844581383,0.17152658662091813,,,,,,-5.222402879341827,19321660.748711996,10492524.102686,0.06668959913115202,-0.057045065601823985,rising,rising,buy_advantage_weakening,accelerating,neutral,False,False,False,pass
KRW-ADA,2026-09-03T16:04:14.534971+09:00,1788419054,282.0,-37.46664505410515,8.0,44399300.50249931,46351363.89860088,0.9578855241375004,130,0.0,complete,1788418173021,1788419233319,6850464.21356916,4882811.80887682,0.16769846724207146,277.0,286.0,3.2490974729241895,1.8050541516245522,1.3986013986013985,44.44444444444437,0.3369854033163323,121.86593260206257,43.81320198231477,0.08266445662565047,0.0,0.17981804756755748,296.496074642172,222.06426811231208,0.20627668216349804,0.0,0.17667627721329682,130.53670315309685,88.01558194626942,0.2571140623798698,0.0,,,,,,0.3369854033163323,24387530.339419056,14121107.385502122,0.08266445662565047,0.0,rising,rising,sell_advantage_weakening,accelerating,leading_buy_inflow,False,False,False,pass
KRW-AERO,2026-09-03T16:04:14.534971+09:00,1788419054,665.0,-5.783774138682762,8.0,22238.21460056,5203676.72109182,0.004273558061441996,5,0.0,complete,1788418368347,1788419053588,90348.97174049,85724.83194715,0.026262508655423594,638.0,674.0,5.642633228840133,4.2319749216300995,1.3353115727002967,25.0,,-97.11611987092456,,0.2506840423195271,-0.15015015015015232,0.004273558061441996,,39728.2401847969,0.43635446849806847,0.45317220543805714,-0.3989112316039385,-99.7691828468168,-78.22377419018184,1.3760801081827534,0.0,,,,,,,-748883.10824338,5203676.72109182,0.2506840423195271,-0.15015015015015232,falling,rising,sell_advantage_weakening,accelerating,neutral,False,False,False,pass
KRW-AGLD,2026-09-03T16:04:14.534971+09:00,1788419054,221.0,-29.856026891988495,7.0,300643.9546182599,0.0,,5,0.0,complete,1788419058779,1788419058871,605503.26764256,696950.93981789,-0.07021181370640002,221.0,223.0,0.9049773755656076,0.0,0.8968609865470852,100.0,,,,0.0,0.0,,,,0.0,0.0,,,-100.0,0.0,0.0,,,,,,,300643.9546182599,0.0,0.0,0.0,rising,flat_or_na,buy_only,flat_or_na,neutral,False,False,False,pass
KRW-AHT,2026-09-03T16:04:14.534971+09:00,1788419054,1.33,1204.8677485716703,8.0,8163143.041429267,10275197.869779704,0.794451176987824,26,0.0,complete,1788418378158,1788419019348,200918866.59207502,170826831.3555949,0.0809479044481535,1.35,1.4,3.703703703703698,-1.4814814814814836,4.999999999999989,140.0000000000001,,6037.7015349092235,,1.3757714976893567,0.0,0.6768335814528079,1446.00718363361,128.88460976077582,1.4899414959468231,0.0,,2031.3689403209582,,2.062870804830254,0.0,,,,,,,8030143.041429267,10275197.869779704,1.3757714976893567,0.0,rising,rising,sell_advantage_weakening,accelerating,neutral,False,False,False,pass
KRW-AI,2026-09-03T16:04:14.534971+09:00,1788419054,26.5,,,0.0,10011.868908922,0.0,2,0.0,complete,1788418523485,1788418528822,8822639.94936261,4374458.57121005,0.3370575260325889,26.2,26.7,1.9083969465648831,1.1450381679389388,0.7490636704119823,39.99999999999954,,,,,-0.3759398496240629,0.0,,-95.43344188890865,,-0.3759398496240629,-0.44514870564200537,-100.0,-99.13585795603694,,-0.7490636704119868,,,,,,,0.0,10011.868908922,,-0.3759398496240629,flat_or_na,rising,sell_only,flat_or_na,neutral,False,False,False,pass
KRW-AKT,2026-09-03T16:04:14.534971+09:00,1788419054,702.0,-43.60907025610254,7.0,846731.6414144398,3254935.4099999997,0.26013777072597577,26,0.0,complete,1788418184118,1788419093279,160606.36739318,71362.78041179,0.3847217952295204,687.0,706.0,2.765647743813693,2.183406113537112,0.56657223796034,21.052631578947874,0.23600465913984014,1183.5101432273555,19.071880342479332,0.008369564979638255,0.0,-0.00956770369915999,-27.006347603457257,-24.321686948064524,0.12527992675560995,-0.28409090909090606,-0.1878018762310465,-73.12670549277824,-53.726004414725324,0.3660758960426733,-0.14224751066855834,,,,,,0.23600465913984014,780761.6414200998,521346.7569628395,0.008369564979638255,0.0,rising,rising,sell_advantage_weakening,accelerating,leading_buy_inflow,False,False,False,pass
KRW-ALGO,2026-09-03T16:04:14.534971+09:00,1788419054,127.0,-8.54505713941055,11.0,12452637.91190824,3596648.8082767203,3.462289085120527,35,0.0,complete,1788418211948,1788419022835,5372041.03051508,7084332.53234617,-0.13746308210732353,128.0,130.0,1.5625,-0.78125,2.307692307692308,150.0,,4881.05516478322,,0.1861355990107505,0.0,,1909.3425626961289,,0.18921271247017657,0.0,-36.234871858354076,198.75323253299925,3325.3798174201024,0.19684071586504182,0.0,,,,,,,12202637.91190924,3596648.8082767203,0.1861355990107505,0.0,rising,rising,buy_advantage_weakening,accelerating,neutral,False,False,False,pass
KRW-ALT,2026-09-03T16:04:14.534971+09:00,1788419054,8.46,-19.283624631376984,9.0,70082.6446281216,0.0,,2,0.0,complete,1788419052338,1788419052339,6442131.49913792,5576129.16387772,0.07205721023552018,8.37,8.54,2.0310633213858953,1.0752688172043223,0.936768149882884,47.058823529410546,,,-100.0,0.0,0.0,,,,0.008881326851671645,0.0,,,,0.008881326851671645,0.0,,,,,,,70082.6446281216,-101075.26881720421,0.0,0.0,rising,falling,buy_only,flat_or_na,neutral,False,False,False,pass
KRW-ANIME,2026-09-03T16:04:14.534971+09:00,1788419054,3.76,2651.195060194884,10.0,16133204.449757589,75065.017491216,214.92307587413103,45,0.0,complete,1788418238452,1788419098819,28999515.1045773,25515926.81086035,0.06390094570123016,3.8,3.85,1.3157894736842257,-1.0526315789473717,2.3376623376623455,179.99999999999932,214.24393059367085,1298.1062365654786,-95.58206000782596,0.31265093518595677,0.0,214.92307587413103,,-92.20755919565113,0.3536108285093178,0.0,214.80569211365105,5166.060056063101,-97.12385498960529,0.5739552542495403,0.0,,,,,,214.24393059367085,14979271.792294472,-1624030.4347826159,0.31265093518595677,0.0,rising,falling,buy_advantage_accelerating,accelerating,leading_buy_inflow,False,False,False,pass
KRW-ANKR,2026-09-03T16:04:14.534971+09:00,1788419054,5.93,3565.503778442864,15.0,82004469.54203284,214931533.00459686,0.3815376385012755,694,0.0,complete,1788418154851,1788419083107,47112844.74965733,22441428.50499103,0.3547074117838978,5.49,7.06,28.5974499089253,8.014571948998173,16.005665722379604,71.97452229299363,-0.1794945964496913,-40.443796665907016,-12.425547337949716,29.2051239521752,-0.3361344537815225,-0.2684431031386551,-10.840600536743917,51.89036870632169,93.55968199737026,-3.2626427406199032,-0.4300106573448838,-5.802941255853911,100.3615234340157,117.95807343237357,-3.420195439739415,,,,,,-0.1794945964496913,-55688104.784795225,-30495673.75628054,29.2051239521752,-0.3361344537815225,falling,falling,sell_advantage_accelerating,accelerating,neutral,False,False,False,pass
KRW-API3,2026-09-03T16:04:14.534971+09:00,1788419054,304.0,-8.412961101236228,10.0,176036.56917479998,0.0,,4,0.0,complete,1788419066969,1788419067238,349767.72191911,280144.1752229,0.11052902320483361,304.0,307.0,0.9868421052631637,0.0,0.9771986970684038,100.0,,,,0.0,0.0,,,-100.0,0.0,0.0,,,,0.1344056589782312,0.3300330033003229,,,,,,,176036.56917479998,0.0,0.0,0.0,rising,flat_or_na,buy_only,flat_or_na,neutral,False,False,False,pass
KRW-APT,2026-09-03T16:04:14.534971+09:00,1788419054,840.0,8.13058889809355,6.0,65418960.4343756,25752422.65599711,2.5403031516004235,152,0.0,complete,1788418262073,1788419126915,112012.79155065,129981.59709652,-0.07425298432051115,806.0,840.0,4.218362282878418,4.218362282878418,0.0,0.0,1.4187766874098262,80.82256828686766,-20.168073039287194,0.3938726874707532,0.7194244604316502,1.4568591525160413,-17.727126186991924,-64.91046694014764,1.7363282465195473,0.11918951132301459,-3.2886292730911624,272.32007294169495,754.318723403587,2.6482808188859286,1.3268998793727338,,,,,,1.4187766874098262,29240423.06807126,-6505877.545964055,0.3938726874707532,0.7194244604316502,rising,falling,buy_advantage_accelerating,accelerating,neutral,False,False,False,pass
KRW-ARB,2026-09-03T16:04:14.534971+09:00,1788419054,185.0,237.4243922336582,8.0,149487665.86343852,89492213.40976313,1.6703985762311049,258,0.0,complete,1788418156082,1788419169286,2547236.70554767,5784002.75978286,-0.3885095450328382,171.0,187.0,9.35672514619883,8.187134502923987,1.06951871657754,12.499999999999881,0.5362759004953361,-0.018683354648740824,-32.11735212726684,1.9029217064714317,0.5434782608695565,0.4109211149533232,-38.54826551903776,-53.66550496598932,5.383070587800461,0.5434782608695565,-1.5894888980789112,79.13036297991205,249.5841261217834,9.415807557526477,2.20994475138121,,,,,,0.5362759004953361,-27934.529876679182,-42341496.99225849,1.9029217064714317,0.5434782608695565,falling,falling,buy_advantage_accelerating,accelerating,neutral,False,False,False,pass
KRW-ARDR,2026-09-03T16:04:14.534971+09:00,1788419054,29.8,46.65960440516614,9.0,301720.23293817305,2268007.724672339,0.1330331593036187,14,0.0,complete,1788418434616,1788419089330,6689290.13139606,6355716.44917878,0.025570986120773593,30.1,30.2,0.33222591362125353,-0.9966777408637939,1.3245033112582734,400.00000000001006,,-90.76516397496407,,0.016974918430818775,-0.33444816053510573,-1.583927519996674,-79.72475407937905,161.67761625054405,0.14247115073808914,-0.33444816053510573,-0.4512069316153713,-18.380334070867466,258.44808386743966,0.1872799354286414,0.6756756756756799,,,,,,,-2965476.197190094,2268007.724672339,0.016974918430818775,-0.33444816053510573,falling,rising,sell_advantage_weakening,accelerating,neutral,False,False,False,pass
KRW-ARK,2026-09-03T16:04:14.534971+09:00,1788419054,160.0,-44.29016800432716,12.0,23126151.810894698,89983749.0883446,0.25700364838310763,156,0.0,complete,1788418164204,1788419167590,1683619.61494727,2640830.25158072,-0.22134853361173878,152.0,169.0,11.184210526315796,5.263157894736836,5.325443786982249,52.94117647058832,0.13906282451466206,262.8737588930758,66.52537951637127,1.2266750948448433,-0.6211180124223614,-0.18288352100373095,0.7673719965339387,72.4733260129835,2.2184499470184633,-1.2345679012345734,-1.9805484788982715,-45.440175393275304,375.0144691755275,3.8237092491639686,-1.8404907975460127,,,,,,0.13906282451466206,16753094.723096557,35947692.03224991,1.2266750948448433,-0.6211180124223614,rising,rising,sell_advantage_weakening,accelerating,leading_buy_inflow,False,False,False,pass
KRW-ARKM,2026-09-03T16:04:14.534971+09:00,1788419054,148.0,16.844994955373018,10.0,0.0,0.0,,0,0.0,complete,,,582048.21471977,1226651.86496277,-0.3563905688311462,147.0,148.0,0.6802721088435382,0.6802721088435382,0.0,0.0,,-100.0,-100.0,0.0,0.0,,,,0.3382932914447032,0.0,,,,0.3382932914447032,0.0,,,,,,,-50757.8728,-2197066.1272,0.0,0.0,falling,falling,unavailable,flat_or_na,neutral,False,False,False,pass
KRW-ARX,2026-09-03T16:04:14.534971+09:00,1788419054,171.0,,,2573526.8487277604,19768.78612611,130.18132890459702,12,0.0,complete,1788418803703,1788419178875,815795.62281822,1260986.57959604,-0.2143657415112116,174.0,174.0,0.0,-1.7241379310344862,1.7241379310344827,,130.17637175896857,25635.268488924663,-99.02003248268896,,0.0,,625.5887396139858,,,-0.5813953488372103,,-68.53884542611159,,,-0.5813953488372103,,,,,,130.17637175896857,2563526.8487284,-1997521.1522541,,0.0,rising,falling,buy_advantage_accelerating,flat_or_na,neutral,False,False,False,pass
KRW-ASTR,2026-09-03T16:04:14.534971+09:00,1788419054,7.51,-75.62172873203585,10.0,5166.66276,20000.0000000054,0.2583331379999303,2,0.0,complete,1788418822672,1788419083788,8532039.5968431,5392549.27699769,0.2254637711956698,7.49,7.67,2.4032042723631575,0.2670226969292422,2.086049543676664,88.88888888888879,,,,0.0008750402688662007,-0.26560424966800555,,,,0.0392538233815003,-0.3978779840848823,-19.754929985038558,-97.67423189144479,80.17901025032026,0.0392538233815003,-0.3978779840848823,,,,,,,5166.66276,20000.0000000054,0.0008750402688662007,-0.26560424966800555,rising,rising,sell_advantage_weakening,accelerating,neutral,False,False,False,pass
KRW-ATH,2026-09-03T16:04:14.534971+09:00,1788419054,6.42,-24.144703139325184,11.0,40588.7357828657,7149112.971984732,0.0056774506070782485,12,0.0,complete,1788418441325,1788419097283,11089145.31911698,5014487.4035691,0.37722283041081606,6.37,6.49,1.883830455259039,0.7849293563579218,1.0785824345146422,58.333333333333925,-2.3760731664660724,-97.4022018763758,989.8038067049896,0.17307235699118806,0.0,-333.26157154980547,-99.4481873387521,32291.49053069861,0.21235374420087894,0.15600624024960652,-11.415274483586868,-98.8535858787814,2206.1654748339247,0.4230095223551551,0.0,,,,,,-2.3760731664660724,-1521839.6690171212,6493112.971984732,0.17307235699118806,0.0,falling,rising,sell_advantage_accelerating,accelerating,neutral,False,False,False,pass
KRW-ATOM,2026-09-03T16:04:14.534971+09:00,1788419054,2039.0,-36.727900332178876,8.0,12605333.470554827,10890855.206648981,1.1574236578647321,34,0.0,complete,1788418279041,1788419105289,40131.31900044,12006.68159347,0.5394268496413174,2005.0,2051.0,2.294264339152119,1.6957605985037372,0.5850804485616773,26.086956521739257,1.0485242451585115,215.82822235888327,-70.28442636607,0.8456368166601891,0.2458210422812135,-1104.3190513150857,88.16212543062825,179617.08261796998,4.913706279922465,0.7909045971329798,0.8369436311026328,674.3798600698738,114.41870190995162,5.12018833496375,1.0406342913775957,,,,,,1.0485242451585115,8614134.274863226,-25759472.802545235,0.8456368166601891,0.2458210422812135,rising,falling,buy_advantage_accelerating,accelerating,leading_buy_inflow,False,False,False,pass
KRW-AUCTION,2026-09-03T16:04:14.534971+09:00,1788419054,4475.0,7267.6108700559935,12.0,2934933.0347188,99999.99998795001,29.34933035072459,17,0.0,complete,1788418490716,1788419080782,17989.16355462,20430.29971194,-0.06353904895503168,4478.0,4546.0,1.518535060294779,-0.06699419383653371,1.5618125824901012,104.41176470588232,29.34933035072459,,-80.39218255624142,0.1829802318889051,0.13425822331618598,,,,0.24451049116305512,-0.24520731163619747,26.835294630886946,144.42326413694627,-79.06293569711981,0.24517786145224818,-0.24520731163619747,,,,,,29.34933035072459,2934933.0347188,-410000.66823931,0.1829802318889051,0.13425822331618598,rising,falling,buy_advantage_accelerating,accelerating,leading_buy_inflow,False,False,False,pass
KRW-AVAX,2026-09-03T16:04:14.534971+09:00,1788419054,10020.0,-18.602497557804732,12.0,12742543.467658203,4126109.2024394,3.088271018160323,40,0.0,complete,1788418169358,1788419189619,15524.28475277,11884.67789121,0.13278893144682327,9910.0,10050.0,1.412714429868811,1.1099899091826515,0.2985074626865672,21.428571428570418,2.1139640090107292,-74.81416686117299,-92.05421622191406,0.2644277293140327,0.09990009990010762,3.0306810683309546,979.9951959496029,-79.86029438965917,0.834134643245509,0.09990009990010762,2.970559223083121,919.4304576823107,-61.14363395423721,1.0050447355903884,0.09990009990010762,,,,,,2.1139640090107292,-37851548.049664006,-47802175.25225456,0.2644277293140327,0.09990009990010762,falling,falling,buy_advantage_accelerating,accelerating,neutral,False,False,False,pass
KRW-AVNT,2026-09-03T16:04:14.534971+09:00,1788419054,141.0,-16.14181408796107,9.0,5616442.86428524,4654479.506682981,1.2066747433780847,13,0.0,complete,1788418364500,1788419080857,1663321.70139569,3532923.17769726,-0.3597985698910951,140.0,142.0,1.4285714285714235,0.7142857142857117,0.7042253521126761,50.0,1.2066747433780847,,365.44795066811184,0.1050809052309809,0.7142857142857117,,6808.494432766048,,0.12909749426094308,0.0,,45.85330978573514,,0.13104998624591246,0.0,,,,,,1.2066747433780847,5616442.86428524,3654479.506682581,0.1050809052309809,0.7142857142857117,rising,rising,buy_advantage_accelerating,accelerating,neutral,False,False,False,pass
KRW-AWE,2026-09-03T16:04:14.534971+09:00,1788419054,84.4,-27.524569775206643,5.0,5249938.4522046,0.0,,5,0.0,complete,1788419067008,1788419134075,1906671.11658264,848711.61668133,0.3839609964631204,84.8,85.1,0.3537735849056478,-0.4716981132075415,0.8225616921268962,233.33333333333647,,,,0.0,0.0,,,-100.0,0.1172281257822192,0.0,,,-100.0,0.13750386311555118,0.0,,,,,,,5249938.4522046,0.0,0.0,0.0,rising,flat_or_na,buy_only,flat_or_na,neutral,False,False,False,pass
KRW-AXL,2026-09-03T16:04:14.534971+09:00,1788419054,58.1,7703.607552070359,13.0,10428701.654075166,1004800.499749868,10.378877853535359,36,0.0,complete,1788418621676,1788419146025,1044352.46578708,1826188.31101099,-0.27236535064866935,58.5,59.0,0.8547008547008517,-0.6837606837606813,1.525423728813557,180.0,7.042104524751442,3145.615658504889,943.4542074405064,0.2922365555359647,-0.1718213058419238,2.271051075662312,1737.501667847837,1335.4292860174978,0.37044655855515884,-0.5136986301369828,,20.736814751812215,,1.3423322163571356,-0.1718213058419238,,,,,,7.042104524751442,10107385.061127769,908504.898794408,0.2922365555359647,-0.1718213058419238,rising,rising,buy_advantage_accelerating,accelerating,leading_buy_inflow,False,False,False,pass
KRW-AXS,2026-09-03T16:04:14.534971+09:00,1788419054,1272.0,37.59285869312639,9.0,3336438.6307399003,446953.00000364997,7.464853420186583,17,0.0,complete,1788418250350,1788419079072,104393.0591976,203532.80799981,-0.3219597941041177,1271.0,1276.0,0.3933910306844979,0.07867820613689513,0.3134796238244514,80.00000000000112,6.279585995020964,210.596794003779,-50.68352430095627,0.022778811851509317,0.23640661938533203,4.77554503824004,-47.608004266329395,-81.12511722032633,0.2567310896392456,0.3154574132492094,6.072587996634159,185.7147169276598,-46.71151608915228,0.3438560110778752,0.0,,,,,,6.279585995020964,2262236.09705267,-459342.49996517005,0.022778811851509317,0.23640661938533203,rising,falling,buy_advantage_accelerating,accelerating,leading_buy_inflow,False,False,False,pass
KRW-AZTEC,2026-09-03T16:04:14.534971+09:00,1788419054,17.4,-64.33102366026657,4.0,623268.277360918,0.0,,8,0.0,complete,1788419051474,1788419184984,4778768.22561936,4804134.6929436,-0.0026470546075451694,17.5,17.6,0.5714285714285783,-0.5714285714285783,1.1363636363636525,200.0,,,,0.0,0.0,,,,0.0015535067445142658,-0.5714285714285783,,592.5010720379079,-100.0,0.0015535067445142658,-0.5714285714285783,,,,,,,623268.277360918,0.0,0.0,0.0,rising,flat_or_na,buy_only,flat_or_na,neutral,False,False,False,pass
KRW-B3,2026-09-03T16:04:14.534971+09:00,1788419054,0.622,,,6621.22186494912,3206134.3651968087,0.002065172918772129,8,0.0,complete,1788418256538,1788418813051,138022599.63389233,92959934.79477172,0.19509122172628007,0.618,0.647,4.692556634304212,0.6472491909385036,3.8639876352395706,86.20689655172433,,-97.96047173669942,,,-0.3205128205128194,-0.1897569479000763,-99.08067719338257,-14.609353589945318,,-0.16051364365970988,,-97.23667418601275,,,-0.16051364365970988,,,,,,,-318023.5493839642,3206134.3651968087,,-0.3205128205128194,falling,rising,sell_advantage_weakening,flat_or_na,neutral,False,False,False,pass
KRW-BABY,2026-09-03T16:04:14.534971+09:00,1788419054,15.2,,,0.0,0.0,,0,0.0,complete,,,3533400.22807076,3985950.687031,-0.06018477712635325,15.4,15.4,0.0,-1.2987012987013102,1.2987012987013056,,,,,,0.0,,,,,0.0,,-100.0,,,0.0,,,,,,,0.0,0.0,,0.0,flat_or_na,flat_or_na,unavailable,flat_or_na,neutral,False,False,False,pass
KRW-BARD,2026-09-03T16:04:14.534971+09:00,1788419054,167.0,122.29996888644577,10.0,395798.82752457,8269732.378919499,0.04786114101267737,25,0.0,complete,1788418157578,1788419115350,978786.68523738,1310387.41882446,-0.14485605660080542,166.0,169.0,1.8072289156626509,0.6024096385542244,1.183431952662722,66.66666666666626,0.04270590018081845,835.1215333982364,0.7242328478586746,0.38691230477510885,0.6024096385542244,-0.00284247344584352,7800.17619809521,8269.367708899821,0.4412215737989982,0.0,-0.20167010921514456,3.296847057121721,438.5536333939102,0.445470118724117,0.6024096385542244,,,,,,0.04270590018081845,353472.90373943,59461.47875715699,0.38691230477510885,0.6024096385542244,rising,rising,sell_advantage_weakening,accelerating,neutral,False,False,False,pass
KRW-BAT,2026-09-03T16:04:14.534971+09:00,1788419054,93.5,-36.46627691718862,6.0,0.0,0.0,,0,0.0,complete,,,735375.24354022,238878.25681352,0.509617862852356,93.1,93.6,0.5370569280343629,0.42964554242750363,0.10683760683760078,19.99999999999752,,-100.0,-100.0,0.0,0.0,,-100.0,,0.025122873941043622,-0.10683760683759536,,-100.0,-100.0,0.04381253361359683,0.10706638115631772,,,,,,,-9999.999999275,-177080.0,0.0,0.0,falling,falling,unavailable,flat_or_na,neutral,False,False,False,pass
KRW-BCH,2026-09-03T16:04:14.534971+09:00,1788419054,341400.0,-53.270795204933584,12.0,4365879.144042,10775062.396614,0.4051836530815777,27,0.0,complete,1788418209957,1788419058239,934.04488117,430.53842355,0.3689818392753346,336300.0,343100.0,2.022004162949753,1.5165031222123204,0.4954823666569514,24.999999999999726,-12.79008051993105,-28.47178202658329,2229.3973604459225,0.05062741814795402,-0.08779631255487752,-1.5447524518976998,-65.61154760675313,65.49355929335219,0.16185800893029523,-0.4664723032069995,-0.6012462075709248,-77.47507024936918,-44.05065027248134,0.2121053196071685,0.0,,,,,,-12.79008051993105,-1737836.65895,10312493.726297,0.05062741814795402,-0.08779631255487752,falling,rising,sell_advantage_accelerating,accelerating,neutral,False,False,False,pass
KRW-BEAM,2026-09-03T16:04:14.534971+09:00,1788419054,2.1,-85.71031847128243,12.0,1403118.4407795728,1393806.7021215751,1.0066807962996762,6,0.0,complete,1788418155311,1788419027950,80023757.39594851,70202110.4720907,0.06537919909030114,2.14,2.16,0.9345794392523477,-1.869158878504673,2.77777777777778,299.99999999999767,-8.160114231128055,-64.97731678842966,218.91515114929078,0.014952788247470039,-0.4739336492890933,1.0066807962996762,,-75.05803537877088,0.015777889409847035,0.0,0.8825286097056724,520.5687878831794,-23.466333885689885,0.03544198515452024,0.0,,,,,,-8.160114231128055,-2603194.9313381547,956760.4542093505,0.014952788247470039,-0.4739336492890933,falling,rising,buy_advantage_weakening,accelerating,neutral,False,False,False,pass
KRW-BERA,2026-09-03T16:04:14.534971+09:00,1788419054,248.0,166.07992787580574,10.0,9406231.424107261,1725363.7408088,5.451738205474223,21,0.0,complete,1788418353819,1788419230405,644628.33318741,815168.97320793,-0.11682487649030804,245.0,251.0,2.448979591836742,1.2244897959183598,1.1952191235059761,50.000000000000455,-66.9770705575178,-51.56016526645936,543.545121609773,0.13412661255179614,-0.40160642570281624,5.128219634391365,295.4489056810819,-76.53316060302366,0.8789122702104066,-0.40160642570281624,-5.561568377318874,148.28141665634922,401.56468586493935,1.2563085513838814,0.4048582995951344,,,,,,-66.9770705575178,-10012149.079974458,1457260.7464930401,0.13412661255179614,-0.40160642570281624,falling,rising,buy_advantage_weakening,accelerating,neutral,False,False,False,pass
KRW-BIGTIME,2026-09-03T16:04:14.534971+09:00,1788419054,9.04,235.01323450219803,11.0,10510207.552244121,16749119.895082284,0.6275080492635334,73,0.0,complete,1788418180278,1788419267516,14479230.49055552,7320268.05270429,0.3284003264407525,8.95,9.48,5.921787709497228,1.0055865921787754,4.641350210970478,83.01886792452828,-0.30786806985948556,69.2596745268994,152.30187512145602,0.576100558108692,-0.11049723756907381,0.24194420411453582,76.88349816153223,8.6836762884682,1.723859889503217,0.0,0.41289015450680516,149.96110030143575,-14.509263776407956,2.5606838395271723,-0.440528634361248,,,,,,-0.30786806985948556,4300690.972691797,10110596.147678744,0.576100558108692,-0.11049723756907381,rising,rising,sell_advantage_accelerating,accelerating,neutral,False,False,False,pass
