market,snapshot_kst,snapshot_epoch,price,value_accel_pct,launch_score,bid_trade_value_15m,ask_trade_value_15m,buy_sell_ratio_15m,trade_count_15m,trade_unknown_value_15m,trade_coverage_15m,trade_oldest_timestamp,trade_newest_timestamp,total_bid_size,total_ask_size,orderbook_imbalance,day_open,day_high,day_high_return_pct,current_day_return_pct,drawdown_from_day_high_pct,gain_retrace_pct,buy_sell_ratio_change_15m,bid_trade_value_change_15m,ask_trade_value_change_15m,value_accel_change_15m,price_change_15m,buy_sell_ratio_change_30m,bid_trade_value_change_30m,ask_trade_value_change_30m,value_accel_change_30m,price_change_30m,buy_sell_ratio_change_45m,bid_trade_value_change_45m,ask_trade_value_change_45m,value_accel_change_45m,price_change_45m,buy_sell_ratio_change_60m,bid_trade_value_change_60m,ask_trade_value_change_60m,value_accel_change_60m,price_change_60m,delta_buy_sell_ratio,delta_bid_trade_value_15m,delta_ask_trade_value_15m,delta_value_accel_pct,delta_price_pct_15m,buy_pressure_trend,sell_pressure_trend,buy_sell_state,value_accel_direction,flow_signal,first_surge_retrace_gate,first_surge_retrace_seen,second_ignition_reentry,candidate_gate
KRW-SLX,2026-09-03T16:04:14.534971+09:00,1788419054,91.5,,,3504953.338727816,4848303.268792202,0.7229237001919152,31,0.0,complete,1788418216909,1788419080889,4243868.6305344,1751433.17049306,0.41573144151211755,91.8,92.2,0.43572984749455923,-0.32679738562091387,0.7592190889370963,174.99999999999872,0.7218780379821758,19804.943303769836,-71.20879147518279,,0.3289473684210398,0.29268006003123925,-71.25139186776312,-82.89044084585578,,0.3289473684210398,0.4764503090542576,26.382230845182917,-56.91127983812798,,0.21905805038335835,,,,,,0.7218780379821758,3487344.881947816,-11991223.507630195,,0.3289473684210398,rising,falling,sell_advantage_weakening,flat_or_na,neutral,False,False,False,pass
KRW-SNT,2026-09-03T16:04:14.534971+09:00,1788419054,10.6,-60.19996384767779,11.0,165447536.6681515,223319171.4341408,0.7408568445138788,1003,0.0,complete,1788418162845,1788419275530,49417243.6605271,85164876.0039135,-0.26561947777697004,8.93,11.6,29.899216125419926,18.7010078387458,8.620689655172415,37.45318352059924,-0.7613842781385187,-7.196885458678159,88.17758924218549,1.2200662358598748,-1.85185185185186,0.13910981306070858,-50.11049925355036,-59.47819177596272,2.747607042795565,-0.9345794392523366,-0.5817455645051248,-61.187217274177726,-30.710122591110046,5.63370765194,-3.6363636363636376,,,,,,-0.7613842781385187,-12830463.467807025,104644481.03478196,1.2200662358598748,-1.85185185185186,falling,rising,sell_advantage_accelerating,accelerating,neutral,False,False,False,pass
KRW-SOL,2026-09-03T16:04:14.534971+09:00,1788419054,138800.0,-43.48646987730067,6.0,371574209.3392334,189246629.60564297,1.9634389796718144,437,0.0,complete,1788418156084,1788419273724,7792.70749445,6548.36972011,0.08676738544275227,138200.0,139000.0,0.5788712011577379,0.4341534008682979,0.14388489208633093,25.00000000000096,0.7544986436734944,313.13793228163877,154.37974688151468,0.022959274495882198,0.1443001443001357,-0.14046881227002705,280.62390298582085,307.85458757930746,0.08453912388088014,0.21660649819494893,0.4334644485485011,202.28384008433102,135.54924868430737,0.1215663628217456,0.21660649819494893,,,,,,0.7544986436734944,281634704.8044794,114851308.46642095,0.022959274495882198,0.1443001443001357,rising,rising,buy_advantage_accelerating,accelerating,leading_buy_inflow,False,False,False,pass
KRW-SOMI,2026-09-03T16:04:14.534971+09:00,1788419054,150.0,1233.3095640635313,12.0,78476.7616181,8933424.580851,0.008784622392885785,4,0.0,complete,1788418377726,1788419039606,628728.80598396,1106719.9958183,-0.27542799841628696,151.0,158.0,4.635761589403975,-0.6622516556291425,5.063291139240507,114.28571428571435,-3.0003874399723323,-39.927008974831935,20478.00076210999,0.5902494568786096,-0.6622516556291425,-0.29035030625381547,-92.18385364531404,166.15627599367807,0.6894069323357144,-0.6622516556291425,0.008784622392885785,,165.6741049293628,0.9470436538888407,0.0,,,,,,-3.0003874399723323,-52158.92053933001,8890012.080851,0.5902494568786096,-0.6622516556291425,falling,rising,sell_advantage_accelerating,accelerating,neutral,False,False,False,pass
KRW-SONIC,2026-09-03T16:04:14.534971+09:00,1788419054,29.6,73.36740364201597,9.0,61018.548530543994,2391894.571819024,0.025510551029069684,10,0.0,complete,1788418243556,1788419057768,2297567.1747375,2457315.88292067,-0.03359676909947976,29.6,29.9,1.0135135135135087,0.0,1.0033444816053416,100.0,-2.5114813358766552,-99.01988042831165,-2.528353905904679,0.06059010970469103,0.0,,-96.751453028031,,0.14896903062088995,0.0,,-86.44058771060833,,0.1614432483489452,0.0,,,,,,-2.5114813358766552,-6164604.35433978,-62044.258258783724,0.06059010970469103,0.0,falling,falling,sell_advantage_accelerating,accelerating,neutral,False,False,False,pass
KRW-SOON,2026-09-03T16:04:14.534971+09:00,1788419054,257.0,-36.844897118203,0.0,139100.3276352,5683124.68210924,0.024476029546403363,14,0.0,complete,1788418262649,1788419215067,505333.00108089,799290.97979534,-0.22532007921318276,260.0,261.0,0.38461538461538325,-1.1538461538461497,1.532567049808429,400.0,-0.13934239294927236,-67.76488405216239,115.7501008702586,0.24315125658406345,-0.3875968992248069,0.023026620686379444,1263.7287023326219,-19.243418950673853,0.5609780538299347,-0.7722007722007707,-10.858814702996023,-70.14085187515569,13176.899729698269,0.6472225384506984,-0.7722007722007707,,,,,,-0.13934239294927236,-292417.67236297,3049000.9161478104,0.24315125658406345,-0.3875968992248069,falling,rising,sell_advantage_accelerating,accelerating,neutral,False,False,False,pass
KRW-SOPH,2026-09-03T16:04:14.534971+09:00,1788419054,5.75,808.4130219210285,9.0,15987571.164562047,15755356.034478229,1.0147388056211266,86,0.0,complete,1788418189682,1788419238422,28399147.68678853,14981999.16940705,0.30928524231639304,6.28,6.96,10.828025477707005,-8.439490445859876,17.385057471264368,177.9411764705883,0.04121449967041535,79.34439931032864,72.06017045722794,0.37743582967914335,0.5244755244755206,-0.12352855727348655,-16.942095499524047,-6.831096436250217,0.9431356097941261,0.17421602787455193,-1.0876067041177735,170.98938010534988,461.4383753686114,1.4368198538455772,-0.34662045060658286,,,,,,0.04121449967041535,7073118.733350104,6598468.6545515545,0.37743582967914335,0.5244755244755206,rising,rising,buy_advantage_accelerating,accelerating,neutral,False,False,False,pass
KRW-SPK,2026-09-03T16:04:14.534971+09:00,1788419054,27.4,-65.23884321540577,12.0,4726186.299212652,0.0,,8,0.0,complete,1788418295579,1788419105761,4389646.23283912,4598020.56304429,-0.023184474339948986,27.7,27.7,0.0,-1.0830324909747335,1.0830324909747318,,,152.43347545218785,,0.025966853821586255,0.0,,,,0.051193058606813224,0.366300366300365,,,,0.051193058606813224,0.366300366300365,,,,,,,2853936.0793293486,0.0,0.025966853821586255,0.0,rising,flat_or_na,buy_only,accelerating,neutral,False,False,False,pass
KRW-SPX,2026-09-03T16:04:14.534971+09:00,1788419054,742.0,,,0.0,125687.38,0.0,2,0.0,complete,1788418241895,1788418260949,128213.80871323,96979.26733697,0.13870116223865245,735.0,752.0,2.3129251700680253,0.952380952380949,1.3297872340425532,58.82352941176482,0.0,,0.0,,0.4059539918809252,,,,,0.2702702702702675,0.0,,-27.12366853149124,,0.2702702702702675,,,,,,0.0,0.0,0.0,,0.4059539918809252,flat_or_na,flat_or_na,sell_only,flat_or_na,neutral,False,False,False,pass
KRW-STEEM,2026-09-03T16:04:14.534971+09:00,1788419054,59.4,-4.4487587655562155,12.0,14355970.781598026,33210775.110050052,0.43226846509986167,110,0.0,complete,1788418222748,1788419167427,481217.24368493,520599.44156044,-0.03931078255685498,58.6,63.3,8.020477815699657,1.3651877133105783,6.161137440758291,82.97872340425533,0.3608397196676947,2162.810274145035,273.9104563083462,1.3759029951947106,-1.0000000000000009,0.28358156365157583,1867.4948357783464,576.757002572011,1.5508138777981735,-1.0000000000000009,-0.325137562362714,225.80606396063047,470.8662476006232,1.7539479790512846,-1.0000000000000009,,,,,,0.3608397196676947,13721539.740444027,24328762.170924675,1.3759029951947106,-1.0000000000000009,rising,rising,sell_advantage_weakening,accelerating,leading_buy_inflow,False,False,False,pass
KRW-STORJ,2026-09-03T16:04:14.534971+09:00,1788419054,66.8,1418.74853187633,5.0,5650454.294955125,7962359.48322364,0.7096457158032612,36,0.0,complete,1788418188644,1788419047195,1535245.02378177,567278.14664728,0.4603834529618822,72.1,88.0,22.052704576976435,-7.350901525658804,24.090909090909093,133.3333333333333,-1.095377892338692,-51.055000702188245,24.494345932942153,0.07989799951724308,0.0,0.4896373706942342,30.147940025486264,-59.65080565314877,0.6164697350297956,0.30030030030030463,-1.334187566606139,-66.20052243142112,-2.6549507108375225,0.8055371248665324,0.30030030030030463,,,,,,-1.095377892338692,-5894043.357551219,1566599.560509962,0.07989799951724308,0.0,falling,rising,sell_advantage_accelerating,accelerating,neutral,True,True,False,🔴 1차 급등 완료·상승분 반납 / 신규매수 금지
KRW-STRAX,2026-09-03T16:04:14.534971+09:00,1788419054,12.9,142.25508589620506,11.0,4480140.786101629,482066.55357717,9.293614653115403,10,0.0,complete,1788418952295,1788419210033,22089375.07443389,42493928.09297907,-0.3159416136652605,12.8,13.2,3.124999999999978,0.78125,2.272727272727265,74.99999999999983,8.51236465312509,44701.407861571824,3666.1449498216407,0.07650676140991663,0.0,8.106737103401382,-61.608582828892075,-95.0970733301473,0.08339613874275642,0.0,8.006580929985867,-61.41244511086137,-94.65617132954988,0.8937595974518047,0.0,,,,,,8.51236465312509,4470140.786101753,469266.55357717,0.07650676140991663,0.0,rising,rising,buy_advantage_accelerating,accelerating,leading_buy_inflow,False,False,False,pass
KRW-STX,2026-09-03T16:04:14.534971+09:00,1788419054,374.0,-73.10308423640875,9.0,57333223.39510977,192107501.8702903,0.2984434383714009,223,0.0,complete,1788418174573,1788419275479,1378629.4450996,1848787.02873549,-0.14567614296062914,359.0,388.0,8.077994428969347,4.178272980501396,3.608247422680412,48.275862068965395,-0.032600996660202886,14.003113950161072,26.456445668303097,0.19693382084975042,-0.5319148936170248,-0.11046060136763569,-8.776441074061692,24.987441398419264,0.29350463931631054,-1.0582010582010581,-0.44532895325452976,-33.68323721029156,65.27278178456217,0.5133744634587742,-0.7957559681697646,,,,,,-0.032600996660202886,7042295.885731183,40191558.91061643,0.19693382084975042,-0.5319148936170248,rising,rising,sell_advantage_accelerating,accelerating,neutral,False,False,False,pass
KRW-SUI,2026-09-03T16:04:14.534971+09:00,1788419054,1051.0,-39.87437762591466,11.0,68611022.02623416,97019604.46483529,0.7071871958734093,181,0.0,complete,1788418192873,1788419308137,347107.54684371,377497.23589768,-0.0419396749480413,1027.0,1071.0,4.284323271665036,2.336903602726381,1.8674136321195145,45.4545454545455,0.2316502879202812,44.61083107057435,-2.758720936821213,0.19669201237663003,-0.09505703422053591,-1.3487489963026364,54.47213166549696,349.0817254990688,0.3598715020963965,-0.2846299810246644,0.21151844160788658,-25.81484678668764,-48.003495124335146,0.4429027694045473,-0.37914691943128354,,,,,,0.2316502879202812,21165736.276683383,-2752432.0607234985,0.19669201237663003,-0.09505703422053591,rising,falling,sell_advantage_weakening,accelerating,leading_buy_inflow,False,False,False,pass
KRW-SUN,2026-09-03T16:04:14.534971+09:00,1788419054,22.4,5.839169577405023,3.0,0.0,0.0,,0,0.0,complete,,,3117421.02628381,3479968.40558567,-0.05495315731257753,22.3,22.4,0.4484304932735439,0.4484304932735439,0.0,0.0,,-100.0,,0.0,0.0,,,,0.07174367860312003,0.9009009009008917,,,-100.0,0.07174367860312003,0.9009009009008917,,,,,,,-399999.999999936,0.0,0.0,0.0,falling,flat_or_na,unavailable,flat_or_na,neutral,False,False,False,pass
KRW-SUPER,2026-09-03T16:04:14.534971+09:00,1788419054,148.0,-90.30179609775298,8.0,0.0,0.0,,0,0.0,complete,,,492446.02941008,370916.52008448,0.14076300784270437,147.0,148.0,0.6802721088435382,0.6802721088435382,0.0,0.0,,-100.0,,0.0,0.0,,-100.0,,0.37471442649398057,0.6802721088435382,,-100.0,,0.4194518610961353,0.6802721088435382,,,,,,,-5288.51212,0.0,0.0,0.0,falling,flat_or_na,unavailable,flat_or_na,neutral,False,False,False,pass
KRW-SYRUP,2026-09-03T16:04:14.534971+09:00,1788419054,278.0,135.06546293968253,10.0,49999.999997800005,4840620.6896542,0.010329253871236885,2,0.0,complete,1788418250394,1788419002668,645823.6001331,606353.62953867,0.031521073582192645,281.0,283.0,0.7117437722419906,-1.0676156583629859,1.76678445229682,250.0,-0.010329253871811186,-50.00000000139,0.0,0.39876596554299226,0.0,,,,0.472571681905265,0.3610108303249149,-0.7213751117097439,-99.40984369009132,-58.194468475811064,0.472571681905265,0.3610108303249149,,,,,,-0.010329253871811186,-50000.00000057999,0.0,0.39876596554299226,0.0,falling,flat_or_na,sell_advantage_accelerating,accelerating,neutral,False,False,False,pass
KRW-T,2026-09-03T16:04:14.534971+09:00,1788419054,6.33,8020.359816797966,11.0,166042233.23460668,185524631.93182465,0.8949875361866922,574,0.0,complete,1788418158256,1788419176613,33705255.46598337,30770701.73013311,0.04551392276231324,7.3,7.7,5.47945205479452,-13.287671232876708,17.792207792207794,342.49999999999994,0.47322466477761144,90.77697736989157,-10.096350484274918,22.03126968997549,-1.0937500000000044,0.5111266970241897,192.2969717353745,25.366394858480177,43.832652577463705,-2.6153846153846194,0.5427809797511989,280.6725424246071,49.806963645745505,57.8113528365393,-3.65296803652968,,,,,,0.47322466477761144,79007500.04839389,-20834768.305175155,22.03126968997549,-1.0937500000000044,rising,falling,sell_advantage_weakening,accelerating,leading_buy_inflow,False,False,False,pass
KRW-TAIKO,2026-09-03T16:04:14.534971+09:00,1788419054,102.0,-8.18446275966136,5.0,0.0,0.0,,0,0.0,complete,,,1294940.5068569,1656344.71421108,-0.1224565503782108,102.0,104.0,1.9607843137254832,0.0,1.9230769230769231,100.0,,,,0.0,0.0,,,-100.0,0.36181918928025425,0.0,,,-100.0,0.5022304147892065,0.0,,,,,,,0.0,0.0,0.0,0.0,flat_or_na,flat_or_na,unavailable,flat_or_na,neutral,False,False,False,pass
KRW-TAO,2026-09-03T16:04:14.534971+09:00,1788419054,304900.0,-61.78335323491968,11.0,12828008.582900003,6111932.1574,2.0988466907913135,22,0.0,complete,1788418476080,1788419181180,622.25519851,313.50317087,0.3299484543692279,299000.0,305500.0,2.1739130434782705,1.9732441471571827,0.19639934533551553,9.230769230770001,1.3563762492183926,91.02423296423841,-32.4248658930808,0.10373060694310965,0.032808398950123774,1.722438910316474,527.962125981542,12.618911662317277,0.19944166256489382,0.42819499341237854,1.412619412771335,-22.76715303739466,-74.74837653582964,0.24669331698452623,0.5275304978568984,,,,,,1.3563762492183926,6112625.731290002,-2932714.572756001,0.10373060694310965,0.032808398950123774,rising,falling,buy_advantage_accelerating,accelerating,leading_buy_inflow,False,False,False,pass
KRW-TFUEL,2026-09-03T16:04:14.534971+09:00,1788419054,12.2,-53.48290853989869,11.0,0.0,2680407.3848968395,0.0,1,0.0,complete,1788418337915,1788418337915,5751733.91120406,25082529.75805435,-0.6269258138997815,12.2,12.4,1.6393442622950838,0.0,1.6129032258064602,100.0,,,,0.2207404860047646,-0.8130081300813163,,,,0.2207404860047646,-0.8130081300813163,,,,0.2207404860047646,-0.8130081300813163,,,,,,,0.0,2680407.3848968395,0.2207404860047646,-0.8130081300813163,flat_or_na,rising,sell_only,accelerating,neutral,False,False,False,pass
KRW-THETA,2026-09-03T16:04:14.534971+09:00,1788419054,231.0,6.681940964857169,8.0,0.0,1209815.0211147,0.0,5,0.0,complete,1788418468195,1788418966068,332810.76525743,310834.22405388,0.03414388609948552,231.0,234.0,1.298701298701288,0.0,1.282051282051282,100.0,,,,0.16258601196994515,0.0,,-100.0,,0.16258601196994515,0.0,,,,0.27311115717119083,0.0,,,,,,,0.0,1209815.0211147,0.16258601196994515,0.0,flat_or_na,rising,sell_only,accelerating,neutral,False,False,False,pass
KRW-TIA,2026-09-03T16:04:14.534971+09:00,1788419054,496.0,7.747393241850387,11.0,136431.49999984,74943.58509924001,1.8204560112673809,9,0.0,complete,1788418187372,1788419205933,118725.92678699,77831.04648835,0.20805611531957122,491.0,500.0,1.8329938900203624,1.0183299389002087,0.8,44.444444444444045,1.816579099332029,2628.0843832074565,-94.1901683751531,0.007591874540158194,-0.2012072434607659,1.6273248897237285,-84.67750127276122,-98.37444500403906,0.3411202213020159,-0.6012024048096198,,1415.9055559142262,,0.6884297031011233,-0.6012024048096198,,,,,,1.816579099332029,131430.5,-1215000.59811476,0.007591874540158194,-0.2012072434607659,rising,falling,buy_advantage_accelerating,accelerating,leading_buy_inflow,False,False,False,pass
KRW-TOKAMAK,2026-09-03T16:04:14.534971+09:00,1788419054,447.0,-83.54902115409244,7.0,2807686.03738569,1039385.64632782,2.7012938338193595,13,0.0,complete,1788418164549,1788419034411,197870.75862073,296874.94153352,-0.20011125489705692,436.0,452.0,3.669724770642202,2.522935779816504,1.1061946902654867,31.250000000000266,-6.598616252434503,22.33628414317732,321.17463438227156,0.05310717510469942,0.0,1.164728756758628,197.5524189484431,69.25543227730773,0.08504793969397895,-0.666666666666671,,-48.499314021367255,,0.0991981434661966,-0.666666666666671,,,,,,-6.598616252434503,512630.19434595015,792603.06222176,0.05310717510469942,0.0,rising,rising,buy_advantage_weakening,accelerating,neutral,False,False,False,pass
KRW-TOSHI,2026-09-03T16:04:14.534971+09:00,1788419054,0.16,-20.019998758373525,10.0,1262205.0225016929,0.0,,6,0.0,complete,1788419060866,1788419060866,472815840.92334,492150160.65286463,-0.020036270394960393,0.16,0.162,1.2499999999999956,0.0,1.234567901234569,100.0,,30.7511925768295,-100.0,0.007574975559442976,0.0,,-47.72771303788965,,0.17533743742869135,0.0,,12522.05022501819,,0.2742789910450405,0.6289308176100628,,,,,,,296856.25770169287,-96000.0,0.007574975559442976,0.0,rising,falling,buy_only,accelerating,neutral,False,False,False,pass
KRW-TRAC,2026-09-03T16:04:14.534971+09:00,1788419054,441.0,,,0.0,0.0,,0,0.0,complete,,,117849.94269595,170660.12487757,-0.18304450387389884,442.0,445.0,0.6787330316742057,-0.2262443438914019,0.8988764044943821,133.33333333333331,,-100.0,,,0.0,,,-100.0,,0.6849315068493178,,,,,0.6849315068493178,,,,,,,-5009.99999661,0.0,,0.0,falling,flat_or_na,unavailable,flat_or_na,neutral,False,False,False,pass
KRW-TREE,2026-09-03T16:04:14.534971+09:00,1788419054,55.2,466.53661776547904,10.0,2939984.7420536103,9869465.189092208,0.2978869356875486,18,0.0,complete,1788418282739,1788418778723,3338582.71936874,1358641.76836863,0.4215129500770013,56.3,57.3,1.7761989342806483,-1.9538188277086976,3.6649214659685763,209.99999999999912,0.1665968223231583,151.23548623448784,10.72904353039863,0.5204529702453442,-0.1808318264014397,-0.25459775940185064,55.63157062526065,188.64663247054742,0.7114866291956901,-0.3610108303249038,-0.5258328777941459,2635.5753347354816,7464.439169822992,0.7232762588298556,-0.540540540540535,,,,,,0.1665968223231583,1769773.9624706623,956297.6276089121,0.5204529702453442,-0.1808318264014397,rising,rising,sell_advantage_weakening,accelerating,leading_buy_inflow,False,False,False,pass
KRW-TRUMP,2026-09-03T16:04:14.534971+09:00,1788419054,3060.0,-72.73116817103795,8.0,94894269.92046247,130507015.7838193,0.727120065925435,250,0.0,complete,1788418183302,1788419118175,133645.39931087,74980.567833,0.2811962110038503,3047.0,3142.0,3.1178208073515012,0.426649163111259,2.609802673456397,86.31578947368418,0.4288602949704215,146.4907819108604,1.1088644097391631,0.025401789694797117,-0.032669062397905346,-0.06952402212704079,-0.2583080456939779,9.278553778623744,0.06816229733908585,-0.16313213703099683,0.106655452742482,24.505296913809115,6.242606288872876,0.09776260252724,-0.7460265974699953,,,,,,0.4288602949704215,56396169.02402427,1431274.951694578,0.025401789694797117,-0.032669062397905346,rising,rising,sell_advantage_weakening,accelerating,leading_buy_inflow,False,False,False,pass
KRW-TRUST,2026-09-03T16:04:14.534971+09:00,1788419054,72.6,274.8608723874736,10.0,2007137.1163135672,3753549.4527392304,0.5347304309122176,27,0.0,complete,1788418410376,1788418868357,522820.06486186,452761.31666213,0.0718123054893573,71.2,73.1,2.668539325842678,1.9662921348314377,0.6839945280437757,26.31578947368456,-54.987152427683746,-36.51749912517093,6491.485678363408,0.5939177799963318,0.0,,,,0.9257568596678425,0.5540166204986097,,2648.802448379254,,0.9257568596678425,0.5540166204986097,,,,,,-54.987152427683746,-1154580.031961857,3696604.028962307,0.5939177799963318,0.0,falling,rising,sell_advantage_accelerating,accelerating,neutral,False,False,False,pass
KRW-TRX,2026-09-03T16:04:14.534971+09:00,1788419054,449.0,-25.174664986371443,4.0,13873648.82556035,975229.0441196801,14.226041471194922,22,0.0,complete,1788418188793,1788419080767,1444108.79422496,1006681.449025,0.178484203780693,448.0,449.0,0.22321428571427937,0.22321428571427937,0.0,0.0,12.16102587117444,-58.536454422100846,-93.9812583406359,0.051675986837871335,0.22321428571427937,13.425862966121466,-12.542235858305794,-95.08072409955588,0.5469843930739131,0.0,14.08614768329353,491.1818787395314,-94.18652950485267,0.6694860678617793,0.22321428571427937,,,,,,12.16102587117444,-19586222.085612435,-15227975.8667008,0.051675986837871335,0.22321428571427937,falling,falling,buy_advantage_accelerating,accelerating,neutral,False,False,False,pass
KRW-UNI,2026-09-03T16:04:14.534971+09:00,1788419054,7875.0,435.2727222297628,6.0,22310479.66955465,46321550.880040444,0.48164362474245315,60,0.0,complete,1788418171389,1788418989855,16493.02853152,23175.35621927,-0.1684547462602928,8050.0,8075.0,0.31055900621117516,-2.1739130434782594,2.476780185758514,800.0000000000107,-1.7540561338136615,-67.13418115240312,52.556993361246974,0.6107031725652519,-0.4424778761061954,0.23513785460380277,94.06782146268988,-0.6758621286203192,1.327539028449337,0.31847133757962887,-0.2792895314922751,116.30124049049009,241.7273211327699,1.8966096343892218,0.7033248081841359,,,,,,-1.7540561338136615,-45573055.419016466,15958111.053749796,0.6107031725652519,-0.4424778761061954,falling,rising,sell_advantage_accelerating,accelerating,neutral,False,False,False,pass
KRW-UP2,2026-09-03T16:04:14.534971+09:00,1788419054,70.2,,,0.0,0.0,,0,0.0,complete,,,661066.88258308,113309.32471938,0.7073532899103574,71.0,71.3,0.42253521126760507,-1.1267605633802802,1.5427769985974675,366.66666666666663,,-100.0,,,0.0,,-100.0,-100.0,,0.28571428571428914,,-100.0,,,0.14265335235379428,,,,,,,-786594.8045023379,0.0,,0.0,falling,flat_or_na,unavailable,flat_or_na,neutral,False,False,False,pass
KRW-USD1,2026-09-03T16:04:14.534971+09:00,1788419054,1372.0,-66.59985880526,5.0,0.0,296328.96534115,0.0,16,0.0,complete,1788419002194,1788419028141,31680.86935309,30530.92842352,0.018484290290070135,1379.0,1379.0,0.0,-0.5076142131979711,0.5076142131979695,,,-100.0,,0.003683736029174156,-0.29069767441860517,,,,0.011051208087522468,-0.29069767441860517,,-100.0,,0.03131175624294258,-0.29069767441860517,,,,,,,-9999.99999936,296328.96534115,0.003683736029174156,-0.29069767441860517,falling,rising,sell_only,accelerating,neutral,False,False,False,pass
KRW-USDC,2026-09-03T16:04:14.534971+09:00,1788419054,1373.0,-63.87057441026466,5.0,4999.99999125,2941005.59095597,0.001700098771190964,7,0.0,complete,1788418178396,1788419049856,275036.33088053,154457.5420826,0.28074623734686227,1376.0,1378.0,0.14534883720929148,-0.21802325581394832,0.36284470246734396,250.00000000000765,0.001700098771190964,,3463.7817091631946,0.019897542936497814,-0.07278020378457262,-12.665576872124795,-99.74476647121368,1801.7211565481282,0.06008146883316812,-0.1454545454545486,-0.9083836272744582,-99.92236869653483,-58.44301101055158,0.06973620947100301,-0.07278020378457262,,,,,,0.001700098771190964,4999.99999125,2858480.73867913,0.019897542936497814,-0.07278020378457262,rising,rising,sell_advantage_weakening,accelerating,leading_buy_inflow,False,False,False,pass
KRW-USDE,2026-09-03T16:04:14.534971+09:00,1788419054,1376.0,23.070744658365427,6.0,0.0,0.0,,0,0.0,complete,,,38800.66999934,16178.55195155,0.41146668223128247,1373.0,1376.0,0.21849963583393528,0.21849963583393528,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,flat_or_na,flat_or_na,unavailable,flat_or_na,neutral,False,False,False,pass
KRW-USDG,2026-09-03T16:04:14.534971+09:00,1788419054,1373.0,,,0.0,0.0,,0,0.0,complete,,,173838.89605309,314526.32067369,-0.2880783065664334,1374.0,1374.0,0.0,-0.07278020378457262,0.0727802037845706,,,,,,0.0,,,,,0.0,,,,,0.0,,,,,,,0.0,0.0,,0.0,flat_or_na,flat_or_na,unavailable,flat_or_na,neutral,False,False,False,pass
KRW-USDS,2026-09-03T16:04:14.534971+09:00,1788419054,1374.0,-75.73552159810475,5.0,179999.99997476998,176291.2623464,1.0210375578404025,12,0.0,complete,1788418499211,1788418903651,34325.13604736,10688.27037936,0.5251072412500009,1387.0,1388.0,0.07209805335255393,-0.9372746935832788,1.0086455331412103,1400.0000000001078,,,,0.47324423788241177,0.0,,,,0.47324423788241177,0.0,,,,0.47324423788241177,0.0,,,,,,,179999.99997476998,176291.2623464,0.47324423788241177,0.0,rising,rising,buy_advantage_weakening,accelerating,neutral,False,False,False,pass
KRW-USDT,2026-09-03T16:04:14.534971+09:00,1788419054,1374.0,-71.84618263106546,5.0,327926475.2202539,340672335.50248104,0.9625861599139612,455,0.0,complete,1788418165166,1788419076292,12763390.79400006,10888297.98377258,0.07927944713992909,1376.0,1378.0,0.14534883720929148,-0.14534883720930258,0.29027576197387517,200.00000000000765,0.36081091270482923,16.503590122847413,-27.166024542473743,0.03817285064553744,0.0728332119446451,0.14043241425636743,70.16967587851791,45.343494688690875,0.15062467474068342,0.0,0.6821308882208568,71.64802427802364,-49.9893149421756,0.19663597228395702,0.0,,,,,,0.36081091270482923,46453196.26423955,-127065877.82784444,0.03817285064553744,0.0728332119446451,rising,falling,sell_advantage_weakening,accelerating,leading_buy_inflow,False,False,False,pass
KRW-VANA,2026-09-03T16:04:14.534971+09:00,1788419054,1214.0,14.017847990563205,4.0,984855.8922645699,0.0,,3,0.0,complete,1788418339818,1788419080710,67827.91368542,24366.02037508,0.47141814429807505,1215.0,1228.0,1.0699588477366184,-0.08230452674896638,1.1400651465798046,107.69230769230728,,93.55090852731965,,0.03146966953815422,0.16501650165017256,,,,0.03146966953815422,0.16501650165017256,,15854.474114143557,-100.0,0.032071740910023294,0.16501650165017256,,,,,,,476020.3100613699,0.0,0.03146966953815422,0.16501650165017256,rising,flat_or_na,buy_only,accelerating,neutral,False,False,False,pass
KRW-VET,2026-09-03T16:04:14.534971+09:00,1788419054,9.06,-78.86997275710192,8.0,3125278.101826998,29999.9999999484,104.17593672774578,15,0.0,complete,1788418585005,1788419173936,9544370.85735185,3394557.80924301,0.47529538237475166,8.96,9.1,1.5624999999999778,1.116071428571419,0.43956043956043017,28.571428571428164,,3224.5418633227323,,0.004333799867453081,0.0,,-15.220484182875559,,0.004956321886837145,0.22123893805310324,103.2437460089743,-77.81143361161877,-99.80145150310335,0.04488467185318257,0.22123893805310324,,,,,,,3031271.822757213,29999.9999999484,0.004333799867453081,0.0,rising,rising,buy_advantage_weakening,accelerating,neutral,False,False,False,pass
