market,name,price,ma15,ma50,ma120,slope15,gap50,gap120,conv50,conv120,f50up,f50down,f120up,f120down,golden_now,dead_now,up120_now,down120_now,value_accel_pct,ret5_pct,launch_score,launch_grade,delta_price_pct,delta_value_accel_pct,delta_launch_score,delta_slope15,delta_gap120,flag_score14,flag_value300,flag_ankr_like,flag_early_ignition,snapshot_kst,snapshot_epoch,bid_trade_value_15m,ask_trade_value_15m,buy_sell_ratio_15m,trade_count_15m,trade_unknown_value_15m,trade_coverage_15m,trade_oldest_timestamp,trade_newest_timestamp,total_bid_size,total_ask_size,orderbook_imbalance,day_open,day_high,day_high_return_pct,current_day_return_pct,drawdown_from_day_high_pct,gain_retrace_pct,buy_sell_ratio_change_15m,bid_trade_value_change_15m,ask_trade_value_change_15m,value_accel_change_15m,price_change_15m,buy_sell_ratio_change_30m,bid_trade_value_change_30m,ask_trade_value_change_30m,value_accel_change_30m,price_change_30m,buy_sell_ratio_change_45m,bid_trade_value_change_45m,ask_trade_value_change_45m,value_accel_change_45m,price_change_45m,buy_sell_ratio_change_60m,bid_trade_value_change_60m,ask_trade_value_change_60m,value_accel_change_60m,price_change_60m,delta_buy_sell_ratio,delta_bid_trade_value_15m,delta_ask_trade_value_15m,delta_price_pct_15m,buy_pressure_trend,sell_pressure_trend,buy_sell_state,value_accel_direction,flow_signal,first_surge_retrace_gate,first_surge_retrace_seen,second_ignition_reentry,candidate_gate
KRW-F,신퓨처스,4.56,4.427333333333333,4.2986,5.55625,1.0960572385446898,-2.994773492144719,20.317960254968135,-1.230871292384205,-1.2151031281694684,,,,,False,False,False,False,375.0413342668605,3.4013605442176686,11.0,A급,-1.0845986984815759,0.6984124580396838,0.0,-0.07611508601004235,0.054013044410258004,False,True,False,True,2026-09-03T15:24:42.648780+09:00,1788416682,832693.5999999845,6678373.2498133695,0.12468509453604656,16,0.0,complete,1788416003927,1788416446741,7063672.03091606,13138506.50921796,-0.30070194985325577,4.62,4.63,0.21645021645020357,-1.2987012987013102,1.5118790496760321,700.000000000041,-0.5209139675589229,-82.65944124516423,-10.213417971238048,0.6984124580396838,-1.0845986984815759,,,,,,,,,,,,,,,,-0.5209139675589229,-3969306.2188799633,-759679.4067339534,-1.0845986984815759,falling,falling,sell_advantage_accelerating,accelerating,neutral,False,False,False,pass
KRW-G,그래비티,5.14,5.320666666666667,5.1042000000000005,5.00725,-0.6596962907642445,-4.240951895824347,-6.259257410088709,0.39946260347437573,0.3665431074853446,,10.616643107360089,,,False,False,False,False,-14.010945604786906,-1.3435700575815779,3.0,-,0.390625,0.052769458885881804,0.0,0.024894199651481763,-0.023091977784460482,False,False,False,False,2026-09-03T15:24:42.648780+09:00,1788416682,1269999.999999907,0.0,,4,0.0,complete,1788416268907,1788416413276,12733661.36034348,12285165.77216734,0.017926323476344784,5.13,5.17,0.7797270955165692,0.19493177387914784,0.5802707930367553,74.99999999999929,,,,0.052769458885881804,0.390625,,,,,,,,,,,,,,,,,1269999.999999907,0.0,0.390625,rising,flat_or_na,buy_only,accelerating,neutral,False,False,False,pass
KRW-CELO,셀로,105.0,103.30666666666666,95.50200000000001,102.50333333333333,1.3075313807531241,-8.172254682275394,-0.7837143507528153,-1.4134151875039038,-1.5616228031306005,,,,,False,False,True,False,68.57540493117726,3.9215686274509887,10.0,A급,-0.9345794392523366,2.233706488328295,0.0,-0.06537656903766731,0.0568403828547257,False,False,False,False,2026-09-03T15:24:42.648780+09:00,1788416682,8949310.649253858,16064438.407699507,0.5570882978993248,53,0.0,complete,1788415849167,1788416751824,741335.27387446,2330430.8876368,-0.5173231067108734,107.0,113.0,5.607476635514019,-1.869158878504673,7.079646017699115,133.33333333333331,-0.07496762365563381,-23.31603573812092,-12.996640060839038,2.233706488328295,-1.869158878504673,,,,,,,,,,,,,,,,-0.07496762365563381,-2721070.160339622,-2399720.2396595404,-1.869158878504673,falling,falling,sell_advantage_accelerating,accelerating,neutral,False,False,False,pass
KRW-AERO,에어로드롬파이낸스,662.0,678.0,629.98,657.8083333333333,0.5636309700385533,-7.62246420521286,-3.069536465789182,-1.0278757011671271,-0.7392734652829388,,,,,False,False,False,False,-6.220128607180831,-2.9325513196480912,8.0,B급,-0.4511278195488688,0.9397256396846849,0.0,-0.02966478789678817,0.026485829625057633,False,False,False,False,2026-09-03T15:24:42.648780+09:00,1788416682,0.0,13065.294115300001,0.0,1,0.0,complete,1788416727185,1788416727185,116472.34412819,105426.05981507,0.04978081913533984,638.0,674.0,5.642633228840133,3.7617554858934144,1.7804154302670623,33.333333333333464,-0.40318478966538046,-100.0,-99.9453246598173,0.9397256396846849,-0.4511278195488688,,,,,,,,,,,,,,,,-0.40318478966538046,-9634558.91118702,-23883071.55961654,-0.4511278195488688,falling,falling,sell_only,accelerating,neutral,False,False,False,pass
KRW-CTC,크레딧코인,127.0,122.4,109.47200000000001,141.16333333333333,1.7738359201773912,-11.809412452499265,13.291931332498988,-1.8632492638126834,-1.9236150374633147,,,6.909870776445559,,False,False,False,False,49.711319446414294,4.958677685950419,13.0,A급,-0.78125,0.2748447908357079,0.0,-0.05543237250553723,0.04210547036896628,False,False,False,True,2026-09-03T15:24:42.648780+09:00,1788416682,3103670.7496243203,1843734.46849143,1.683361027666738,16,0.0,complete,1788416251440,1788416744907,2836303.16854719,2477583.55992594,0.06750606984133493,125.0,128.0,2.400000000000002,1.6000000000000014,0.78125,33.33333333333333,1.5091610276734155,59289.030800312285,6045.781561402512,0.2748447908357079,-0.78125,,,,,,,,,,,,,,,,1.5091610276734155,3098444.7496243203,1813734.46849028,-0.78125,rising,rising,buy_advantage_accelerating,accelerating,leading_buy_inflow,False,False,False,pass
KRW-ANIME,애니메코인,3.76,3.780666666666667,3.6656,4.542416666666667,0.5496453900709408,-3.1390950094573022,16.769707754682713,-0.8956349512398978,-1.0763181318361066,,,,,False,False,False,False,2650.8414493663745,3.296703296703285,10.0,A급,0.0,0.2203444257402225,0.0,-0.035460992907809796,0.026298167626890745,False,True,False,False,2026-09-03T15:24:42.648780+09:00,1788416682,0.0,963305.5851938328,0.0,4,0.0,complete,1788415824278,1788416569981,27375846.28067453,20894524.17408906,0.13427123192807103,3.8,3.85,1.3157894736842257,-1.0526315789473717,2.3376623376623455,179.99999999999932,-0.11738376047997316,-100.0,-63.09057607740105,0.2203444257402225,0.0,,,,,,,,,,,,,,,,-0.11738376047997316,-306361.9533009798,-1646612.1074093804,0.0,falling,falling,sell_only,accelerating,neutral,False,False,False,pass
KRW-APT,앱토스,839.0,799.5333333333333,823.02,1016.625,0.561797752808979,2.853717609130602,21.354153858764708,-0.5511080166227721,-0.647901714443017,5.178145704753816,,,,False,False,False,False,6.394260651574002,10.978835978835978,6.0,관찰,1.2062726176115701,0.9119525723663813,0.0,0.050310246520202107,-0.035479632779615855,False,False,False,False,2026-09-03T15:24:42.648780+09:00,1788416682,79514616.91135466,73390610.84703262,1.0834439990843823,258,0.0,complete,1788415809648,1788416753866,141893.07022702,142311.86796937,-0.0014735765852900208,806.0,840.0,4.218362282878418,4.094292803970223,0.11904761904761905,2.94117647058839,-4.745488425607204,352.542929019246,2334.682507591001,0.9119525723663813,1.2062726176115701,,,,,,,,,,,,,,,,-4.745488425607204,61943992.81969572,70376229.6857021,1.2062726176115701,rising,rising,buy_advantage_weakening,accelerating,neutral,False,False,False,pass
KRW-MOCA,모카네트워크,11.7,11.646666666666667,11.422,14.091666666666667,0.6336405529953959,-1.9669643378275776,17.35068007096393,-1.021844235623814,-1.069006674779979,,,,,False,False,False,False,9.89425348024755,-1.6806722689075682,8.0,B급,0.0,0.0,0.0,0.0,0.0,False,False,False,False,2026-09-03T15:24:42.648780+09:00,1788416682,0.0,0.0,,0,0.0,complete,,,14636305.35104748,23936820.50585684,-0.24111385707530453,11.8,11.8,0.0,-0.8474576271186529,0.847457627118656,,,-100.0,-100.0,0.0,0.0,,,,,,,,,,,,,,,,,-4243486.671099585,-3281058.2592124734,0.0,falling,falling,unavailable,flat_or_na,neutral,False,False,False,pass
KRW-API3,에이피아이쓰리,304.0,312.93333333333334,296.12,367.3,0.5354465624330729,-5.677878337610879,14.801706143933208,-0.875923329815173,-1.0470112336456294,,,14.137103469649096,,False,False,False,False,-8.412961101236228,-4.402515723270439,10.0,A급,0.3300330033003229,0.1344056589782312,0.0,0.021417862497319362,-0.016217849260213413,False,False,False,False,2026-09-03T15:24:42.648780+09:00,1788416682,0.0,1228246.7927752,0.0,1,0.0,complete,1788416157073,1788416157073,349063.12609924,299700.16779586,0.07608777926847632,304.0,307.0,0.9868421052631637,0.0,0.9771986970684038,100.0,,,,0.1344056589782312,0.3300330033003229,,,,,,,,,,,,,,,,,0.0,1228246.7927752,0.3300330033003229,flat_or_na,rising,sell_only,accelerating,neutral,False,False,False,pass
KRW-AHT,아하토큰,1.33,1.2946666666666669,1.3412,1.6156666666666666,0.6739243131156147,3.4695297743314266,19.867959562616036,-1.1356611390936677,-1.1570142994507067,3.0550748413389752,,,,False,False,False,False,1203.3778070757235,1.5503875968992276,8.0,B급,-1.5037593984962405,0.5729293088834311,0.0,-0.10368066355623817,0.07425146565883978,False,True,False,False,2026-09-03T15:24:42.648780+09:00,1788416682,528014.5608536745,4489248.045344364,0.117617595535016,20,0.0,complete,1788415924201,1788416585785,196749820.27054378,181795662.93412635,0.03950425510250269,1.35,1.4,3.703703703703698,-1.4814814814814836,4.999999999999989,140.0000000000001,,37.86280962236936,,0.5729293088834311,0.0,,,,,,,,,,,,,,,,,145014.56085367466,4489248.045344364,0.0,rising,rising,sell_advantage_weakening,accelerating,neutral,False,False,False,pass
KRW-EGLD,멀티버스엑스,7340.0,5193.266666666666,4393.74,4711.783333333334,4.683258526621326,-18.19694990296801,-10.218707000534106,-3.087981271148951,-3.5914943358815004,,,,,False,False,False,False,2307.572458715557,47.76119402985075,8.0,B급,1.0204081632652962,12.8498288864821,0.0,-0.03359582874191691,0.03049759978529032,False,True,False,False,2026-09-03T15:24:42.648780+09:00,1788416682,46431142.05747265,68488051.83573666,0.6779451424437387,218,0.0,complete,1788415799924,1788416758987,6852.77225958,19738.41808614,-0.4845832645710806,7305.0,7490.0,2.532511978097185,0.4791238877481119,2.0026702269692924,81.08108108108125,-0.028134992714151985,-24.881849024844627,-21.764415919905822,12.8498288864821,-0.1360544217687054,,,,,,,,,,,,,,,,-0.028134992714151985,-15379673.910068028,-19052742.600745827,-0.1360544217687054,falling,falling,sell_advantage_accelerating,accelerating,neutral,False,False,False,pass
KRW-BLEND,플루언트,85.6,89.46000000000001,91.43,106.03083333333333,-0.2379005278417834,2.1546538335338496,15.62831566289679,-0.10188811513922631,-0.5871419857126533,,,,,False,False,False,False,-70.33418402347222,-6.783369803063454,4.0,-,0.0,0.0,0.0,0.0,0.0,False,False,False,False,2026-09-03T15:24:42.648780+09:00,1788416682,2870046.971183776,129953.02881599999,22.085264170698665,6,0.0,complete,1788416628225,1788416628306,751599.10528113,406288.29467541,0.2982248624682165,85.2,85.7,0.5868544600938996,0.46948356807510194,0.116686114352402,20.000000000003027,,,,0.0,0.46948356807510194,,,,,,,,,,,,,,,,,2870046.971183776,129953.02881599999,0.46948356807510194,rising,rising,buy_advantage_weakening,flat_or_na,neutral,False,False,False,pass
KRW-ERA,칼데라,79.6,81.66000000000001,95.042,132.30916666666667,0.008164598301774184,14.080090907177869,38.28092031920186,-0.6066696189989325,-0.4223644390269854,,,,,False,False,False,False,134.65942322029406,-0.6242197253433224,7.0,B급,-0.25062656641604564,0.17457143713275514,0.0,0.008164598301774184,-0.00465000264735238,False,False,False,False,2026-09-03T15:24:42.648780+09:00,1788416682,0.0,2723959.3233613637,0.0,2,0.0,complete,1788416096181,1788416105847,1099678.67658196,791449.27348049,0.16298706974918933,80.7,80.7,0.0,-1.363073110285018,1.3630731102850169,,-0.9657967002404205,-100.0,-69.55451852023897,0.17457143713275514,-0.25062656641604564,,,,,,,,,,,,,,,,-0.9657967002404205,-8640989.724010054,-6223047.558997015,-0.25062656641604564,falling,falling,sell_only,accelerating,neutral,False,False,False,pass
KRW-FF,팔콘파이낸스,151.0,124.72,101.212,109.46833333333333,3.313452617627566,-23.226494882029794,-13.93249189263257,-2.0875872371743407,-2.4933541510830253,,,,,False,False,False,False,23.305484177471204,16.279069767441868,9.0,B급,0.0,0.03722152513574528,0.0,0.05522421029378055,-0.05223121902273142,False,False,False,False,2026-09-03T15:24:42.648780+09:00,1788416682,9553901.50305561,4822695.88861859,1.9810292259154294,28,0.0,complete,1788415796728,1788416718746,1575409.38759699,3677251.57356797,-0.40014807761451704,145.0,151.0,4.137931034482767,4.137931034482767,0.0,0.0,1.0915335856055393,334.26825013879267,94.9894076120769,0.03722152513574528,0.6666666666666599,,,,,,,,,,,,,,,,1.0915335856055393,7353901.50305511,2349384.1596998903,0.6666666666666599,rising,rising,buy_advantage_accelerating,accelerating,neutral,False,False,False,pass
KRW-PLUME,플룸,19.4,19.48,17.472,17.43166666666667,0.4814305364511773,-11.492673992673987,-11.750645377187102,-0.17181911061379668,-0.677031242422264,,,,,False,False,False,False,4.319524859297386,-2.020202020202033,6.0,관찰,0.0,0.03434302081004592,0.0,-0.03438789546079679,0.03290068141990865,False,False,False,False,2026-09-03T15:24:42.648780+09:00,1788416682,0.0,2007726.9362927899,0.0,5,0.0,complete,1788416301561,1788416613248,8934863.64886264,11443351.83752839,-0.12309655820162313,19.3,19.6,1.5544041450777257,0.5181347150258864,1.0204081632653206,66.66666666666809,-0.1927328671150801,-100.0,521.4343042250687,0.03434302081004592,0.0,,,,,,,,,,,,,,,,-0.1927328671150801,-62268.041237025,1684647.4212672338,0.0,falling,rising,sell_only,accelerating,neutral,False,False,False,pass
KRW-ESP,에스프레소,115.0,117.73333333333333,107.116,103.22833333333332,0.3409090909090917,-9.911995718037767,-14.051374784054776,-0.40874759865768107,-0.5658534731245041,,,,,False,False,False,False,-58.88241014332118,0.8771929824561431,5.0,관찰,0.0,0.0,0.0,0.0,0.0,False,False,False,False,2026-09-03T15:24:42.648780+09:00,1788416682,0.0,126114.77431444998,0.0,1,0.0,complete,1788416719046,1788416719046,1557749.5448061,1657323.24767072,-0.030970901529078845,114.0,115.0,0.8771929824561431,0.8771929824561431,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,126114.77431444998,0.0,flat_or_na,rising,sell_only,flat_or_na,neutral,False,False,False,pass
KRW-CC,캔톤,151.0,158.86666666666667,159.06,198.725,0.5485232067510504,0.12154742445198542,20.05703023441103,-1.5431434126598476,-1.0225224241643602,0.07876612339126636,,,,False,False,False,False,-52.876432449990276,-7.975460122699385,5.0,관찰,0.0,0.05851789322299794,0.0,-0.04219409282701925,0.030193602408353115,False,False,False,False,2026-09-03T15:24:42.648780+09:00,1788416682,1337447.99999867,1873793.2625205002,0.7137649743705585,6,0.0,complete,1788415787765,1788416633951,1510768.83606149,1231080.8783994,0.1020070342247343,151.0,155.0,2.6490066225165476,0.0,2.5806451612903225,100.0,-1.4592865642229527,-21.493429594501535,139.01260181590266,0.05851789322299794,0.6666666666666599,,,,,,,,,,,,,,,,-1.4592865642229527,-366164.82258489984,1089820.6818765001,0.6666666666666599,falling,rising,sell_advantage_accelerating,accelerating,neutral,False,False,False,pass
KRW-NEO,네오,2821.0,2906.3333333333335,2742.94,3229.5583333333334,0.7767169837490595,-5.956868664036889,10.00833447298005,-1.0489064270916961,-1.1397557802381677,,,8.78112192674177,,False,False,False,False,-75.0326874751762,-2.418797512093984,11.0,A급,-0.0353982300884903,0.03072651857218034,0.0,-0.002311657689713087,0.0018320526347022081,False,False,False,False,2026-09-03T15:24:42.648780+09:00,1788416682,465865.63655264,543804.85935308,0.8566779581683807,10,0.0,complete,1788415852444,1788416701306,13405.4839077,7215.35587218,0.30018797011166254,2760.0,2828.0,2.463768115942022,2.2101449275362395,0.24752475247524752,10.294117647058266,-2.9011840256165775,-91.9004888490331,-64.47107719855858,0.03072651857218034,-0.1415929203539834,,,,,,,,,,,,,,,,-2.9011840256165775,-5285909.10477883,-986792.79594937,-0.1415929203539834,falling,falling,sell_advantage_accelerating,accelerating,neutral,False,False,False,pass
KRW-ETC,이더리움클래식,10120.0,10466.0,9767.0,10886.75,0.7347043536847675,-7.156752329272038,3.8647897673777756,-0.9586752461303061,-1.024480480673344,,,3.7724386557737306,,False,False,False,False,-44.78863611272127,-3.3428844317096473,11.0,A급,0.1980198019801982,0.0912044323170278,0.0,0.025666527639645054,-0.02155177445186318,False,False,False,False,2026-09-03T15:24:42.648780+09:00,1788416682,4934124.5682709,6646581.322757101,0.7423552543285744,13,0.0,complete,1788415869447,1788416736609,13321.64957117,12844.74331151,0.018225907628852973,10010.0,10150.0,1.3986013986013957,1.098901098901095,0.2955665024630542,21.42857142857154,-1.5406562425973305,495.8187698869147,1732.3586905387624,0.0912044323170278,0.1980198019801982,,,,,,,,,,,,,,,,-1.5406562425973305,4105999.5044688005,6283847.685665401,0.1980198019801982,rising,rising,sell_advantage_accelerating,accelerating,neutral,False,False,False,pass
KRW-IOTA,아이오타,55.3,57.38,51.396,63.6,0.7963461763672575,-11.642929410849097,9.779874213836475,-1.0943055298969333,-1.1950225229331939,,,8.183840911911588,,False,False,False,False,-21.562107194530366,0.18115942028984477,11.0,A급,-0.18050541516245744,0.07952871760050684,0.0,0.0,0.0,False,False,False,False,2026-09-03T15:24:42.648780+09:00,1788416682,1714508.90236388,0.0,,1,0.0,complete,1788416211890,1788416211890,1186540.08652282,1069920.68399936,0.05168244183410835,54.2,55.5,2.398523985239853,2.0295202952029356,0.3603603603603655,15.384615384616096,,1611.414120955898,-100.0,0.07952871760050684,-0.18050541516245744,,,,,,,,,,,,,,,,,1614328.0705377262,-16463.963965008,-0.18050541516245744,rising,falling,buy_only,accelerating,neutral,False,False,False,pass
KRW-IOST,아이오에스티,0.823,0.8166666666666667,0.8571,1.1277083333333333,0.45100451004509434,4.717458095126977,27.581747644559396,-0.843262056044735,-0.7235499721387537,5.594296649909641,,,,False,False,False,False,341.5018411163699,-0.24242424242424399,8.0,B급,0.0,0.17837232903525546,0.0,0.0,0.0,False,True,False,False,2026-09-03T15:24:42.648780+09:00,1788416682,2449869.4148673005,0.0,,10,0.0,complete,1788416120782,1788416489462,111921674.52991845,74573004.87732448,0.20026667662210773,0.81,0.827,2.098765432098748,1.6049382716049276,0.4836759371221287,23.529411764705756,,-81.41076946113297,-100.0,0.17837232903525546,0.0,,,,,,,,,,,,,,,,,-10729102.193156091,-167515.51380028552,0.0,falling,falling,buy_only,accelerating,neutral,False,False,False,pass
KRW-AKT,아카시네트워크,704.0,738.1333333333333,724.88,915.55,0.018066847335140857,-1.8283486002280833,19.378151566453678,-0.3417185450218177,-0.08863460394945796,,,,,False,False,False,False,-43.73435018285815,-1.1251758087201136,7.0,B급,0.0,0.24079596928706337,0.0,0.0,0.0,False,False,False,False,2026-09-03T15:24:42.648780+09:00,1788416682,1160007.22475773,4301014.75407657,0.26970547442513576,42,0.0,complete,1788415782664,1788416612954,160598.76638063,84147.73036019,0.31236825465738777,687.0,706.0,2.765647743813693,2.4745269286754024,0.28328611898017,10.526315789473937,-0.1782341725318865,-63.18406652508517,-38.8543511091237,0.24079596928706337,0.14224751066855834,,,,,,,,,,,,,,,,-0.1782341725318865,-1990822.09089203,-2733034.0001567593,0.14224751066855834,falling,falling,sell_advantage_accelerating,accelerating,neutral,False,False,False,pass
KRW-COW,카우프로토콜,173.0,166.33333333333334,169.64,206.4,0.889607763849587,1.9492258115224264,19.412144702842372,-1.023199253757247,-0.817394499709873,1.9050305249586101,,,,False,False,False,False,-78.89796940188502,1.7543859649122862,6.0,관찰,0.0,0.0,0.0,0.0,0.0,False,False,False,False,2026-09-03T15:24:42.648780+09:00,1788416682,34452.0,981884.0579699699,0.035087645756494895,2,0.0,complete,1788416575607,1788416578899,505176.02897378,1320547.4958976,-0.446601829804029,173.0,175.0,1.1560693641618602,0.0,1.1428571428571428,100.0,,0.50761421319796,,0.0,-0.5747126436781658,,,,,,,,,,,,,,,,,174.0,981884.0579699699,-0.5747126436781658,rising,rising,sell_advantage_weakening,flat_or_na,neutral,False,False,False,pass
KRW-VIRTUAL,버추얼프로토콜,940.0,975.8666666666667,877.12,934.9666666666667,0.7294247178640356,-11.25805667031497,-4.374487504010836,-0.78340348109422,-1.1276756712843579,,,,,False,False,False,False,-53.06762529973055,-2.6915113871635588,8.0,B급,0.10649627263046302,0.05145986658823176,0.0,0.013762730525734845,-0.012400404878978755,False,False,False,False,2026-09-03T15:24:42.648780+09:00,1788416682,10301637.70030022,15230132.71966911,0.6763984194961129,13,0.0,complete,1788415837615,1788416741120,309929.67459896,119834.92310517,0.4423229658964605,929.0,946.0,1.829924650161474,1.1840688912809538,0.6342494714587738,35.294117647058826,-0.6665757982904655,87.21447350227945,271.7102285622575,0.05145986658823176,0.10649627263046302,,,,,,,,,,,,,,,,-0.6665757982904655,4799051.544655159,11132819.39617572,0.10649627263046302,rising,rising,sell_advantage_accelerating,accelerating,neutral,False,False,False,pass
KRW-ETH,이더리움,3303000.0,3374133.3333333335,2918960.0,2851950.0,0.4046976670369684,-15.593681767935616,-18.309694536486738,-0.8179633976648398,-1.3624908039419146,,,,,False,False,False,False,-40.89775127234206,-3.366510538641687,5.0,관찰,0.030303030303024947,0.058653610741380646,0.0,0.001983812093309112,-0.001991889459709739,False,False,False,False,2026-09-03T15:24:42.648780+09:00,1788416682,237415351.09982,70966301.43164998,3.3454660354320795,283,0.0,complete,1788415802808,1788416769902,328.15412756,414.95229215,-0.11680448760471387,3294000.0,3314000.0,0.6071645415907767,0.2732240437158362,0.331925165962583,55.00000000000219,2.9193001911239844,61.34637150238515,-79.44671626938789,0.058653610741380646,0.09090909090909705,,,,,,,,,,,,,,,,2.9193001911239844,90268967.27407011,-274313325.7159703,0.09090909090909705,rising,falling,buy_advantage_accelerating,accelerating,leading_buy_inflow,False,False,False,pass
KRW-IQ,아이큐,0.971,0.9560666666666666,0.9631799999999999,1.188575,0.8651005767337239,0.7385258553264504,19.561940418848902,-1.202498809643332,-1.1508218135494108,0.6141593234054854,,,,False,False,False,False,3298.0151441061425,4.52099031216362,8.0,B급,0.4136504653567741,0.4007013561158601,0.0,0.028133352088910435,-0.020180527689220185,False,True,False,False,2026-09-03T15:24:42.648780+09:00,1788416682,299486.23046956374,2489750.4556434173,0.12028764962798996,6,0.0,complete,1788415851955,1788415917628,60307971.86324351,41053225.98216337,0.18996170418631905,0.992,0.992,0.0,-2.116935483870974,2.1169354838709697,,-10.568023518821875,-90.0121650115762,787.4817039451399,0.4007013561158601,0.4136504653567741,,,,,,,,,,,,,,,,-10.568023518821875,-2699023.765106825,2209209.4096054337,0.4136504653567741,falling,rising,sell_advantage_accelerating,accelerating,neutral,False,False,False,pass
KRW-NEAR,니어프로토콜,2609.0,2611.6666666666665,2519.64,2804.6,0.5879936322086943,-3.6523736195117813,6.879174689201077,-1.0839296007424308,-0.5826755364375079,,,11.806184160846215,,False,False,False,False,-4.1266100843962095,0.2307692307692344,12.0,A급,-0.07668711656442229,0.020137876003844646,0.0,0.0025676577825706204,-0.002100362722706528,False,False,False,False,2026-09-03T15:24:42.648780+09:00,1788416682,642890.27378405,299154.39983472,2.1490249655002263,8,0.0,complete,1788415813879,1788416523140,106598.56706656,83110.02695069,0.12381379050088909,2597.0,2628.0,1.1936850211782923,0.46207162110127875,0.7229832572298325,61.2903225806448,1.8240807936950816,-94.83529507788293,-99.21906874490654,0.020137876003844646,0.03834355828220559,,,,,,,,,,,,,,,,1.8240807936950816,-11804873.605832167,-38008237.94533595,0.03834355828220559,falling,falling,buy_advantage_accelerating,accelerating,neutral,False,False,False,pass
KRW-RVN,레이븐코인,3.94,3.7106666666666666,4.4768,5.922666666666667,1.053013798111846,17.113414343578746,37.348041422782536,-1.3947546326121045,-1.0117063749503594,12.269838682326974,,,,False,False,False,False,11.747082546512843,3.421052631578947,7.0,B급,-1.5037593984962405,0.10024689202503367,0.0,-0.09077705156137483,0.051869665392665354,False,False,False,False,2026-09-03T15:24:42.648780+09:00,1788416682,5334738.295478865,11987784.53727096,0.44501452948981074,97,0.0,complete,1788416029500,1788416694221,24546824.6108229,51555854.95562044,-0.3549024883048517,3.86,4.02,4.145077720207246,2.0725388601036343,1.990049751243772,49.99999999999973,-5.676807612864678,9.589850675522715,1407.5677983185897,0.10024689202503367,-1.253132832080206,,,,,,,,,,,,,,,,-5.676807612864678,466825.5621417826,11192610.711547095,-1.253132832080206,rising,rising,sell_advantage_accelerating,accelerating,neutral,False,False,False,pass
KRW-PRL,펄,184.0,269.93333333333334,336.48,302.875,-5.859102534294358,19.777302266603268,10.876324116109505,6.7224504749869824,7.198131305990894,,,,,False,False,False,False,48.31824675083154,-27.27272727272727,2.0,-,-1.0752688172043001,0.2673826110755968,0.0,-0.0465008137642382,0.039116093439137245,False,False,False,False,2026-09-03T15:24:42.648780+09:00,1788416682,23967053.372273847,16301486.95169237,1.47023725156469,45,0.0,complete,1788415790282,1788416716139,1341309.47433351,1074445.19580282,0.11046828629979634,188.0,193.0,2.659574468085113,-2.127659574468088,4.66321243523316,179.99999999999994,1.2071805344494204,1393.6121290399476,167.23897989297365,0.2673826110755968,-1.0752688172043001,,,,,,,,,,,,,,,,1.2071805344494204,22362416.337913446,10201520.936921269,-1.0752688172043001,rising,rising,buy_advantage_accelerating,accelerating,leading_buy_inflow,False,False,False,pass
KRW-AGLD,어드벤처골드,221.0,230.53333333333333,223.06,265.8,0.028926815157648278,-3.3503691084611003,13.268121394532233,-0.338501842519049,-0.5190233108121645,,,,,False,False,False,False,-29.856026891988495,-3.913043478260869,7.0,B급,0.0,0.0,0.0,0.0,0.0,False,False,False,False,2026-09-03T15:24:42.648780+09:00,1788416682,0.0,0.0,,0,0.0,complete,,,589370.26897152,683988.85228582,-0.07430628307030279,221.0,223.0,0.9049773755656076,0.0,0.8968609865470852,100.0,,,-100.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0,-395104.79836971004,0.0,flat_or_na,falling,unavailable,flat_or_na,neutral,False,False,False,pass
KRW-ID,스페이스아이디,43.9,43.70666666666667,42.638000000000005,46.294999999999995,0.6447651212772687,-2.506371468330281,5.590956546783291,-1.1143354741819693,-0.7682308082728712,,,7.277704156844248,,False,False,False,False,-46.791393322912846,-0.45351473922903285,12.0,A급,0.0,0.040069126131044186,0.0,0.0,0.0,False,False,False,False,2026-09-03T15:24:42.648780+09:00,1788416682,3208274.374282525,12632.309033380001,253.97370867074912,8,0.0,complete,1788415862682,1788416678704,2331036.79003124,1814692.41538744,0.12454850499374426,43.9,44.6,1.5945330296127658,0.0,1.5695067264574054,100.0,253.97370867074912,,-99.83784823276552,0.040069126131044186,0.0,,,,,,,,,,,,,,,,253.97370867074912,3208274.374282525,-7777790.977018908,0.0,rising,falling,buy_advantage_accelerating,accelerating,leading_buy_inflow,False,False,False,pass
KRW-IN,인피닛,45.5,44.99333333333333,49.56399999999999,84.4975,0.22275022275022316,9.221746966884556,46.75187628825311,-1.0030269607338345,-0.42548175489696477,9.193917340105935,,,,False,False,False,False,136.8797286501504,1.7897091722594904,7.0,B급,0.22026431718062955,0.026956556986590385,0.0,-0.014850014850020798,0.007364562183568069,False,False,False,False,2026-09-03T15:24:42.648780+09:00,1788416682,305468.197999965,2019152.49974984,0.15128535266049026,8,0.0,complete,1788416026708,1788416791818,4430026.06833213,1284742.92494875,0.5503780025196882,46.4,46.4,0.0,-1.93965517241379,1.93965517241379,,0.07072646249143448,-63.657311872950494,-80.64765312841926,0.026956556986590385,0.22026431718062955,,,,,,,,,,,,,,,,0.07072646249143448,-535053.5513326279,-8414478.693141812,0.22026431718062955,falling,falling,sell_advantage_weakening,accelerating,neutral,False,False,False,pass
