market,name,price,ma15,ma50,ma120,slope15,gap50,gap120,conv50,conv120,f50up,f50down,f120up,f120down,golden_now,dead_now,up120_now,down120_now,value_accel_pct,ret5_pct,launch_score,launch_grade,delta_price_pct,delta_value_accel_pct,delta_launch_score,delta_slope15,delta_gap120,flag_score14,flag_value300,flag_ankr_like,flag_early_ignition,snapshot_kst,snapshot_epoch,bid_trade_value_15m,ask_trade_value_15m,buy_sell_ratio_15m,trade_count_15m,trade_unknown_value_15m,trade_coverage_15m,trade_oldest_timestamp,trade_newest_timestamp,total_bid_size,total_ask_size,orderbook_imbalance,day_open,day_high,day_high_return_pct,current_day_return_pct,drawdown_from_day_high_pct,gain_retrace_pct,buy_sell_ratio_change_15m,bid_trade_value_change_15m,ask_trade_value_change_15m,value_accel_change_15m,price_change_15m,buy_sell_ratio_change_30m,bid_trade_value_change_30m,ask_trade_value_change_30m,value_accel_change_30m,price_change_30m,buy_sell_ratio_change_45m,bid_trade_value_change_45m,ask_trade_value_change_45m,value_accel_change_45m,price_change_45m,buy_sell_ratio_change_60m,bid_trade_value_change_60m,ask_trade_value_change_60m,value_accel_change_60m,price_change_60m,delta_buy_sell_ratio,delta_bid_trade_value_15m,delta_ask_trade_value_15m,delta_price_pct_15m,buy_pressure_trend,sell_pressure_trend,buy_sell_state,value_accel_direction,flow_signal,first_surge_retrace_gate,first_surge_retrace_seen,second_ignition_reentry,candidate_gate
KRW-WAXP,왁스,5.9,5.836666666666667,5.5942,6.807166666666666,0.8640552995391904,-4.334250950389101,14.257033028915597,-0.9629193953798968,-1.202170340697252,,,11.859411720843653,,False,False,False,False,43.07913901702391,-1.005025125628134,12.0,A급,0.339558573853993,0.1569861060283202,0.0,0.023041474654372784,-0.017488297170293876,False,False,False,False,2026-09-03T15:24:42.648780+09:00,1788416682,7244238.611679348,9883926.63899278,0.7329312404141408,61,0.0,complete,1788415823466,1788416575633,20735833.11729013,12331538.27504446,0.2541567257503234,5.93,6.5,9.612141652613836,-0.5059021922428242,9.230769230769226,105.26315789473675,-1.1284013299280868,74.99967802176815,344.42450060835944,0.1569861060283202,0.1697792869270076,,,,,,,,,,,,,,,,-1.1284013299280868,3104666.074421171,7659943.347013386,0.1697792869270076,rising,rising,sell_advantage_accelerating,accelerating,neutral,False,False,False,pass
KRW-CARV,카브,48.1,46.24666666666667,43.653999999999996,57.230000000000004,0.7260055176419478,-5.939127380461524,19.191566194886132,-1.087707506090248,-1.2105648672790654,,,,,False,False,False,False,287.39300998593023,2.3404255319148914,10.0,A급,0.0,0.0,0.0,0.0,0.0,False,False,False,False,2026-09-03T15:24:42.648780+09:00,1788416682,0.0,0.0,,0,0.0,complete,,,1800582.19964205,1757144.89716465,0.012209284550349002,48.8,48.8,0.0,-1.43442622950819,1.434426229508188,,,-100.0,,0.0,0.0,,,,,,,,,,,,,,,,,-450023.60000000003,0.0,0.0,falling,flat_or_na,unavailable,flat_or_na,neutral,False,False,False,pass
KRW-LSK,리스크,138.0,132.6,118.48,138.31666666666666,1.3245033112582627,-11.917623227548944,4.13302807567177,-1.3353585711855451,-1.5861560496376277,,,2.6056881834646717,,False,False,False,False,-91.72854976975255,-2.1126760563380254,13.0,A급,0.7246376811594235,0.015969081285717834,0.0,0.05094243504839557,-0.042425319520136284,False,False,False,True,2026-09-03T15:24:42.648780+09:00,1788416682,17102.99999894,4432129.3364723995,0.0038588675330834413,9,0.0,complete,1788415838801,1788416640926,1260267.1772075,3680653.24655876,-0.4898654221810557,134.0,140.0,4.477611940298498,2.9850746268656803,1.4285714285714286,33.333333333333,-23.66837986105148,-99.80296000963352,1108.74263007055,0.015969081285717834,0.0,,,,,,,,,,,,,,,,-23.66837986105148,-8662860.8830333,4065456.6283034394,0.0,falling,rising,sell_advantage_accelerating,accelerating,neutral,False,False,False,pass
KRW-0G,제로지,258.0,238.8,232.38,394.40833333333336,1.358234295415972,-2.762716240640337,39.45361195038983,-1.8427721148748426,-1.7079643228540626,,,,,False,False,False,False,2585.851004237181,15.76576576576576,10.0,A급,0.390625,0.4876487410324444,0.0,0.05659309564234327,-0.031248699978888794,False,True,False,True,2026-09-03T15:24:42.648780+09:00,1788416682,17271959.025497127,2959253.9044608003,5.836592459829572,37,0.0,complete,1788415825487,1788416502959,1421817.22866115,1750908.10282502,-0.1037249808226283,255.0,259.0,1.5686274509803866,1.17647058823529,0.3861003861003861,25.0,5.34914685472555,97.9743666402866,-83.46608306023855,0.4876487410324444,0.78125,,,,,,,,,,,,,,,,5.34914685472555,8547617.930935249,-14938827.446996002,0.78125,rising,falling,buy_advantage_accelerating,accelerating,neutral,False,False,False,pass
KRW-BORA,보라,31.0,30.1,30.13,37.64,0.9841198836949117,0.09956853634250774,20.031880977683315,-1.2090814180373157,-1.086101296320671,0.08235056370656652,,,,False,False,False,False,-35.98852680583722,3.3333333333333437,6.0,관찰,0.0,0.04122478085522374,0.0,0.0,0.0,False,False,False,False,2026-09-03T15:24:42.648780+09:00,1788416682,316387.934189804,308526.4719235441,1.0254806733997466,10,0.0,complete,1788416511577,1788416656255,4920170.14169577,5994374.14824697,-0.09841950135664665,30.5,32.0,4.918032786885251,1.6393442622950838,3.125,66.66666666666666,0.957316355323546,-30.932185077085883,-95.40902073792819,0.04122478085522374,0.0,,,,,,,,,,,,,,,,0.957316355323546,-141695.08833367,-6411749.406306251,0.0,falling,falling,buy_advantage_accelerating,accelerating,neutral,False,False,False,pass
KRW-PUNDIX,펀디엑스,127.0,123.46666666666667,114.82,146.0,1.1469142545057487,-7.530627649073921,15.433789954337898,-1.1407805402005522,-1.3601043796711831,,,11.347504048232791,,False,False,False,False,-83.59225902098004,0.0,11.0,A급,0.0,0.13454543449256562,0.0,0.0,0.0,False,False,False,True,2026-09-03T15:24:42.648780+09:00,1788416682,14528799.380195549,28250.50159872,514.2846518822106,18,0.0,complete,1788415829007,1788416610352,1598866.87722511,2164283.32182924,-0.15025083100488906,122.0,128.0,4.918032786885251,4.098360655737698,0.78125,16.66666666666689,513.2086897735613,106.20295376370788,-99.5685918991957,0.13454543449256562,0.0,,,,,,,,,,,,,,,,513.2086897735613,7482925.8294003485,-6520189.7214873,0.0,rising,falling,buy_advantage_accelerating,accelerating,leading_buy_inflow,False,False,False,pass
KRW-USD1,월드리버티파이낸셜유에스디,1376.0,1381.8,1418.62,1464.0,0.0,2.5954801144774455,5.614754098360659,-0.02042898086693552,0.05668296476721855,,,,,False,False,False,False,-66.61091001334752,-1.1494252873563204,5.0,관찰,0.0,0.02026054815542011,0.0,0.0,0.0,False,False,False,False,2026-09-03T15:24:42.648780+09:00,1788416682,0.0,0.0,,0,0.0,complete,,,31158.45773098,32967.61408404,-0.02821249301343053,1379.0,1379.0,0.0,-0.217548948513413,0.21754894851341552,,,-100.0,,0.02026054815542011,0.0,,,,,,,,,,,,,,,,,-74774.03494016,0.0,0.0,falling,flat_or_na,unavailable,accelerating,neutral,False,False,False,pass
KRW-BAT,베이직어텐션토큰,93.6,94.9,97.25,122.7625,0.4941757853865081,2.416452442159377,22.696263109662965,-1.223439426051529,-0.878171030512253,1.97513043204609,,,,False,False,False,False,-36.491399791129666,-1.1627906976744096,6.0,관찰,0.10706638115631772,0.018689659672553205,0.0,0.0070596540769241045,-0.004905822006794125,False,False,False,False,2026-09-03T15:24:42.648780+09:00,1788416682,9360.0,0.0,,2,0.0,complete,1788416465464,1788416465464,803349.28082826,165759.76898855,0.6579130717644552,93.1,93.6,0.5370569280343629,0.5370569280343629,0.0,0.0,,-99.87773889553301,-100.0,0.018689659672553205,0.21413276231261325,,,,,,,,,,,,,,,,,-7646386.315073973,-2610253.6849260274,0.21413276231261325,falling,falling,buy_only,accelerating,neutral,False,False,False,pass
KRW-HUNT,헌트,125.0,118.86666666666666,115.12,126.08333333333333,0.962627406568517,-3.2545749362983454,5.7237276933245225,-0.7865241911457468,-0.8961267115453202,,,6.3871856731669965,,False,False,False,False,57.109290517911425,5.042016806722693,13.0,A급,0.0,0.12566906474757644,0.0,0.05662514156286047,-0.046647083593983396,False,False,False,False,2026-09-03T15:24:42.648780+09:00,1788416682,5529.0,5349658.57569178,0.0010335239009687696,5,0.0,complete,1788416442169,1788416543601,2573030.94930637,3637542.39475163,-0.1714030873596778,123.0,128.0,4.065040650406515,1.6260162601626105,2.34375,59.999999999999886,-0.23634741442595147,-99.50003978703087,14.831427090841975,0.12566906474757644,0.0,,,,,,,,,,,,,,,,-0.23634741442595147,-1100359.0,690952.5827237405,0.0,falling,rising,sell_advantage_accelerating,accelerating,neutral,False,False,False,pass
KRW-PENGU,펏지펭귄,11.4,12.318666666666667,9.8546,10.559750000000001,1.3826401843520353,-25.00422814387867,-16.656802165455296,-1.417784036648158,-2.2927204661323897,,,,,False,False,False,False,-47.946640032540685,-10.236220472440937,8.0,B급,-0.8695652173912993,0.00213960910021882,0.0,-0.054866673982223446,0.05392246307689419,False,False,False,False,2026-09-03T15:24:42.648780+09:00,1788416682,39999.99999994,3525390.0766455596,0.011346262152641095,6,0.0,complete,1788416031071,1788416600175,70053530.34392948,80520401.55997477,-0.06951316926973262,11.5,11.6,0.8695652173912993,-0.8695652173912993,1.7241379310344769,200.0,-1.6441942190362497,-99.93432848541353,-90.41782664667572,0.00213960910021882,-0.8695652173912993,,,,,,,,,,,,,,,,-1.6441942190362497,-60869208.88885336,-33265742.23388101,-0.8695652173912993,falling,falling,sell_advantage_accelerating,accelerating,neutral,False,False,False,pass
KRW-FIL,파일코인,1120.0,1019.2,1018.6,1180.6333333333334,1.2987012987013102,-0.05890437855880843,13.673452101979166,-1.0559224173844033,-1.0124872794953657,,,13.504813718542872,,True,False,False,False,88.4855371742008,18.105263157894736,11.0,A급,0.17857142857142794,0.06489697670065198,-2.0,0.01325205406839114,-0.01007486838941496,False,False,False,True,2026-09-03T15:24:42.648780+09:00,1788416682,4026662.5868902206,3855977.2563925805,1.0442651289539304,17,0.0,complete,1788415785461,1788416652132,68852.3261435,129142.35284476,-0.30450326750869333,1102.0,1146.0,3.992740471869327,1.6333938294010864,2.2687609075043627,59.090909090909136,-2.7521751123655958,-9.107852926181003,230.43965100763458,0.06489697670065198,0.0,,,,,,,,,,,,,,,,-2.7521751123655958,-403491.9605867192,2689053.96355098,0.0,falling,rising,buy_advantage_weakening,accelerating,neutral,False,False,False,pass
KRW-BEAM,빔,2.1,2.1146666666666665,2.0862,2.2738333333333336,0.6345177664974555,-1.364522417153995,6.999926702338215,-1.0766659040077238,-1.0330240981000813,,,6.776150445291982,,False,False,False,False,-85.72609636069228,-2.777777777777779,12.0,A급,0.0,0.019664095744673205,0.0,-0.06345177664976998,0.05181764341121742,False,False,False,False,2026-09-03T15:24:42.648780+09:00,1788416682,0.0,5588199.33909797,0.0,7,0.0,complete,1788416066146,1788416109691,79474589.11114638,69158552.32622333,0.0694060334401932,2.14,2.16,0.9345794392523477,-1.869158878504673,2.77777777777778,299.99999999999767,-0.1241521865940038,-100.0,206.84698369417623,0.019664095744673205,0.0,,,,,,,,,,,,,,,,-0.1241521865940038,-226101.99999999139,3767031.2533567282,0.0,falling,rising,sell_only,accelerating,neutral,False,False,False,pass
KRW-DOOD,두들즈,1.84,1.8513333333333333,1.9014000000000002,2.5242500000000003,0.5795001810938061,2.6331475053469506,26.658083259053853,-0.9871851616063294,-1.1487681286915734,2.66732889406719,,,,False,False,False,False,-15.401746189320576,-1.6042780748663166,6.0,관찰,0.5464480874316946,0.12664539488449478,0.0,0.03621876131836288,-0.023990032461490784,False,False,False,False,2026-09-03T15:24:42.648780+09:00,1788416682,2621184.370813543,3657078.5034977156,0.7167427137007261,23,0.0,complete,1788415853603,1788416583478,57936425.37245108,101497198.61905967,-0.2732219976943385,1.83,1.84,0.5464480874316946,0.5464480874316946,0.0,0.0,-8.643623863751476,19.419653396606762,1459.571811442597,0.12664539488449478,0.5464480874316946,,,,,,,,,,,,,,,,-8.643623863751476,426248.8671001964,3422586.0308417156,0.5464480874316946,rising,rising,sell_advantage_accelerating,accelerating,neutral,False,False,False,pass
KRW-WAVES,웨이브,300.0,302.0,312.62,405.9166666666667,0.5996002664890199,3.3970955153221176,25.600492711968798,-1.173374379059043,-0.9941883860927551,2.895150581050125,,,,False,False,False,False,59.03163822714903,-1.3157894736842146,7.0,B급,0.0,0.03414794715597225,0.0,0.0,0.0,False,False,False,False,2026-09-03T15:24:42.648780+09:00,1788416682,1003333.3333323301,808000.662168,1.2417481572851934,8,0.0,complete,1788415978246,1788416688622,1061812.40859683,646597.10750413,0.24304202076814146,301.0,301.0,0.0,-0.33222591362126463,0.33222591362126247,,-0.7649185093814734,8671.929824552633,14075.450213473683,0.03414794715597225,0.0,,,,,,,,,,,,,,,,-0.7649185093814734,991895.3333323301,802300.662168,0.0,rising,rising,buy_advantage_weakening,accelerating,neutral,False,False,False,pass
KRW-USDC,유에스디코인,1375.0,1380.6,1417.98,1463.575,0.0,2.636144374391748,5.669337068479588,-0.013738671490992704,0.06378374473099413,,,,,False,False,False,False,-63.93065587909783,-1.1502516175413424,5.0,관찰,0.07278020378456151,0.009654740637834891,0.0,0.004828818388136202,-0.004017977412864582,False,False,False,False,2026-09-03T15:24:42.648780+09:00,1788416682,1958990.2686477301,154649.67515502,12.667276970895987,8,0.0,complete,1788416034025,1788416512081,269279.33435905,158594.72892666,0.2586850078792486,1376.0,1378.0,0.14534883720929148,-0.07267441860464574,0.21770682148040638,150.0,11.757193244850338,-69.58420634063303,-97.81476959193746,0.009654740637834891,0.07278020378456151,,,,,,,,,,,,,,,,11.757193244850338,-4481710.541552668,-6922392.38798076,0.07278020378456151,falling,falling,buy_advantage_accelerating,accelerating,neutral,False,False,False,pass
KRW-MOVE,무브먼트,11.8,11.432666666666668,11.6472,16.83716666666667,1.901479588805044,1.8419305355221163,32.09863100482068,-2.389968803508952,-1.6325710523565427,0.7706922922248165,,,,False,False,False,False,-56.44452248669904,-6.349206349206337,6.0,관찰,0.0,0.07248560329362874,0.0,-0.05942123715014791,0.036232461842494956,False,False,False,False,2026-09-03T15:24:42.648780+09:00,1788416682,2041715.087456122,30748280.594049983,0.06640095146820044,66,0.0,complete,1788415782772,1788416575790,32190872.67191477,45432628.4990819,-0.17058952027939184,11.7,12.0,2.564102564102577,0.8547008547008739,1.6666666666666607,66.66666666666609,-27.311290080282276,-36.59817023434924,26041.127013863705,0.07248560329362874,0.0,,,,,,,,,,,,,,,,-27.311290080282276,-1178562.7736132173,30630656.435849983,0.0,falling,rising,sell_advantage_accelerating,accelerating,neutral,False,False,False,pass
KRW-TREE,트리하우스,55.4,53.31333333333334,52.406000000000006,67.46,0.7178841309823936,-1.7313539162182454,20.970451625654693,-1.3007766193788557,-1.197308411662312,,,,,False,False,False,False,465.82513113628335,6.3339731285988465,10.0,A급,-0.18018018018017834,0.011789629634165522,0.0,-0.012594458438264233,0.008906037473888517,False,True,False,False,2026-09-03T15:24:42.648780+09:00,1788416682,1889067.0641194568,3419220.624408032,0.5524846950893992,10,0.0,complete,1788416080355,1788416599368,3559937.17552784,1116828.74366096,0.5223927119898796,56.3,57.3,1.7761989342806483,-1.5985790408525768,3.315881326352528,189.99999999999963,-0.2712351183922953,1657.7251991643586,2520.6573432291275,0.011789629634165522,-0.18018018018017834,,,,,,,,,,,,,,,,-0.2712351183922953,1781594.8002515018,3288748.755079441,-0.18018018018017834,rising,rising,sell_advantage_accelerating,accelerating,neutral,False,False,False,pass
KRW-USDE,유에스디이,1376.0,1380.8,1418.52,1463.2,0.009657170449051122,2.659109494402619,5.631492618917448,-0.019113237085749902,0.060713076987123846,,,,,False,False,False,False,23.070744658365427,-1.2912482065997155,6.0,관찰,0.0,0.0,0.0,0.0,0.0,False,False,False,False,2026-09-03T15:24:42.648780+09:00,1788416682,0.0,0.0,,0,0.0,complete,,,39543.34174734,16181.45470917,0.41923683034719755,1373.0,1376.0,0.21849963583393528,0.21849963583393528,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,flat_or_na,flat_or_na,unavailable,flat_or_na,neutral,False,False,False,pass
KRW-WET,휴미디파이,82.9,88.88666666666667,95.12799999999999,100.19666666666667,-1.2150848336667464,6.560984498079763,11.28780065870455,0.851909900363847,0.6678899250545299,,,,,False,False,False,False,-20.840465306240574,-1.7814726840855055,4.0,-,0.0,0.06568243928778372,0.0,0.0,0.0,False,False,False,False,2026-09-03T15:24:42.648780+09:00,1788416682,1133802.898066096,15259.999999579999,74.29901036024258,9,0.0,complete,1788416178894,1788416519362,732433.30791568,682660.73905401,0.035172622602896206,83.0,83.2,0.24096385542169418,-0.12048192771083599,0.36057692307691963,149.9999999999954,,,,0.06568243928778372,0.2418379685610761,,,,,,,,,,,,,,,,,1133802.898066096,15259.999999579999,0.2418379685610761,rising,rising,buy_advantage_weakening,accelerating,neutral,False,False,False,pass
KRW-USDT,테더,1374.0,1380.4666666666667,1417.54,1463.0333333333333,0.0,2.6153289031232463,5.643526007609757,-0.021527818234714457,0.05710900986150129,,,,,False,False,False,False,-71.99680730580614,-1.2221423436376666,5.0,관찰,0.0,0.0460112975432736,0.0,0.0,0.0,False,False,False,False,2026-09-03T15:24:42.648780+09:00,1788416682,192705588.42361355,234391182.2349959,0.8221537456575938,328,0.0,complete,1788415788418,1788416704127,13260731.50441115,10790290.12220956,0.10271669206214502,1376.0,1378.0,0.14534883720929148,-0.14534883720930258,0.29027576197387517,200.00000000000765,0.5416984739644893,0.8687496123346294,-65.59138393848202,0.0460112975432736,0.0,,,,,,,,,,,,,,,,0.5416984739644893,1659710.325359881,-446807915.7349314,0.0,rising,falling,sell_advantage_weakening,accelerating,leading_buy_inflow,False,False,False,pass
KRW-USDS,유에스디에스,1374.0,1380.3333333333333,1417.74,1463.25,-0.004829518014115575,2.638471558019577,5.666609715815256,-0.03234523750329434,0.04628878419445446,,,,,False,False,False,False,-76.20876583598717,-0.6507592190889366,5.0,관찰,0.0,0.0,0.0,0.0,0.0,False,False,False,False,2026-09-03T15:24:42.648780+09:00,1788416682,0.0,0.0,,0,0.0,complete,,,33747.10056047,9457.62088023,0.5621950303181137,1387.0,1388.0,0.07209805335255393,-0.9372746935832788,1.0086455331412103,1400.0000000001078,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,flat_or_na,flat_or_na,unavailable,flat_or_na,neutral,False,False,False,pass
KRW-2Z,더블제로,74.4,76.79333333333334,80.102,103.40333333333334,0.33098162180995594,4.130566860586087,25.73418007156442,-1.1752525059661731,-0.6931060395335618,3.514620764148343,,,,False,False,False,False,17.436686506344245,-1.9762845849802368,5.0,관찰,0.0,0.02999650089543593,0.0,0.0,0.0,False,False,False,False,2026-09-03T15:24:42.648780+09:00,1788416682,0.0,0.0,,0,0.0,complete,,,745726.52166721,1304478.50302851,-0.2725346853757842,73.9,75.1,1.6238159675236563,0.6765899864682012,0.9320905459387333,58.33333333333265,,-100.0,-100.0,0.02999650089543593,0.0,,,,,,,,,,,,,,,,,-170933.543232246,-297553.08740810404,0.0,falling,falling,unavailable,accelerating,neutral,False,False,False,pass
KRW-BOUNTY,체인바운티,16.8,15.860000000000001,18.137999999999998,22.299166666666668,0.9762308998302327,12.559267835483501,28.876265929220075,-0.9128590852185832,-0.7193140570820461,13.758167102511992,,,,False,False,False,False,144.32367544667483,6.369426751592355,8.0,B급,0.0,0.012675217992153875,0.0,0.0,0.0,False,False,False,False,2026-09-03T15:24:42.648780+09:00,1788416682,1159343.1777747122,602705.195615198,1.9235659261097597,9,0.0,complete,1788416439022,1788416632434,9402941.0912532,9407150.32536601,-0.00022377531398339587,17.4,17.4,0.0,-3.44827586206895,3.4482758620689538,,1.3704841178912106,118.26570275050558,-37.24218758985561,0.012675217992153875,0.5988023952095967,,,,,,,,,,,,,,,,1.3704841178912106,628181.7707533212,-357661.6056944261,0.5988023952095967,rising,falling,buy_advantage_accelerating,accelerating,neutral,False,False,False,pass
KRW-KAITO,카이토,410.0,448.46666666666664,968.98,852.7083333333334,-0.9715883998233532,53.71765499115908,47.40679208404594,-0.18473470229491012,0.3107814111778673,,,,,False,False,False,False,-32.76554195199758,-6.7873303167420795,0.0,-,-0.2421307506053294,0.06065082864601834,0.0,0.014721036360965112,-0.007304315625695779,False,False,False,False,2026-09-03T15:24:42.648780+09:00,1788416682,1004509.82058176,2241207.53331848,0.4482002695637991,10,0.0,complete,1788415843471,1788416634412,736861.82576009,496984.05285749,0.19441469721596247,417.0,418.0,0.23980815347721673,-1.6786570743405282,1.9138755980861244,800.0000000000047,0.07810643700759512,-75.22235840188691,-79.54027928257553,0.06065082864601834,-0.7263922518159771,,,,,,,,,,,,,,,,0.07810643700759512,-3049587.96997736,-8713035.50974398,-0.7263922518159771,falling,falling,sell_advantage_weakening,accelerating,neutral,False,False,False,pass
KRW-LPT,라이브피어,1836.0,1894.1333333333334,1893.72,2414.383333333333,0.4170495511415906,-0.021826528385052286,21.5479453000421,-0.9668800279474559,-0.7709333596089085,,,,,True,False,False,False,-26.5282483932892,-1.9230769230769273,8.0,B급,0.0,0.0,0.0,0.0,0.0,False,False,False,False,2026-09-03T15:24:42.648780+09:00,1788416682,0.0,0.0,,0,0.0,complete,,,22853.03264382,20067.64082661,0.06489627473177888,1821.0,1841.0,1.098297638660073,0.8237232289950658,0.27159152634437805,24.99999999999899,,-100.0,-100.0,0.0,0.0,,,,,,,,,,,,,,,,,-36305.351334,-245353.81907556,0.0,falling,falling,unavailable,flat_or_na,neutral,False,False,False,pass
KRW-BLAST,블라스트,0.393,0.38680000000000003,0.37328000000000006,0.472275,0.9394572025052117,-3.6219459922846053,18.098565454449204,-1.5674728849749298,-1.3152218400791411,,,13.760846195619862,,False,False,False,False,-37.21676720498538,0.25510204081633514,10.0,A급,0.0,8.139781532179313e-05,0.0,-0.03479471120388933,0.02534092864418014,False,False,False,False,2026-09-03T15:24:42.648780+09:00,1788416682,0.0,0.0,,0,0.0,complete,,,312573659.50965184,190184422.91238612,0.24343564206398305,0.397,0.398,0.25188916876575096,-1.0075566750629705,1.2562814070351769,499.99999999998676,,-100.0,-100.0,8.139781532179313e-05,0.0,,,,,,,,,,,,,,,,,-11835.771521739141,-59727.722772277055,0.0,falling,falling,unavailable,accelerating,neutral,False,False,False,pass
KRW-ETHFI,이더파이,792.0,786.3333333333334,661.36,599.6083333333333,0.5970149253731405,-18.896415467118263,-31.141161591594518,-0.1571826257149688,-0.6172421187256443,,,,,False,False,False,False,-29.255970812042666,4.347826086956519,6.0,관찰,0.7633587786259444,0.005850942025819705,0.0,0.07675906183368664,-0.08367243336032715,False,False,False,False,2026-09-03T15:24:42.648780+09:00,1788416682,67772.9999963,78043.3540931,0.8684019386897669,5,0.0,complete,1788415940240,1788416708723,151005.83814613,124070.23773209,0.09792054917187624,772.0,792.0,2.590673575129543,2.590673575129543,0.0,0.0,-0.0814101138356178,-97.75805700088578,-97.54788147427855,0.005850942025819705,0.7633587786259444,,,,,,,,,,,,,,,,-0.0814101138356178,-2955185.2118349904,-3104647.583333701,0.7633587786259444,falling,falling,sell_advantage_accelerating,accelerating,neutral,False,False,False,pass
KRW-DKA,디카르고,4.91,4.779333333333333,4.9138,6.099666666666667,0.8156377443397478,2.736510779166173,21.64599158423959,-1.0304301382106762,-0.9432624483643177,2.6556975360969894,,,,False,False,False,False,125.05399898201838,2.5104602510460206,8.0,B급,0.0,0.0042922664571847235,0.0,0.0,0.0,False,False,False,False,2026-09-03T15:24:42.648780+09:00,1788416682,247689.42838656643,1000622.8670488681,0.2475352468378777,8,0.0,complete,1788415809177,1788416565741,21062814.18345246,13240868.99595593,0.2280205640481149,4.93,5.05,2.4340770791074995,-0.40567951318457585,2.772277227722766,116.66666666666636,-0.6166530178812077,-65.91488021551824,18.997035353860305,0.0042922664571847235,0.20408163265306367,,,,,,,,,,,,,,,,-0.6166530178812077,-478989.6326016076,159742.36605712003,0.20408163265306367,falling,rising,sell_advantage_accelerating,accelerating,neutral,False,False,False,pass
KRW-ANKR,앵커,6.13,5.526666666666667,5.1246,5.729,1.6803630565436212,-7.845815608372697,3.531739105137595,-1.0163771364970804,-1.2182032730989065,,,2.899137757324718,,False,False,False,False,3471.944096445494,10.23339317773786,15.0,A급,0.0,24.398391435003305,0.0,0.012265423770418948,-0.01023363549108991,True,True,False,True,2026-09-03T15:24:42.648780+09:00,1788416682,91975125.48952071,141504385.58758426,0.6499807416399306,350,0.0,complete,1788415786863,1788416706103,25519318.86041359,21574837.29084685,0.08375734681172681,5.49,7.06,28.5974499089253,11.657559198542788,13.172804532577901,59.23566878980895,-0.1615675542062287,5.650171839668028,31.911934338254476,24.398391435003305,-0.16286644951140072,,,,,,,,,,,,,,,,-0.1615675542062287,4918830.276769146,34232525.541371614,-0.16286644951140072,rising,rising,sell_advantage_accelerating,accelerating,neutral,False,False,False,pass
KRW-ALGO,알고랜드,127.0,124.8,120.48,137.83333333333334,0.753498385360607,-3.5856573705179224,9.455864570737614,-0.711158663000434,-0.866968067191543,,,10.906819903262353,,False,False,False,False,-8.734269851880727,3.2520325203251987,11.0,A급,0.0,0.007628003394865246,0.0,0.0,0.0,False,False,False,False,2026-09-03T15:24:42.648780+09:00,1788416682,619736.93003344,0.0,,3,0.0,complete,1788415849387,1788416357383,5519988.2402063,6990047.75127621,-0.11751041420430791,128.0,130.0,1.5625,-0.78125,2.307692307692308,150.0,,-85.13179195626388,-100.0,0.007628003394865246,0.0,,,,,,,,,,,,,,,,,-3548464.96901472,-104999.99999957999,0.0,falling,falling,buy_only,accelerating,neutral,False,False,False,pass
KRW-SHIB,시바이누,0.00718,0.007296666666666666,0.0067622,0.007219666666666667,0.5974264705882248,-7.903739414194572,-1.0665312341289848,-0.49978091759031235,-0.9713039229081956,,,,,False,False,False,False,-34.463326072416514,0.13966480446927498,8.0,B급,-0.139275766016711,0.03464750093468183,0.0,0.0,0.0,False,False,False,False,2026-09-03T15:24:42.648780+09:00,1788416682,9084969.588784155,4889041.42674346,1.8582312555358238,54,0.0,complete,1788415790878,1788416708295,71643827446.63277,46570667399.953835,0.21209886384252402,0.00711,0.00721,1.406469760900153,0.9845288326300938,0.4160887656033358,30.00000000000095,-3.9252562265670763,-76.51793530884214,-26.915325102482214,0.03464750093468183,0.0,,,,,,,,,,,,,,,,-3.9252562265670763,-29604003.072998386,-1800516.1769526182,0.0,falling,falling,buy_advantage_weakening,accelerating,neutral,False,False,False,pass
KRW-UNI,유니스왑,7850.0,6561.333333333333,5739.18,5145.816666666667,3.003663003662993,-14.325275271612542,-27.50810528940984,-2.752070466841762,-3.5486669901596386,,,,,False,False,False,False,433.94518320131345,21.07692307692308,6.0,관찰,0.6393861892583175,0.5690706059398849,0.0,0.05232862375719183,-0.05445737088066238,False,True,False,False,2026-09-03T15:24:42.648780+09:00,1788416682,11496228.226503747,46636751.01819135,0.24650577013865038,62,0.0,complete,1788415817513,1788416706318,15017.43704629,35901.31904913,-0.4101412446860312,8050.0,8075.0,0.31055900621117516,-2.4844720496894457,2.786377708978328,900.0000000000144,-0.5144273860960779,11.456520127977331,244.05264264693795,0.5690706059398849,0.38363171355497716,,,,,,,,,,,,,,,,-0.5144273860960779,1181687.4411791451,33081630.30776875,0.38363171355497716,rising,rising,sell_advantage_accelerating,accelerating,neutral,False,False,False,pass
