market,days,price,ma15,ma50,ma120,rsi,adx,macd,signal,hist,hist_prev,mac_up,mac_cross,higher_low,support,resistance,near_support,near_resistance,volume_accel,value_accel,d1,d5,d20,candle,excluded,score,snapshot_kst,snapshot_epoch,value_accel_pct,launch_score,bid_trade_value_15m,ask_trade_value_15m,buy_sell_ratio_15m,trade_count_15m,trade_unknown_value_15m,trade_coverage_15m,trade_oldest_timestamp,trade_newest_timestamp,total_bid_size,total_ask_size,orderbook_imbalance,day_open,day_high,day_high_return_pct,current_day_return_pct,drawdown_from_day_high_pct,gain_retrace_pct,buy_sell_ratio_change_15m,bid_trade_value_change_15m,ask_trade_value_change_15m,value_accel_change_15m,price_change_15m,buy_sell_ratio_change_30m,bid_trade_value_change_30m,ask_trade_value_change_30m,value_accel_change_30m,price_change_30m,buy_sell_ratio_change_45m,bid_trade_value_change_45m,ask_trade_value_change_45m,value_accel_change_45m,price_change_45m,buy_sell_ratio_change_60m,bid_trade_value_change_60m,ask_trade_value_change_60m,value_accel_change_60m,price_change_60m,delta_buy_sell_ratio,delta_bid_trade_value_15m,delta_ask_trade_value_15m,delta_value_accel_pct,delta_price_pct_15m,buy_pressure_trend,sell_pressure_trend,buy_sell_state,value_accel_direction,flow_signal,first_surge_retrace_gate,first_surge_retrace_seen,second_ignition_reentry,candidate_gate
KRW-W,200,13.3,13.006666666666666,12.548,14.96,56.698511647052406,37.7060528246053,0.2069315286583322,0.1297050637037026,0.07722646495462959,0.07810916106712121,False,False,False,12.9,13.7,0.03100775193798455,0.03007518796992481,0.5834301063733548,0.5840661198315161,-0.007462686567164201,0.047244094488189115,0.13675213675213693,-0.007462686567164201,False,7,2026-09-03T15:24:42.648780+09:00,1788416682,-43.11419375242782,11.0,2830592.908514574,0.0,,6,0.0,complete,1788415805425,1788416426311,27979058.60376321,20072304.70033004,0.1645479620088039,13.4,13.5,0.746268656716409,-0.7462686567164201,1.481481481481476,200.0000000000015,,-27.518814616291365,,0.06076623720709762,0.0,,,,,,,,,,,,,,,,,-1074686.638901323,0.0,0.06076623720709762,0.0,falling,flat_or_na,buy_only,accelerating,neutral,False,False,False,pass
KRW-O,43,741.0,676.6666666666666,,,57.257669441960985,26.43342502667838,17.199344674286408,-0.370667724987205,17.57001239927361,19.88039035582157,False,False,True,663.0,745.0,0.11764705882352944,0.005398110661268607,0.2717579775811392,0.2968998032792598,-0.02242744063324542,0.004065040650406582,0.1799363057324841,-0.02242744063324542,False,7,2026-09-03T15:24:42.648780+09:00,1788416682,,,2072000.0,0.0,,5,0.0,complete,1788416708259,1788416710260,50999.71677083,112663.4696309,-0.3767722859110739,758.0,764.0,0.79155672823219,-2.242744063324542,3.0104712041884816,383.33333333333377,,,-100.0,,0.0,,,,,,,,,,,,,,,,,2072000.0,-246126.45539351998,,0.0,rising,falling,buy_only,flat_or_na,neutral,False,False,False,pass
KRW-AVAX,200,10010.0,10194.666666666666,9560.4,10688.166666666666,53.72261819745264,33.06616215790309,154.38281742006438,186.6587703482527,-32.2759529281883,-28.829143111271435,False,False,False,9965.0,10190.0,0.004515805318615174,0.01798201798201804,0.5630840649569152,0.5402382242870449,0.011622031328954119,-0.017664376840039298,0.09398907103825138,0.010090817356205761,False,7,2026-09-03T15:24:42.648780+09:00,1788416682,-19.43663220105024,12.0,1179870.3841875999,20487435.5279594,0.05758994982936832,27,0.0,complete,1788415791851,1788416825839,15445.08719814,11949.63030285,0.1275960190194945,9910.0,10050.0,1.412714429868811,1.0090817356205761,0.3980099502487562,28.571428571428797,-0.06012184524783334,-5.607871080763449,92.93413120106284,0.17091009234487942,0.0,,,,,,,,,,,,,,,,-0.06012184524783334,-70096.53328400012,9868559.852401098,0.17091009234487942,0.0,falling,rising,sell_advantage_accelerating,accelerating,neutral,False,False,False,pass
KRW-MVL,200,1.25,1.21,1.1665999999999999,1.4285833333333333,62.71813168349901,58.282437395121796,0.03169938878374179,0.019047113775359545,0.012652275008382244,0.014819843966661174,False,False,False,1.24,1.27,0.008064516129032251,0.016000000000000014,1.2821847502513153,1.3360673547115074,0.0,0.016260162601626105,0.21359223300970864,0.0,False,7,2026-09-03T15:24:42.648780+09:00,1788416682,272.12390826527997,13.0,49975.01249375,0.0,,1,0.0,complete,1788416729214,1788416729214,168882459.74598637,155749972.28309274,0.04045340565885693,1.25,1.26,0.8000000000000007,0.0,0.7936507936507943,100.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,49975.01249375,0.0,0.0,0.0,rising,flat_or_na,buy_only,flat_or_na,neutral,False,False,False,pass
KRW-SENT,200,17.8,17.706666666666667,18.522000000000002,20.828333333333333,48.30397805949798,9.340656298260281,-0.2699712338558058,-0.360799393057388,0.09082815920158221,0.08237739093819618,True,False,True,16.9,18.0,0.053254437869822535,0.011235955056179803,0.7741409896953696,0.7820118284534905,-0.011111111111111072,0.005649717514124353,-0.043010752688172116,-0.011111111111111072,False,7,2026-09-03T15:24:42.648780+09:00,1788416682,24.67531739049875,7.0,0.0,0.0,,0,0.0,complete,,,5595676.276125,12453749.55079402,-0.37996074448201284,18.0,18.1,0.5555555555555536,-1.1111111111111072,1.6574585635359154,300.0,,-100.0,,0.0,0.0,,,,,,,,,,,,,,,,,-1324396.630508372,0.0,0.0,0.0,falling,flat_or_na,unavailable,flat_or_na,neutral,False,False,False,pass
KRW-ZKC,200,63.9,61.15333333333333,57.828,72.99666666666667,53.686034270602576,31.119554912186008,2.9643165391229545,1.7559129875535362,1.2084035515694183,1.6953994092568045,False,False,False,63.3,70.4,0.00789889415481837,0.10344827586206917,0.5698110356981343,0.5079781122042653,-0.03479576399394857,0.15162454873646203,0.20604914933837426,-0.03479576399394857,False,7,2026-09-03T15:24:42.648780+09:00,1788416682,8776.891050793161,12.0,3788945.9,6244710.479711649,0.6067448462678698,21,0.0,complete,1788415987994,1788416697140,1264208.08344257,1651590.44438272,-0.13285635384042602,66.1,66.8,1.0590015128593144,-3.3282904689863835,4.341317365269459,414.28571428571115,-13.133909556986088,-75.54794935511376,453.753656794822,0.4068631363679742,-0.4672897196261738,,,,,,,,,,,,,,,,-13.133909556986088,-11706465.7324489,5117004.973285449,0.4068631363679742,-0.4672897196261738,falling,rising,sell_advantage_accelerating,accelerating,neutral,False,False,False,pass
KRW-KNC,200,154.0,159.2,153.22,174.31666666666666,48.44099921660277,25.97280089048643,1.800851510892386,2.090114778195959,-0.2892632673035731,0.09376650973825296,False,False,False,154.0,165.0,0.0,0.0714285714285714,0.20944587504615186,0.19814185933083317,-0.006451612903225823,-0.08875739644970415,0.09219858156028371,-0.012820512820512775,False,7,2026-09-03T15:24:42.648780+09:00,1788416682,-67.45274955692865,10.0,0.0,0.0,,0,0.0,complete,,,361688.00809094,1190360.04823413,-0.5339216377779659,156.0,156.0,0.0,-1.2820512820512775,1.282051282051282,,,,-100.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0,-154000.0,0.0,0.0,flat_or_na,falling,unavailable,flat_or_na,neutral,False,False,False,pass
KRW-MTL,200,319.0,319.4,303.72,355.425,56.070743387751584,36.616195021025305,7.400776207955346,5.933728674575535,1.4670475333798105,2.228272866114085,False,False,False,317.0,324.0,0.006309148264984188,0.01567398119122254,0.21575994036031076,0.21027290224983144,0.012698412698412653,-0.021472392638036797,0.21755725190839703,0.009493670886076,False,7,2026-09-03T15:24:42.648780+09:00,1788416682,-82.85108599495186,12.0,5000.0000028,0.0,,1,0.0,complete,1788415829518,1788415829518,127518.72975768,230861.61777817,-0.2883609236138493,316.0,323.0,2.215189873417711,0.9493670886076,1.238390092879257,57.14285714285672,,0.0,,0.00011889429259781537,0.3144654088050425,,,,,,,,,,,,,,,,,0.0,0.0,0.00011889429259781537,0.3144654088050425,flat_or_na,flat_or_na,buy_only,accelerating,neutral,False,False,False,pass
KRW-LINK,200,15400.0,15760.666666666666,13349.4,13001.25,59.4327077872619,60.27137586339062,716.2504184841655,855.9180279127261,-139.66760942856058,-113.94544970495372,False,False,False,15300.0,16670.0,0.006535947712418277,0.08246753246753258,0.4790925690126245,0.46273756188302295,0.005878510777269863,-0.03327055869428752,0.2154696132596685,0.007194244604316502,False,7,2026-09-03T15:24:42.648780+09:00,1788416682,-39.26454272625415,4.0,22090871.5349763,7108802.0322471,3.1075378713272945,29,0.0,complete,1788415801027,1788416860249,15187.64415652,11520.47319958,0.1373054831250559,15290.0,15600.0,2.0274689339437435,0.7194244604316502,1.282051282051282,64.51612903225809,0.7219257918679096,-52.00764810327683,-63.15696247409311,0.09531145309355082,0.0,,,,,,,,,,,,,,,,0.7219257918679096,-23939111.705925513,-12186029.527850002,0.09531145309355082,0.0,falling,falling,buy_advantage_accelerating,accelerating,neutral,False,False,False,pass
KRW-XRP,200,1877.0,1939.6666666666667,1647.82,1748.2083333333333,58.54035807255465,47.73755260646209,86.06282445207898,97.9533524559366,-11.89052800385761,-7.919013799459421,False,False,True,1691.0,1939.0,0.10821998817267886,0.034685165421558084,0.2846797292848977,0.2608393665546538,0.008068854222700317,-0.03451828954147351,0.3262561924982308,0.008068854222700317,False,7,2026-09-03T15:24:42.648780+09:00,1788416682,-53.89125815408939,8.0,337985872.6134775,308375930.5808428,1.096018979097567,651,0.0,complete,1788415784180,1788416875651,2044602.46170637,2858803.8027869,-0.16604810965315184,1859.0,1885.0,1.3986013986013957,0.968262506724038,0.42440318302387264,30.769230769231136,0.2557916469064587,-61.77286668472547,-70.69441053908274,0.041345719224821664,0.10666666666667712,,,,,,,,,,,,,,,,0.2557916469064587,-546165888.9794524,-743900908.9350502,0.041345719224821664,0.10666666666667712,falling,falling,buy_advantage_accelerating,accelerating,neutral,False,False,False,pass
KRW-MANA,200,102.0,102.46000000000001,97.97200000000001,107.54333333333334,55.36735957179934,41.06028779525631,1.5282119791067146,1.4888285072077885,0.0393834718989261,0.08421549897266378,False,False,False,101.0,103.0,0.00990099009900991,0.009803921568627416,0.6136427777410445,0.5994642290328006,0.0,-0.009708737864077666,0.11719605695509316,0.00990099009900991,False,7,2026-09-03T15:24:42.648780+09:00,1788416682,95.85862544456162,14.0,99999.9999992,5050.514850959999,19.799961578212574,2,0.0,complete,1788416747436,1788416756505,1088870.4706999,2468818.73716654,-0.3878776885331702,101.0,103.0,1.980198019801982,0.990099009900991,0.9708737864077669,50.0,19.799961578212574,,-99.51390617411387,0.0,0.0,,,,,,,,,,,,,,,,19.799961578212574,99999.9999992,-1033949.48514966,0.0,0.0,rising,falling,buy_advantage_accelerating,flat_or_na,neutral,False,False,False,pass
KRW-OPEN,200,160.0,205.8,238.54,263.125,25.833103559818113,21.768570285188208,-21.622422667195167,-15.432289441028432,-6.190133226166735,-5.99459565248627,False,False,True,157.0,233.0,0.019108280254777066,0.45625000000000004,2.1261204254155666,1.7761950033248957,-0.006211180124223614,-0.23809523809523814,-0.3846153846153846,-0.012345679012345734,False,7,2026-09-03T15:24:42.648780+09:00,1788416682,402.5478497965783,4.0,7580040.9331938,352718.80000000005,21.49032298021483,53,0.0,complete,1788416639338,1788416867096,1308473.19291339,1479530.47330308,-0.061354754465523215,162.0,162.0,0.0,-1.2345679012345734,1.2345679012345678,,18.691058747171322,595.6444964746374,-9.387459663226128,0.10009274236114152,0.6289308176100628,,,,,,,,,,,,,,,,18.691058747171322,6490398.02340185,-36541.66956532997,0.10009274236114152,0.6289308176100628,rising,falling,buy_advantage_accelerating,accelerating,neutral,False,False,False,pass
KRW-KAVA,200,66.7,63.413333333333334,61.776,69.99166666666666,66.65772847223764,42.74750884212983,1.5291202164414912,0.8702348194632183,0.6588853969782729,0.6790693452462313,False,False,True,65.3,67.2,0.0214395099540583,0.007496251874062887,0.4973012705486558,0.517880125227271,-0.008915304606240682,0.03732503888024885,0.15798611111111116,-0.008915304606240682,False,7,2026-09-03T15:24:42.648780+09:00,1788416682,-63.223357205688856,12.0,0.0,0.0,,0,0.0,complete,,,451864.72649102,872659.80634889,-0.3176951950868318,67.3,67.7,0.5943536404160454,-0.8915304606240682,1.4771048744460855,250.0,,-100.0,-100.0,0.03682903956440953,0.0,,,,,,,,,,,,,,,,,-1557185.266266352,-1326078.065767711,0.03682903956440953,0.0,falling,falling,unavailable,accelerating,neutral,False,False,False,pass
KRW-TOSHI,200,0.16,0.17126666666666665,0.15714,0.18675,47.143332418345636,30.46245514001922,0.0028749395795207577,0.004380086038243661,-0.0015051464587229032,-0.0009716104603122409,False,False,False,0.158,0.169,0.006329113924050667,0.06289308176100628,0.30658262160734495,0.2795062354756772,-0.006249999999999978,-0.06470588235294128,0.1276595744680853,-0.006249999999999978,False,7,2026-09-03T15:24:42.648780+09:00,1788416682,-20.195336195802216,10.0,2414673.426124639,0.0,,5,0.0,complete,1788416128273,1788416731968,426106951.1083286,489975993.856075,-0.06971971599168696,0.16,0.162,1.2499999999999956,0.0,1.234567901234569,100.0,,24046.734261248803,,0.09894155361634915,0.6289308176100628,,,,,,,,,,,,,,,,,2404673.42612464,0.0,0.09894155361634915,0.6289308176100628,rising,flat_or_na,buy_only,accelerating,neutral,False,False,False,pass
KRW-BARD,200,167.0,166.8,165.98,225.34166666666667,50.33678615688251,24.213815214702198,1.8424551875431803,0.5610749705789103,1.28138021696427,1.8844560036451112,False,False,True,155.0,167.0,0.07096774193548394,0.006024096385542244,0.8137384362364046,0.8395945995862519,0.0,-0.011904761904761862,0.12162162162162171,0.0,False,7,2026-09-03T15:24:42.648780+09:00,1788416682,121.85874731264677,10.0,5010.0,98809.52380818,0.05070361445852089,2,0.0,complete,1788415948803,1788416356144,1093350.84320183,1305946.01764586,-0.08860728237226906,166.0,169.0,1.8072289156626509,0.6024096385542244,1.183431952662722,66.66666666666626,-0.19882763576930101,-98.69247413643727,-93.56518135986279,0.004248544925118836,0.6024096385542244,,,,,,,,,,,,,,,,-0.19882763576930101,-378156.41678879,-1436735.28847068,0.004248544925118836,0.6024096385542244,falling,falling,sell_advantage_accelerating,accelerating,neutral,False,False,False,pass
KRW-ZRO,200,1456.0,1491.0,1251.76,1454.3083333333334,55.23138943734488,35.401961550885424,64.914598140831,78.9442717965109,-14.0296736556799,-13.129187466639308,False,False,False,1444.0,1459.0,0.006232686980609525,0.004129387474191226,0.2141799739535605,0.18598777995930746,0.045323741007194274,-0.0583279325988334,0.28697962798937104,0.043072505384063264,False,7,2026-09-03T15:24:42.648780+09:00,1788416682,-85.09840639597634,8.0,6801768.739900759,32863914.2469856,0.2069676998540928,39,0.0,complete,1788415810643,1788416697177,87505.457465,115562.46052175,-0.13816561146099257,1393.0,1496.0,7.39411342426417,4.522613065326642,2.6737967914438503,38.8349514563105,-2.580289975132388,79.39327957175612,2315.909804669382,0.08855467001806971,-0.41039671682626677,,,,,,,,,,,,,,,,-2.580289975132388,3010228.3008509804,31503602.11184432,0.08855467001806971,-0.41039671682626677,rising,rising,sell_advantage_accelerating,accelerating,neutral,False,False,False,pass
KRW-TFUEL,200,12.3,12.273333333333333,11.265999999999998,12.731666666666666,57.28054765992072,43.07203334085191,0.41172857070607094,0.3999960855548709,0.011732485151200067,0.037422316597994165,False,False,False,12.0,12.4,0.025000000000000133,0.008130081300812941,0.38393719408585386,0.37811530006009825,0.00819672131147553,-0.0390625,0.20588235294117663,0.00819672131147553,False,7,2026-09-03T15:24:42.648780+09:00,1788416682,-53.70364902590345,11.0,0.0,0.0,,0,0.0,complete,,,6251566.18764485,25079091.85185132,-0.6009297870626287,12.2,12.4,1.6393442622950838,0.819672131147553,0.8064516129032229,49.999999999999325,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,flat_or_na,flat_or_na,unavailable,flat_or_na,neutral,False,False,False,pass
KRW-STEEM,200,60.0,60.26,55.542,64.42916666666666,57.37247155024965,46.267258996662406,1.6957571678303935,1.7212974076573178,-0.025540239826924216,0.041119734213001635,False,False,False,58.6,64.6,0.025597269624573427,0.07487520798668879,0.7956734973286487,0.7859470213595037,0.025597269624573427,-0.05651491365777084,0.2141414141414142,0.025597269624573427,False,7,2026-09-03T15:24:42.648780+09:00,1788416682,-5.999572643354389,12.0,729657.3551573651,4907341.185068304,0.14868690144828584,22,0.0,complete,1788416200021,1788416463088,604181.71142776,1508567.76002051,-0.42806118795183123,58.6,63.3,8.020477815699657,2.3890784982935065,5.21327014218009,70.2127659574469,-0.6087191260142899,-83.44056319559586,-15.646791177475894,0.20313410125311115,0.0,,,,,,,,,,,,,,,,-0.6087191260142899,-3676635.949233913,-910269.376010837,0.20313410125311115,0.0,falling,falling,sell_advantage_accelerating,accelerating,neutral,False,False,False,pass
KRW-1INCH,200,121.0,123.66666666666667,119.14,119.25833333333334,49.855375445500364,14.07394226857943,0.8957232455155832,1.5019369378670406,-0.6062136923514574,-0.5791525383029781,False,False,True,119.0,122.0,0.01680672268907557,0.008264462809917328,0.7870649824314326,0.7610071394089952,0.01680672268907557,-0.008196721311475419,0.03418803418803429,0.008333333333333304,False,7,2026-09-03T15:24:42.648780+09:00,1788416682,57.09349231207235,8.0,5394.30284767,5400.0,0.9989449717907407,2,0.0,complete,1788415824037,1788415833783,1548683.25759127,1005577.18376543,0.21262752420711184,120.0,121.0,0.8333333333333304,0.8333333333333304,0.0,0.0,0.0,0.0,0.0,0.004066238198113581,0.8333333333333304,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.004066238198113581,0.8333333333333304,flat_or_na,flat_or_na,sell_advantage_weakening,accelerating,neutral,False,False,False,pass
KRW-KAT,162,6.19,6.328666666666667,6.4664,8.41625,45.313841311656226,7.704329974707188,-0.07463984822906333,-0.07983969816124896,0.005199849932185627,0.010807147890696159,False,False,False,6.16,6.45,0.0,0.04707792207792205,1.1059343874630325,1.0681587322860506,0.0032573289902280145,-0.015974440894568676,0.021558872305140975,0.0032573289902280145,False,7,2026-09-03T15:24:42.648780+09:00,1788416682,188.77743647658212,7.0,13834.897521603001,0.0,,2,0.0,complete,1788416369077,1788416907157,13951809.51093985,9889609.29768147,0.17038416404100262,6.14,6.24,1.6286644951140072,0.8143322475570258,0.8012820512820484,49.999999999998636,,-99.36410400057618,-100.0,0.00032882439845138833,0.48701298701299134,,,,,,,,,,,,,,,,,-2161819.224243407,-3373669.499422529,0.00032882439845138833,0.48701298701299134,falling,falling,buy_only,accelerating,neutral,False,False,False,pass
KRW-FLUID,200,1730.0,1824.9333333333334,1693.44,1790.1083333333333,48.14554555186832,40.169236451865494,23.02285192174122,40.69947839013772,-17.6766264683965,-15.000134771089236,False,False,False,1665.0,1743.0,0.039039039039038936,0.007514450867051936,0.07590502863563962,0.06505235699929107,0.004645760743321681,-0.05361050328227568,0.09010712035286694,-0.0011547344110854896,False,7,2026-09-03T15:24:42.648780+09:00,1788416682,-95.4688194959526,6.0,0.0,0.0,,0,0.0,complete,,,30379.54591256,26102.72630798,0.07571968046683358,1732.0,1746.0,0.8083140877598094,-0.11547344110854896,0.9163802978235969,114.28571428571487,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,flat_or_na,flat_or_na,unavailable,flat_or_na,neutral,False,False,False,pass
KRW-MLK,200,48.6,48.440000000000005,46.972,55.7625,53.66331532195713,57.197570920330534,0.6618122358288048,0.5557428257705794,0.10606941005822534,0.14921345154239785,False,False,False,47.3,49.9,0.02748414376321362,0.026748971193415683,0.1245208744823821,0.10812842735751868,-0.004098360655737654,-0.008163265306122436,0.1095890410958904,-0.006134969325153339,False,7,2026-09-03T15:24:42.648780+09:00,1788416682,-92.81271556948009,11.0,9995.002498291,565767.416404008,0.017666274529945153,4,0.0,complete,1788415868252,1788416858563,3088002.88813158,1692716.49118747,0.29185699603703785,48.9,49.0,0.2044989775051187,-0.6134969325153339,0.816326530612242,399.99999999998914,-0.16594628618364546,-90.00499750166482,3.8820040947114,0.0014958437784002854,-0.2053388090349051,,,,,,,,,,,,,,,,-0.16594628618364546,-90004.997501267,21142.366729200003,0.0014958437784002854,-0.2053388090349051,falling,rising,sell_advantage_accelerating,accelerating,neutral,False,False,False,pass
KRW-XCN,130,4.47,4.868666666666667,4.7192,5.669250000000001,43.129881232427294,31.310629165242524,-0.0109479755947266,0.022579484175318174,-0.033527459770044774,-0.021063663989981978,False,False,True,4.24,5.33,0.054245283018867774,0.1923937360178971,0.20379554797569535,0.17342352388971952,-0.008869179600886956,-0.06680584551148228,0.05673758865248213,-0.008869179600886956,False,7,2026-09-03T15:24:42.648780+09:00,1788416682,-3.358941455970277,7.0,7471972.916856918,18506811.1242798,0.40374178277824146,129,0.0,complete,1788415786341,1788416322205,11893833.20260157,5879186.73093991,0.3384144334588147,4.51,4.85,7.538802660753885,-0.8869179600886956,7.835051546391751,111.76470588235298,-0.8542461056719683,-70.59067293580313,-8.365745552396021,6.217122708467748,-1.106194690265483,,,,,,,,,,,,,,,,-0.8542461056719683,-17934840.71252854,-1689578.5728305802,6.217122708467748,-1.106194690265483,falling,falling,sell_advantage_accelerating,accelerating,neutral,False,False,False,pass
KRW-MOC,200,24.8,24.06,24.344,29.2325,55.626046971856496,37.37634102021967,0.2674287324007061,-0.05923139659662906,0.32666012899733515,0.3661258027574128,False,False,True,24.3,25.0,0.024691358024691246,0.004016064257028162,14.622559359115352,16.994832260335272,-0.05323193916349822,0.0641025641025641,0.17452830188679247,-0.04961832061068705,True,7,2026-09-03T15:24:42.648780+09:00,1788416682,1942.941451577076,11.0,576438.493527229,12836717.682761401,0.04490544294678506,14,0.0,complete,1788415800572,1788416904655,11188506.81006973,6991739.36170033,0.23084216840177124,26.2,26.3,0.3816793893129722,-5.343511450381677,5.7034220532319395,1500.0000000000175,-0.04174736380911491,-55.39392120286204,-13.924868067166706,1.0551381117952587,-0.40160642570280514,,,,,,,,,,,,,,,,-0.04174736380911491,-715848.3630440212,-2076669.4878539536,1.0551381117952587,-0.40160642570280514,falling,falling,sell_advantage_accelerating,accelerating,neutral,False,False,False,pass
KRW-SUI,200,1054.0,1059.2,1022.5,1172.7583333333334,53.547074546236885,28.759485503056986,4.13062601132674,6.982148065339555,-2.8515220540128148,-5.436990084295295,True,False,False,1053.0,1089.0,0.0009496676163343043,0.03320683111954459,0.43151885219356384,0.3968571555210342,0.02729044834308003,0.01737451737451745,0.09109730848861286,0.02629016553067176,False,7,2026-09-03T15:24:42.648780+09:00,1788416682,-40.23424912801106,11.0,44416440.22548255,21603997.436550435,2.0559361921760457,70,0.0,complete,1788415802501,1788416955141,494897.76436506,466531.56418298,0.02950419686584655,1027.0,1071.0,4.284323271665036,2.629016553067176,1.5873015873015872,38.636363636363754,1.560267437910523,-51.97505698053209,-88.42159412791054,0.0830312673081508,-0.09478672985782088,,,,,,,,,,,,,,,,1.560267437910523,-48069750.14329608,-164984706.35581145,0.0830312673081508,-0.09478672985782088,falling,falling,buy_advantage_accelerating,accelerating,neutral,False,False,False,pass
KRW-ICP,177,3420.0,3350.9333333333334,3172.66,3498.4,56.47283331146187,13.941241607070518,64.8229934033211,58.0771468163863,6.745846586934803,6.357947384233135,True,False,True,3307.0,3425.0,0.034169942546114385,0.0014619883040936088,0.8215153138781216,0.8390930058165006,0.007067137809187329,-0.008408234270803172,0.0764872521246458,0.012733195143618703,False,7,2026-09-03T15:24:42.648780+09:00,1788416682,5.404906110236629,12.0,0.0,0.0,,0,0.0,complete,,,29794.04480361,23083.94546607,0.1268977754887848,3377.0,3431.0,1.5990524133846717,1.2733195143618703,0.3206062372486156,20.370370370370242,,-100.0,-100.0,0.052391970553178346,0.05851375073142595,,,,,,,,,,,,,,,,,-6326583.164834931,-68500.0,0.052391970553178346,0.05851375073142595,falling,falling,unavailable,accelerating,neutral,False,False,False,pass
KRW-ICX,200,20.4,21.39333333333333,28.016,38.723333333333336,35.5310955725534,30.46013313208173,-2.428802433348416,-2.6751544323549985,0.24635199900658256,0.20143119837492218,True,False,True,17.6,28.9,0.15909090909090895,0.41666666666666674,4.573013098335693,5.105234638162347,-0.06849315068493156,0.10270270270270254,-0.21235521235521237,-0.06849315068493156,False,7,2026-09-03T15:24:42.648780+09:00,1788416682,634.7086506010046,5.0,12234289.455154246,10375719.197063202,1.1791268848733978,57,0.0,complete,1788415972461,1788416990373,12037283.28943789,11444652.09800401,0.025237749003892525,21.9,22.8,4.109589041095907,-6.849315068493156,10.526315789473694,266.6666666666662,1.1344427078646198,1596.5150828797782,-35.708886605871015,0.1013713448234057,-0.487804878048792,,,,,,,,,,,,,,,,1.1344427078646198,11513147.06281035,-5762933.019855326,0.1013713448234057,-0.487804878048792,rising,falling,buy_advantage_accelerating,accelerating,leading_buy_inflow,False,False,False,pass
KRW-PUNDIX,200,127.0,123.46666666666667,114.82,146.0,61.57091186803141,40.9698874233894,3.499004614519677,3.059354299466799,0.4396503150528783,0.39797607163641757,True,False,False,122.0,130.0,0.040983606557376984,0.023622047244094446,0.2715654441233325,0.25935807279716133,0.040983606557376984,0.0,0.22115384615384626,0.040983606557376984,False,6,2026-09-03T15:24:42.648780+09:00,1788416682,-83.59225902098004,11.0,14528799.380195549,28250.50159872,514.2846518822106,18,0.0,complete,1788415829007,1788416610352,1598866.87722511,2164283.32182924,-0.15025083100488906,122.0,128.0,4.918032786885251,4.098360655737698,0.78125,16.66666666666689,513.2086897735613,106.20295376370788,-99.5685918991957,0.13454543449256562,0.0,,,,,,,,,,,,,,,,513.2086897735613,7482925.8294003485,-6520189.7214873,0.13454543449256562,0.0,rising,falling,buy_advantage_accelerating,accelerating,leading_buy_inflow,False,False,False,pass
KRW-USD1,200,1376.0,1381.8,1418.62,1464.0,36.99733899727558,37.91671329102111,-10.866036083468998,-12.415568454363589,1.5495323708945907,1.932823779748917,False,False,True,1363.0,1394.0,0.009537784299339602,0.013081395348837122,0.10832300703836047,0.10839837422813356,-0.0014513788098693414,-0.011494252873563204,-0.02824858757062143,-0.00217548948513413,False,6,2026-09-03T15:24:42.648780+09:00,1788416682,-66.61091001334752,5.0,0.0,0.0,,0,0.0,complete,,,31158.45773098,32967.61408404,-0.02821249301343053,1379.0,1379.0,0.0,-0.217548948513413,0.21754894851341552,,,-100.0,,0.02026054815542011,0.0,,,,,,,,,,,,,,,,,-74774.03494016,0.0,0.02026054815542011,0.0,falling,flat_or_na,unavailable,accelerating,neutral,False,False,False,pass
KRW-USDT,200,1374.0,1380.5333333333333,1417.56,1463.0416666666667,35.713811660065346,48.791964900479066,-10.991576813035408,-12.510500571611328,1.5189237585759194,1.838955278731019,False,False,False,1364.0,1394.0,0.008064516129032251,0.01381818181818173,0.24065411125203098,0.240263325030059,0.0,-0.011502516175413424,-0.02758132956152759,-0.0007267441860464574,False,6,2026-09-03T15:24:42.648780+09:00,1788416682,-71.99680730580614,5.0,192705588.42361355,234391182.2349959,0.8221537456575938,328,0.0,complete,1788415788418,1788416704127,13260731.50441115,10790290.12220956,0.10271669206214502,1376.0,1378.0,0.14534883720929148,-0.14534883720930258,0.29027576197387517,200.00000000000765,0.5416984739644893,0.8687496123346294,-65.59138393848202,0.0460112975432736,0.0,,,,,,,,,,,,,,,,0.5416984739644893,1659710.325359881,-446807915.7349314,0.0460112975432736,0.0,rising,falling,sell_advantage_weakening,accelerating,leading_buy_inflow,False,False,False,pass
