market,days,price,ma15,ma50,ma120,rsi,adx,macd,signal,hist,hist_prev,mac_up,mac_cross,higher_low,support,resistance,near_support,near_resistance,volume_accel,value_accel,d1,d5,d20,candle,excluded,score,snapshot_kst,snapshot_epoch,value_accel_pct,launch_score,bid_trade_value_15m,ask_trade_value_15m,buy_sell_ratio_15m,trade_count_15m,trade_unknown_value_15m,trade_coverage_15m,trade_oldest_timestamp,trade_newest_timestamp,total_bid_size,total_ask_size,orderbook_imbalance,day_open,day_high,day_high_return_pct,current_day_return_pct,drawdown_from_day_high_pct,gain_retrace_pct,buy_sell_ratio_change_15m,bid_trade_value_change_15m,ask_trade_value_change_15m,value_accel_change_15m,price_change_15m,buy_sell_ratio_change_30m,bid_trade_value_change_30m,ask_trade_value_change_30m,value_accel_change_30m,price_change_30m,buy_sell_ratio_change_45m,bid_trade_value_change_45m,ask_trade_value_change_45m,value_accel_change_45m,price_change_45m,buy_sell_ratio_change_60m,bid_trade_value_change_60m,ask_trade_value_change_60m,value_accel_change_60m,price_change_60m,delta_buy_sell_ratio,delta_bid_trade_value_15m,delta_ask_trade_value_15m,delta_value_accel_pct,delta_price_pct_15m,buy_pressure_trend,sell_pressure_trend,buy_sell_state,value_accel_direction,flow_signal,first_surge_retrace_gate,first_surge_retrace_seen,second_ignition_reentry,candidate_gate
KRW-WCT,200,50.2,52.34,53.29600000000001,67.25166666666667,44.2576997367939,28.181863383440376,-0.6083099182929388,-0.5668647214896705,-0.0414451968032683,0.006190195848060909,False,False,True,50.2,52.6,0.0,0.047808764940239,0.4582045172558463,0.4293106881952429,0.012096774193548487,-0.025242718446601864,0.04801670146137793,0.010060362173038184,False,9,2026-09-03T15:24:42.648780+09:00,1788416682,89.71578655085715,7.0,0.0,0.0,,0,0.0,complete,,,1414950.54279437,1119833.03331662,0.11642710338629239,49.7,50.7,2.012072434607637,1.0060362173038184,0.9861932938856016,50.0,,-100.0,,0.0,0.0,,,,,,,,,,,,,,,,,-246561.886050618,0.0,0.0,0.0,falling,flat_or_na,unavailable,flat_or_na,neutral,False,False,False,pass
KRW-SONIC,200,29.6,28.766666666666666,28.574,38.89833333333333,55.35388023231982,34.83161435567184,0.4872176499486365,0.10910852779448012,0.3781091221541564,0.4475617035677668,False,False,True,26.7,30.4,0.10861423220973787,0.027027027027026973,1.7148476737373595,1.821706588508425,-0.0033670033670032407,0.02422145328719738,0.18400000000000016,0.0,False,9,2026-09-03T15:24:42.648780+09:00,1788416682,73.21843461139508,9.0,1878333.5767362881,0.0,,14,0.0,complete,1788416146738,1788416818973,2308220.36093493,2608534.07858798,-0.061079665732135,29.6,29.9,1.0135135135135087,0.0,1.0033444816053416,100.0,,317.39929902177204,,0.012474217728055237,0.0,,,,,,,,,,,,,,,,,1428324.776736288,0.0,0.012474217728055237,0.0,rising,flat_or_na,buy_only,accelerating,neutral,False,False,False,pass
KRW-AVNT,200,141.0,140.46666666666667,132.26,159.21666666666667,52.854125386928885,25.519241433930343,2.1706240182483327,2.378635734524899,-0.20801171627656645,-0.2060077580233064,False,False,True,136.0,144.0,0.03676470588235303,0.02127659574468077,0.4547889979981652,0.4452295086235116,0.0071428571428571175,0.0,-0.04729729729729726,0.0071428571428571175,False,9,2026-09-03T15:24:42.648780+09:00,1788416682,-16.270911582222013,9.0,81297.63900000001,0.0,,2,0.0,complete,1788415965410,1788415965410,1521031.15254057,3549140.4630806,-0.40000802029884686,140.0,142.0,1.4285714285714235,0.7142857142857117,0.7042253521126761,50.0,,-97.88878298730368,,0.0019524919849693845,0.0,,,,,,,,,,,,,,,,,-3769449.98718417,0.0,0.0019524919849693845,0.0,falling,flat_or_na,buy_only,accelerating,neutral,False,False,False,pass
KRW-ATH,200,6.41,6.593333333333334,6.1091999999999995,7.062749999999999,52.32751997436074,31.41508766593908,0.16610142794500415,0.18410320317943332,-0.018001775234429168,-0.0027355548892691595,False,False,True,6.37,6.83,0.006279434850863463,0.06552262090483607,0.36783214659482577,0.3432560231936129,0.006279434850863463,-0.04613095238095233,0.2117202268431002,0.006279434850863463,False,9,2026-09-03T15:24:42.648780+09:00,1788416682,-24.357056883526063,11.0,7355528.177094753,22070.9601653226,333.26724900041256,41,0.0,complete,1788415783869,1788416766531,10777449.61749625,5178131.77020836,0.35093160889785757,6.37,6.49,1.883830455259039,0.6279434850863463,1.2326656394453015,66.66666666666666,321.8462970662186,107.75422561454646,-92.88033543054067,0.21065577815427616,-0.15576323987538387,,,,,,,,,,,,,,,,321.8462970662186,3815033.0774948453,-287929.03983465856,0.21065577815427616,-0.15576323987538387,rising,falling,buy_advantage_accelerating,accelerating,leading_buy_inflow,False,False,False,pass
KRW-CPOOL,200,26.7,26.946666666666665,26.62,33.3875,51.00937078600999,26.259324970465617,0.2507202339212995,0.13634898536478188,0.11437124855651762,0.1696563830525799,False,False,True,26.0,27.4,0.026923076923076827,0.02621722846441954,0.32248095671710686,0.30907137570412196,-0.014760147601476148,0.026923076923076827,0.11715481171548126,-0.0074349442379182396,False,9,2026-09-03T15:24:42.648780+09:00,1788416682,1118.887364989513,10.0,3571829.985004157,0.0,,22,0.0,complete,1788416084816,1788416673795,8196615.34356514,4915613.22832205,0.2502245973867179,26.9,26.9,0.0,-0.743494423791824,0.743494423791819,,,19743.499917007255,,0.39847083336280775,0.0,,,,,,,,,,,,,,,,,3553829.9850044446,0.0,0.39847083336280775,0.0,rising,flat_or_na,buy_only,accelerating,neutral,False,False,False,pass
KRW-XLM,200,243.0,254.93333333333334,248.62,266.975,47.54088784365865,26.8917462539565,-0.14643815277344174,0.8229400471925522,-0.969378199965994,-0.8972871254678736,False,False,True,241.0,255.0,0.012448132780082943,0.04508196721311486,0.32251092856906105,0.29316552186842226,0.008264462809917328,-0.02400000000000002,0.08928571428571419,0.008264462809917328,False,9,2026-09-03T15:24:42.648780+09:00,1788416682,-50.861233318274415,11.0,1264673.9665758,11639290.74792201,0.10865558683647328,20,0.0,complete,1788415796747,1788416810876,12761932.76390186,9824479.28991151,0.1300540106587848,242.0,246.0,1.6528925619834656,0.4132231404958775,1.2195121951219512,74.99999999999932,-14.62236291782506,-98.92799313910271,45.33769836215282,0.013006310303339319,-0.4098360655737654,,,,,,,,,,,,,,,,-14.62236291782506,-116707888.7759096,3630844.9839611705,0.013006310303339319,-0.4098360655737654,falling,rising,sell_advantage_accelerating,accelerating,neutral,False,False,False,pass
KRW-SUPER,200,147.0,149.4,129.9,142.94166666666666,55.62432285773583,45.20866125259848,6.364002142231129,7.095143364250048,-0.7311412220189188,-0.35472418877728806,False,False,True,146.0,154.0,0.006849315068493178,0.04761904761904767,0.06492439407783364,0.05656909210569606,0.006849315068493178,-0.045454545454545414,0.2250000000000001,0.0,False,9,2026-09-03T15:24:42.648780+09:00,1788416682,-90.67651052424696,7.0,3378585.19094397,0.0,,8,0.0,complete,1788416441400,1788416818950,754270.68833747,925186.82615365,-0.10176865823722128,147.0,148.0,0.6802721088435382,0.0,0.6756756756756757,100.0,,253.19133183007034,,0.044737434602154735,0.0,,,,,,,,,,,,,,,,,2421997.3909439696,0.0,0.044737434602154735,0.0,rising,flat_or_na,buy_only,accelerating,neutral,False,False,False,pass
KRW-KERNEL,200,50.7,51.973333333333336,49.398,67.85333333333332,49.5553446222502,33.185873964927126,0.5082182953368886,0.5480880684796322,-0.03986977314274365,0.05909959509405338,False,False,True,50.7,53.6,0.0,0.05719921104536496,0.14999645492259983,0.1367744883095004,0.014000000000000012,-0.04519774011299427,0.08333333333333348,0.011976047904191711,False,9,2026-09-03T15:24:42.648780+09:00,1788416682,-76.86987428518361,7.0,0.0,0.0,,0,0.0,complete,,,2754749.19839939,378163.75146642,0.7585864928148626,50.1,51.0,1.7964071856287456,1.1976047904191711,0.5882352941176415,33.333333333332924,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,flat_or_na,flat_or_na,unavailable,flat_or_na,neutral,False,False,False,pass
KRW-AUCTION,200,4486.0,4485.466666666666,4392.46,5319.5,51.80189537470583,46.29866569066895,74.66729449484319,47.04427607198955,27.62301842285364,41.5318590613204,False,False,True,4422.0,4590.0,0.014473089099954706,0.02318323673651368,0.22501358481157838,0.20307163876012957,0.0035794183445190253,0.019545454545454533,0.1231847771657486,0.001786511835640825,False,9,2026-09-03T15:24:42.648780+09:00,1788416682,7267.36635956483,12.0,0.0,0.0,,0,0.0,complete,,,17069.29911055,32785.74928989,-0.3152429028471526,4478.0,4546.0,1.518535060294779,0.1786511835640825,1.3198416190057194,88.23529411764765,,-100.0,-100.0,0.0006673702891930589,0.0,,,,,,,,,,,,,,,,,-1200758.46506755,-477621.8792727,0.0006673702891930589,0.0,falling,falling,unavailable,accelerating,neutral,False,False,False,pass
KRW-TAO,200,303600.0,317720.0,291908.0,331914.1666666667,48.99624222407444,30.69736922539965,5668.612213853106,8198.088885326377,-2529.4766714732705,-1868.8731670966463,False,False,True,300100.0,322500.0,0.01032989003665441,0.06365435356200533,0.38506548062328344,0.35809863377152673,0.014386082301773184,-0.07334963325183375,0.07555870876197224,0.014046822742474818,False,9,2026-09-03T15:24:42.648780+09:00,1788416682,-61.982794897484574,11.0,2042799.7250390004,5427092.188322999,0.37640778047483964,24,0.0,complete,1788415886825,1788416763804,436.49530602,385.77424496,0.06168422629726404,299000.0,303600.0,1.538461538461533,1.538461538461533,0.0,0.0,-0.3098194975451389,-87.70103422369847,-77.57781256145842,0.047251654419632416,0.09891196834816984,,,,,,,,,,,,,,,,-0.3098194975451389,-14566724.703228,-18777023.503772,0.047251654419632416,0.09891196834816984,falling,falling,sell_advantage_accelerating,accelerating,neutral,False,False,False,pass
KRW-QTUM,200,1135.0,1158.4,1020.98,1112.4083333333333,56.66070805979923,43.40888882503771,39.515275605352144,45.42378440974268,-5.908508804390536,-4.985537072282867,False,False,True,1093.0,1156.0,0.04117108874656905,0.01581722319859402,0.1293717932374475,0.12127664816955924,0.013357079252003468,-0.004374453193350836,0.17319587628865984,0.01426024955436711,False,9,2026-09-03T15:24:42.648780+09:00,1788416682,-79.17453996070208,8.0,0.0,99999.99999745,0.0,1,0.0,complete,1788416617344,1788416617344,38796.05257851,52204.99426732,-0.14734931249227098,1122.0,1140.0,1.6042780748663166,1.158645276292325,0.43859649122807015,27.777777777778702,,-100.0,,0.0028834948507494573,-0.2636203866432374,,,,,,,,,,,,,,,,,-133146.0,99999.99999745,0.0028834948507494573,-0.2636203866432374,falling,rising,sell_only,accelerating,neutral,False,False,False,pass
KRW-ASTR,200,7.54,7.534666666666666,7.139600000000001,8.612083333333334,56.57241640187762,36.110221386581124,0.17361351300831096,0.15515055320453805,0.01846295980377291,0.031190796446580127,False,False,True,7.46,7.75,0.01072386058981234,0.027851458885941538,0.30207313130788244,0.29536907685632585,0.012080536912751683,-0.03084832904884316,0.18181818181818188,0.006675567423231055,False,9,2026-09-03T15:24:42.648780+09:00,1788416682,-75.66098255541735,10.0,0.0,0.0,,0,0.0,complete,,,10911650.69990809,5688447.41198396,0.31464894079043476,7.49,7.67,2.4032042723631575,0.6675567423231055,1.6949152542372867,72.22222222222197,,-100.0,-100.0,0.0,0.0,,,,,,,,,,,,,,,,,-222148.66310165357,-11100.072074000002,0.0,0.0,falling,falling,unavailable,flat_or_na,neutral,False,False,False,pass
KRW-GMT,200,10.2,9.908666666666667,9.7364,12.065166666666666,56.78702912198361,29.11749044556807,0.0946355516972428,0.02129630048589094,0.07333925121135186,0.0635176406408667,True,False,True,10.2,10.9,0.0,0.06862745098039236,0.7606850698124306,0.7447444022132101,0.028225806451612767,0.06360792492179357,0.14221724524076151,0.027190332326283873,False,9,2026-09-03T15:24:42.648780+09:00,1788416682,-49.62531235256106,9.0,459974.29856472596,6481072.871877319,0.07097193746434284,9,0.0,complete,1788415839469,1788416783289,8175992.32636465,36377705.47159657,-0.6329825477813074,9.93,10.8,8.761329305135956,2.7190332326283873,5.555555555555569,68.96551724137946,-0.902720563296935,-96.45720843594077,-51.395020328733374,0.12460752056102109,0.0,,,,,,,,,,,,,,,,-0.902720563296935,-12523411.549788726,-6853101.765600572,0.12460752056102109,0.0,falling,falling,sell_advantage_accelerating,accelerating,neutral,False,False,False,pass
KRW-MASK,200,598.0,590.3333333333334,543.02,592.75,59.8857531319055,44.26823505616536,17.547867668503045,16.470531334208005,1.0773363342950404,1.4190219673855253,False,False,True,596.0,608.0,0.003355704697986628,0.01672240802675584,0.1612894300585087,0.15850769302106357,0.003355704697986628,0.006734006734006703,0.2080808080808081,0.0016750418760469454,False,9,2026-09-03T15:24:42.648780+09:00,1788416682,-88.51989340004576,12.0,0.0,0.0,,0,0.0,complete,,,70584.04557407,42536.10829471,0.24794818889563885,597.0,604.0,1.1725293132328396,0.16750418760469454,0.9933774834437087,85.71428571428544,,,-100.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0,-6045.78,0.0,0.0,flat_or_na,falling,unavailable,flat_or_na,neutral,False,False,False,pass
KRW-ELF,200,88.1,88.16666666666667,86.366,95.27749999999999,52.97480214974163,58.17370452101503,1.246356582817242,0.8992039818287527,0.3471526009884893,0.5424174548798687,False,False,True,87.4,90.9,0.008009153318077722,0.03178206583427934,0.42793821898495926,0.4271581158255326,-0.01454138702460861,-0.02219755826859049,0.12372448979591821,-0.006764374295377795,False,9,2026-09-03T15:24:42.648780+09:00,1788416682,-56.485816039184144,12.0,6155.922038490001,6000.000000199,1.0259870063809715,2,0.0,complete,1788416828784,1788416835602,1159677.19395711,689846.91247031,0.25402766033384344,88.7,90.0,1.465614430665152,-0.6764374295377795,2.1111111111111174,146.15384615384733,1.0259870063809715,,-96.5947786605,0.004484420578243942,0.0,,,,,,,,,,,,,,,,1.0259870063809715,6155.922038490001,-170199.999999801,0.004484420578243942,0.0,rising,falling,buy_advantage_accelerating,accelerating,leading_buy_inflow,False,False,False,pass
KRW-MEW,200,0.567,0.5761333333333333,0.51354,0.6030583333333334,56.25042631469733,36.62610945320983,0.019118943254575305,0.02057036684969798,-0.0014514235951226737,-0.0006219735222194947,False,False,True,0.552,0.579,0.0253623188405796,0.0229681978798586,0.15494802297451676,0.14133985551534067,0.010714285714285454,-0.035775127768313486,0.23580786026200862,0.010714285714285454,False,9,2026-09-03T15:24:42.648780+09:00,1788416682,-86.73568170552109,12.0,1121055.1963778455,0.0,,5,0.0,complete,1788415875829,1788416428850,69623070.44546957,48210963.47752208,0.1817141131053953,0.56,0.567,1.2499999999999734,1.2499999999999734,0.0,0.0,,404.286300874449,-100.0,0.015394841290600425,0.3539823008849474,,,,,,,,,,,,,,,,,898749.8919438565,-597578.2785693449,0.015394841290600425,0.3539823008849474,rising,falling,buy_only,accelerating,neutral,False,False,False,pass
KRW-ORBS,200,8.4,8.294,8.0842,9.368583333333333,55.7667326436619,39.54696457201186,0.1396839893530526,0.09881993417294249,0.040864055180110104,0.0522273567103151,False,False,True,8.4,8.63,0.0,0.027380952380952506,0.1066273425802466,0.09878696063776561,0.016949152542373058,-0.016393442622950727,0.12149532710280386,0.01571946795646917,False,9,2026-09-03T15:24:42.648780+09:00,1788416682,-87.54920965654186,11.0,944072.6929144561,2563495.2558550416,0.36827557638664915,10,0.0,complete,1788415923251,1788416744155,3361017.92278592,9034647.31594655,-0.45771076290704926,8.27,8.52,3.022974607013307,1.5719467956469169,1.408450704225343,48.000000000000085,-1.9404208240437728,-10.680150893283447,459.94051015526594,0.012174834759917985,-0.23752969121139111,,,,,,,,,,,,,,,,-1.9404208240437728,-112884.63779767673,2105679.6112709036,0.012174834759917985,-0.23752969121139111,falling,rising,sell_advantage_accelerating,accelerating,neutral,False,False,False,pass
KRW-RENDER,200,1959.0,2020.0,1987.46,2365.475,48.28101495515454,32.84391474508277,3.2204297505645627,6.260746147080205,-3.0403163965156423,-1.4347526864125673,False,False,True,1898.0,2188.0,0.03213909378292934,0.11689637570188882,0.4743439024466244,0.4533444789707801,0.014500258933195287,-0.03307008884501483,0.09686450167973115,0.009793814432989656,False,9,2026-09-03T15:24:42.648780+09:00,1788416682,-52.611962004729904,7.0,15807.477902929999,5999.999987669999,2.6345796559023946,3,0.0,complete,1788416118205,1788416734460,33099.17529212,42645.83909047,-0.12603686032891293,1940.0,1971.0,1.5979381443298912,0.9793814432989656,0.60882800608828,38.70967741935484,2.2024617627663967,-92.86958191052783,-98.8304846903761,0.0002208622262855897,0.0,,,,,,,,,,,,,,,,2.2024617627663967,-205883.27998221,-507033.04355576995,0.0002208622262855897,0.0,falling,falling,buy_advantage_accelerating,accelerating,neutral,False,False,False,pass
KRW-ORCA,200,1719.0,1736.7333333333333,1640.94,1787.875,54.27225297933029,45.31480734460809,38.31214156431156,38.15903727081458,0.1531042934969804,3.017050825667141,False,False,True,1700.0,1753.0,0.011176470588235343,0.019778941244909864,0.19847482428120436,0.18266697100399765,0.005851375073142151,-0.03912800447177189,0.1904432132963989,0.0029171528588098905,False,9,2026-09-03T15:24:42.648780+09:00,1788416682,308.4413838624959,13.0,688972.59890787,3447856.65136905,0.19982634679266545,6,0.0,complete,1788416569732,1788416831927,34619.94558929,23776.1483018,0.18569388061663716,1714.0,1726.0,0.7001166861143604,0.29171528588098905,0.4055619930475087,58.33333333333254,0.09976944671454827,3789.9633796358453,1847.7795767722298,0.1806078160689708,0.0,,,,,,,,,,,,,,,,0.09976944671454827,671261.05430787,3270841.92688556,0.1806078160689708,0.0,rising,rising,sell_advantage_weakening,accelerating,leading_buy_inflow,False,False,False,pass
KRW-EDGE,184,93.1,95.98,93.088,108.84083333333334,47.320201687537526,53.505647277442606,0.44466415864339126,0.6878192938159915,-0.24315513517260023,-0.10278121275796814,False,False,True,92.3,101.0,0.008667388949079147,0.0848549946294308,0.17239949400532628,0.16077353681141404,0.005399568034557323,-0.026150627615062816,0.06278538812785395,0.0010752688172042113,False,9,2026-09-03T15:24:42.648780+09:00,1788416682,-42.82137327968526,8.0,0.0,387351.96417164797,0.0,3,0.0,complete,1788416888886,1788416888886,203733.18557134,275815.10462044,-0.1503121177228536,93.0,93.7,0.7526881720430145,0.10752688172042113,0.640341515474929,85.71428571428697,-27.89231429508309,-100.0,205.27540634245338,0.0,0.0,,,,,,,,,,,,,,,,-27.89231429508309,-3539146.12937193,260465.89469996496,0.0,0.0,falling,rising,sell_only,flat_or_na,neutral,False,False,False,pass
KRW-VTHO,200,0.535,0.5339333333333334,0.50204,0.5952750000000001,55.3070612313437,35.114610465327075,0.015430445880129207,0.013695951434920722,0.0017344944452084843,0.003176648369675886,False,False,True,0.535,0.547,0.0,0.02242990654205612,0.13830895204666208,0.13835510557144937,0.017110266159695797,-0.06304728546409799,0.1941964285714286,0.017110266159695797,False,9,2026-09-03T15:24:42.648780+09:00,1788416682,-84.10582919207197,11.0,0.0,5001.00000000435,0.0,1,0.0,complete,1788416595733,1788416595733,127977095.80071603,72501140.66668426,0.2767180922556285,0.526,0.536,1.9011406844106515,1.7110266159695797,0.18656716417910463,10.00000000000035,-2.5357395805062035,-100.0,-98.19280127909468,0.00019312509949998002,0.0,,,,,,,,,,,,,,,,-2.5357395805062035,-701706.6521477953,-271725.6234838296,0.00019312509949998002,0.0,falling,falling,sell_only,accelerating,neutral,False,False,False,pass
KRW-GAS,200,1643.0,1707.6666666666667,1489.04,1731.6916666666666,53.73307678050303,45.22275909534382,72.99671427454746,82.28652639986109,-9.289812125313631,-2.4440058552177106,False,False,True,1619.0,1691.0,0.014823965410747375,0.029214850882532062,0.13457176751739663,0.12368971267266016,0.0024405125076265577,-0.08874098724348312,0.24187452758881323,0.0018292682926828174,False,9,2026-09-03T15:24:42.648780+09:00,1788416682,-87.83989766868116,12.0,396554.80275050993,7967.914435690001,49.768958483572035,9,0.0,complete,1788415802460,1788416757354,33103.4805614,50128.83958236,-0.20455225796365603,1640.0,1651.0,0.6707317073170627,0.18292682926828174,0.48455481526347666,72.72727272727393,49.54820559875357,199.4860129880187,-98.6716137258185,0.000441475360148047,0.06090133982947776,,,,,,,,,,,,,,,,49.54820559875357,264143.00869240996,-591851.17362283,0.000441475360148047,0.06090133982947776,rising,falling,buy_advantage_accelerating,accelerating,leading_buy_inflow,False,False,False,pass
KRW-PROVE,200,243.0,237.86666666666667,242.44,290.85833333333335,55.30886977369316,23.754838262226304,1.3740211046014963,-1.023521233286837,2.3975423378883334,2.5786653924815575,False,False,True,234.0,253.0,0.03846153846153855,0.04115226337448563,0.679276674454988,0.6844894760555469,0.012499999999999956,0.03404255319148941,0.1796116504854368,0.008298755186721962,False,9,2026-09-03T15:24:42.648780+09:00,1788416682,135.88321999424497,8.0,1156150.92453696,0.0,,1,0.0,complete,1788416691802,1788416691802,194972.55614694,240494.63486146,-0.10453618471027795,241.0,244.0,1.2448132780082943,0.8298755186721962,0.4098360655737705,33.33333333333333,,-7.573598722519059,,0.0,0.0,,,,,,,,,,,,,,,,,-94737.25087298988,0.0,0.0,0.0,falling,flat_or_na,buy_only,flat_or_na,neutral,False,False,False,pass
KRW-ENSO,200,1171.0,1179.9333333333334,1199.12,1118.0,48.07990605621531,20.319528951424196,-4.85733114550726,-5.7304832851556915,0.8731521396484316,2.13465418837398,False,False,True,1157.0,1261.0,0.010371650821088929,0.07869974337040198,0.6931704413851852,0.7001548298551603,-0.015993265993266004,-0.034682080924855474,0.14048780487804868,-0.01266891891891897,False,9,2026-09-03T15:24:42.648780+09:00,1788416682,20.476241581965393,3.0,6153762.38991855,8439262.902858999,0.72918244884086,33,0.0,complete,1788415905212,1788416821216,167538.53614377,66705.72521955,0.430460111754137,1184.0,1188.0,0.33783783783782884,-1.0979729729729715,1.430976430976431,425.00000000000824,-1.4935404041904083,-21.25798175598266,140.02454217460178,0.14404180667748534,-0.08532423208190698,,,,,,,,,,,,,,,,-1.4935404041904083,-1661331.16133939,4923262.902858999,0.14404180667748534,-0.08532423208190698,falling,rising,sell_advantage_accelerating,accelerating,neutral,False,False,False,pass
KRW-BIRB,200,79.2,78.56,77.598,112.22666666666667,51.73433506536197,43.695025214586856,0.6365270413927817,0.1467548750214879,0.48977216637129384,0.6011608445723813,False,False,True,76.9,84.5,0.02990897269180759,0.06691919191919182,0.3192799952942943,0.31479739420415603,0.01538461538461533,0.024579560155239433,0.06308724832214763,0.01538461538461533,False,9,2026-09-03T15:24:42.648780+09:00,1788416682,-20.916463789699257,8.0,2664378.017497856,8049060.804152423,0.33101725559376227,31,0.0,complete,1788415861191,1788416912954,1188866.48550498,598265.08016483,0.33047449705740883,78.0,79.4,1.7948717948718107,1.538461538461533,0.25188916876574663,14.285714285715345,,76.0091809038224,,0.043987172297178745,0.3802281368821214,,,,,,,,,,,,,,,,,1150605.835946846,8049060.804152423,0.043987172297178745,0.3802281368821214,rising,rising,sell_advantage_weakening,accelerating,neutral,False,False,False,pass
KRW-LSK,200,138.0,132.6,118.48,138.31666666666666,61.52298177761224,54.13589669362443,6.870655774056743,5.986600845055992,0.8840549290007509,1.1693798473257422,False,False,True,134.0,140.0,0.03731343283582089,0.007194244604316502,0.10913664640719037,0.10411982444609273,0.03731343283582089,-0.021126760563380254,0.25225225225225234,0.03731343283582089,False,8,2026-09-03T15:24:42.648780+09:00,1788416682,-91.72854976975255,13.0,17102.99999894,4432129.3364723995,0.0038588675330834413,9,0.0,complete,1788415838801,1788416640926,1260267.1772075,3680653.24655876,-0.4898654221810557,134.0,140.0,4.477611940298498,2.9850746268656803,1.4285714285714286,33.333333333333,-23.66837986105148,-99.80296000963352,1108.74263007055,0.015969081285717834,0.0,,,,,,,,,,,,,,,,-23.66837986105148,-8662860.8830333,4065456.6283034394,0.015969081285717834,0.0,falling,rising,sell_advantage_accelerating,accelerating,neutral,False,False,False,pass
KRW-PROS,119,558.0,571.5333333333333,564.68,,47.17075237394141,23.966870760730895,-0.08916918172155874,-0.2744837160318413,0.18531453431028255,1.253605643032927,False,False,True,551.0,587.0,0.012704174228675091,0.051971326164874654,0.07220748216482868,0.0695545114712633,-0.0017889087656529634,-0.057432432432432456,0.06692160611854692,-0.0035714285714285587,False,8,2026-09-03T15:24:42.648780+09:00,1788416682,,,0.0,0.0,,0,0.0,complete,,,65385.07651392,102380.29524816,-0.2205176094784658,560.0,561.0,0.17857142857142794,-0.3571428571428559,0.53475935828877,300.0,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,flat_or_na,flat_or_na,unavailable,flat_or_na,neutral,False,False,False,pass
KRW-BAT,200,93.6,94.9,97.25,122.7625,48.260124087870494,29.122126906256444,-0.4174126543953065,-1.0831402128686547,0.6657275584733482,0.8282943778999774,False,False,False,92.1,97.2,0.015200868621064068,0.039572192513368964,0.4571793206485815,0.44391575488326357,0.0,-0.011627906976744096,0.16729088639201017,0.004296455424275036,False,8,2026-09-03T15:24:42.648780+09:00,1788416682,-36.491399791129666,6.0,9360.0,0.0,,2,0.0,complete,1788416465464,1788416465464,803349.28082826,165759.76898855,0.6579130717644552,93.1,93.6,0.5370569280343629,0.5370569280343629,0.0,0.0,,-99.87773889553301,-100.0,0.018689659672553205,0.21413276231261325,,,,,,,,,,,,,,,,,-7646386.315073973,-2610253.6849260274,0.018689659672553205,0.21413276231261325,falling,falling,buy_only,accelerating,neutral,False,False,False,pass
KRW-META2,37,7345.0,8033.666666666667,,,47.52955366910107,51.0110593932425,131.80080935219848,219.28118622171348,-87.480376869515,-49.881209025153964,False,False,True,6895.0,8395.0,0.07469180565627265,0.13292847503373828,0.048023121047708714,0.03718167547409482,-0.025000000000000022,-0.15843270868824533,0.11764705882352944,-0.025000000000000022,False,8,2026-09-03T15:24:42.648780+09:00,1788416682,,,1064050.0873631,7969144.428307851,0.13352124521465572,22,0.0,complete,1788416043425,1788416546234,3843.4261698,10552.5743439,-0.46604250727243424,7600.0,7600.0,0.0,-3.355263157894739,3.3552631578947367,,,,,,-0.8771929824561431,,,,,,,,,,,,,,,,,1064050.0873631,7969144.428307851,,-0.8771929824561431,rising,rising,sell_advantage_weakening,flat_or_na,neutral,False,False,False,pass
KRW-WAVES,200,300.0,302.06666666666666,312.64,405.925,49.429832213806975,38.56792845639155,-1.3659569110910184,-3.849173292854707,2.4832163817636888,2.8991585591172937,False,False,False,295.0,329.0,0.02033898305084736,0.09302325581395343,0.18872101662845797,0.17738213140895034,0.0,-0.009868421052631526,0.09454545454545449,0.0,False,8,2026-09-03T15:24:42.648780+09:00,1788416682,59.03163822714903,7.0,1003333.3333323301,808000.662168,1.2417481572851934,8,0.0,complete,1788415978246,1788416688622,1061812.40859683,646597.10750413,0.24304202076814146,301.0,301.0,0.0,-0.33222591362126463,0.33222591362126247,,-0.7649185093814734,8671.929824552633,14075.450213473683,0.03414794715597225,0.0,,,,,,,,,,,,,,,,-0.7649185093814734,991895.3333323301,802300.662168,0.03414794715597225,0.0,rising,rising,buy_advantage_weakening,accelerating,neutral,False,False,False,pass
KRW-USDG,36,1373.0,1379.6666666666667,,,43.22433209729285,39.64336718459838,-8.465442352424589,-8.318101311664892,-0.1473410407596969,-0.04991189614054825,False,False,True,1369.0,1416.0,0.0029218407596784957,0.031318281136198056,0.13544540408050035,0.13671209806581897,0.0,-0.010093727469358327,-0.03649122807017546,-0.0007278020378457262,False,8,2026-09-03T15:24:42.648780+09:00,1788416682,,,0.0,0.0,,0,0.0,complete,,,174595.32565309,314540.27140065,-0.28610664729883606,1374.0,1374.0,0.0,-0.07278020378457262,0.0727802037845706,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,flat_or_na,flat_or_na,unavailable,flat_or_na,neutral,False,False,False,pass
