market,name,price,ma15,ma50,ma120,slope15,gap50,gap120,conv50,conv120,f50up,f50down,f120up,f120down,golden_now,dead_now,up120_now,down120_now,value_accel_pct,ret5_pct,launch_score,launch_grade,delta_price_pct,delta_value_accel_pct,delta_launch_score,delta_slope15,delta_gap120,flag_score14,flag_value300,flag_ankr_like,flag_early_ignition,snapshot_kst,snapshot_epoch,bid_trade_value_15m,ask_trade_value_15m,buy_sell_ratio_15m,trade_count_15m,trade_unknown_value_15m,trade_coverage_15m,trade_oldest_timestamp,trade_newest_timestamp,total_bid_size,total_ask_size,orderbook_imbalance,day_open,day_high,day_high_return_pct,current_day_return_pct,drawdown_from_day_high_pct,gain_retrace_pct,path_5d_status,path_5d_source,path_5d_points,stage_provisional,max_rally_5d_pct,max_rally_5d_base_price,max_rally_5d_base_time_kst,high_5d,high_5d_time_kst,max_rally_day,drawdown_from_5d_high_pct,gain_retrace_5d_pct,post_surge_higher_low,higher_low,buy_sell_ratio_change_15m,bid_trade_value_change_15m,ask_trade_value_change_15m,value_accel_change_15m,price_change_15m,launch_score_change_15m,slope15_change_15m,gap120_change_15m,f120up_change_15m,buy_sell_ratio_change_30m,bid_trade_value_change_30m,ask_trade_value_change_30m,value_accel_change_30m,price_change_30m,launch_score_change_30m,slope15_change_30m,gap120_change_30m,f120up_change_30m,buy_sell_ratio_change_45m,bid_trade_value_change_45m,ask_trade_value_change_45m,value_accel_change_45m,price_change_45m,launch_score_change_45m,slope15_change_45m,gap120_change_45m,f120up_change_45m,buy_sell_ratio_change_60m,bid_trade_value_change_60m,ask_trade_value_change_60m,value_accel_change_60m,price_change_60m,launch_score_change_60m,slope15_change_60m,gap120_change_60m,f120up_change_60m,buy_sell_ratio_change_90m,bid_trade_value_change_90m,ask_trade_value_change_90m,value_accel_change_90m,price_change_90m,launch_score_change_90m,slope15_change_90m,gap120_change_90m,f120up_change_90m,buy_sell_ratio_change_120m,bid_trade_value_change_120m,ask_trade_value_change_120m,value_accel_change_120m,price_change_120m,launch_score_change_120m,slope15_change_120m,gap120_change_120m,f120up_change_120m,delta_buy_sell_ratio,delta_bid_trade_value_15m,delta_ask_trade_value_15m,delta_price_pct_15m,trade_value_15m,normal_trade_value_15m_median,trade_value_anomaly_ratio,surge_return_from_120m,surge_success_15_120m,signal_failure_120m,buy_pressure_trend,sell_pressure_trend,buy_sell_state,value_accel_direction,flow_signal,first_surge_retrace_gate,first_surge_retrace_seen,second_ignition_reentry,candidate_gate,stage,stage_label,stage_reason,stage_previous,stage_changed,stage_change_reason,stage_change_kst,scan_cycle,scan_run_id
KRW-WAXP,왁스,6.08,5.901333333333333,5.6064,6.736000000000001,0.23779866379798342,-5.2606544901065355,12.39113222486146,-0.7542750767260598,-1.1224244722045746,,,11.03961338309366,,False,False,False,False,32.324800196697325,2.184873949579824,11.0,A급,0.49586776859504855,0.0016754086847896588,0.0,0.0339712376854262,-0.026440675953841364,False,False,False,False,2026-09-05T23:55:55.696809+09:00,1788620155,0.0,0.0,,0,0.0,complete,,,11422700.33957978,13726011.40598169,-0.09158763636504859,6.06,6.08,0.33003300330034513,0.33003300330034513,0.0,0.0,complete_hourly_ordered,/v1/candles/minutes/60,120,False,14.436619718309874,5.68,2026-09-02T10:00:00,6.5,2026-09-03T10:00:00,D-2,6.4615384615384635,51.21951219512191,False,True,,,-100.0,0.0016754086847896588,0.49586776859504855,0.0,0.0339712376854262,-0.026440675953841364,-0.07592595564851656,,,-100.0,0.018469145610723103,0.33003300330034513,0.0,0.022647491790284136,-0.01762689922612104,-0.05053693414543048,,,-100.0,0.018469145610723103,0.33003300330034513,0.0,0.022647491790284136,-0.01762689922612104,-0.05053693414543048,,,-100.0,0.018469145610723103,0.33003300330034513,0.0,0.022647491790284136,-0.01762689922612104,-0.05053693414543048,,-100.0,-100.0,0.09488269975810226,0.49586776859504855,0.0,0.0339712376854262,-0.026440675953841364,-0.07592595564851656,,,,0.12055527307504121,0.6622516556291425,0.0,0.04529498358056827,-0.03525467076875266,-0.10139585883797153,,0.0,-10202.36087684,0.49586776859504855,0,3580678.109063451,0.0,0.6622516556291425,False,False,flat_or_na,falling,unavailable,accelerating,neutral,False,False,False,pass,S1,⚡ 선행 시동,가격 미급등 상태에서 선행조건 5개 개선,S1,False,,,2026-09-05T14:40:00Z,33972875855-1
KRW-CARV,카브,48.3,46.440000000000005,43.662,56.50833333333333,0.11497556769188844,-6.362512024185804,17.81743105736616,-0.6269033392447505,-0.9424712070797305,,,,,False,False,False,False,35.55551411835405,0.0,8.0,B급,-0.20661157024793875,0.0810407213349933,0.0,-0.014371945961477728,0.010585560322912357,False,False,False,False,2026-09-05T23:55:55.696809+09:00,1788620155,324542.27152170596,1323281.209789644,0.24525570915746395,5,0.0,complete,1788619385275,1788619716540,2319200.82660422,2040565.48589768,0.06391061371971611,47.1,48.5,2.972399150743099,2.547770700636942,0.41237113402062436,14.285714285714285,complete_hourly_ordered,/v1/candles/minutes/60,120,False,16.455696202531644,47.4,2026-09-02T03:00:00,55.2,2026-09-02T13:00:00,D-3,12.50000000000001,88.46153846153852,False,True,-5.352834820809545,-62.01192777827298,767.097724602269,0.0810407213349933,-0.20661157024793875,0.0,-0.014371945961477728,0.010585560322912357,,-0.07814418062100012,-77.09720628731512,-69.79984283446076,0.4288679149475598,0.20746887966804906,0.0,0.014371945961499932,-0.01058587253990595,,-0.07814418062100012,-77.09720628731512,-69.79984283446076,0.4288679149475598,0.20746887966804906,0.0,0.014371945961499932,-0.01058587253990595,,-0.07814418062100012,-77.09720628731512,-69.79984283446076,0.4288679149475598,0.20746887966804906,0.0,0.014371945961499932,-0.01058587253990595,,,-79.38966633656469,,0.6755796094609607,-0.20661157024793875,0.0,0.014371945961499932,-0.01058587253990595,,0.24525570915746395,,175.66935303857437,0.7161426374784341,0.6249999999999867,0.0,0.04311583788447759,-0.03175855432586161,,-5.352834820809545,-529784.501438587,1170670.820874528,-0.20661157024793875,1647823.48131135,2001400.440311584,0.823335224736341,0.6249999999999867,False,False,falling,rising,sell_advantage_accelerating,accelerating,neutral,True,True,False,🔴 1차 급등 완료·상승분 반납 / 신규매수 금지,S3,🔴 1차 급등 완료·반납,당일/5D 급등 후 상승분 상당 부분 반납,S3,False,,,2026-09-05T14:40:00Z,33972875855-1
KRW-LSK,리스크,139.0,135.46666666666667,119.08,137.36666666666667,0.7936507936507908,-13.761056992498045,1.3831594273234693,-1.0968248934806362,-1.462609107684116,,,0.9456794847350249,,False,False,False,False,-82.13347001033625,0.0,12.0,A급,0.0,0.010298173497943708,0.0,0.0,0.0,False,False,False,False,2026-09-05T23:55:55.696809+09:00,1788620155,1884790.99999939,0.0,,3,0.0,complete,1788619381910,1788619955176,925479.32862966,3936644.83799818,-0.6193106975828088,139.0,140.0,0.7194244604316502,0.0,0.7142857142857143,100.0,complete_hourly_ordered,/v1/candles/minutes/60,120,False,7.575757575757569,132.0,2026-09-03T08:00:00,142.0,2026-09-04T01:00:00,D-1,2.1126760563380254,30.0,False,True,,37595.82000164642,,0.010298173497943708,0.0,0.0,0.0,0.0,0.0,,-45.35416016219836,-100.0,0.06764557946256389,0.0,0.0,-0.049603174603163325,0.04254674913117196,0.03439142948141516,,-45.35416016219836,-100.0,0.06764557946256389,0.0,0.0,-0.049603174603163325,0.04254674913117196,0.03439142948141516,,-45.35416016219836,-100.0,0.06764557946256389,0.0,0.0,-0.049603174603163325,0.04254674913117196,0.03439142948141516,,71.92382564543911,,0.12229432499277948,-0.7142857142857117,0.0,-0.049603174603163325,0.04254674913117196,0.03439142948141516,,292.5298595275151,,0.21612518093309063,0.0,0.0,0.0,0.0,0.0,,1879790.99999961,0.0,0.0,1884790.99999939,1125055.166633055,1.6752876266858905,0.0,False,True,rising,flat_or_na,buy_only,accelerating,neutral,False,False,False,pass,S1,⚡ 선행 시동,가격 미급등 상태에서 선행조건 3개 개선,S1,False,,,2026-09-05T14:40:00Z,33972875855-1
KRW-0G,제로지,274.0,244.46666666666667,232.46,385.15833333333336,0.9358656757500805,-5.165046316212106,36.52826759557758,-1.4350111407789075,-1.5112150158643807,,,,,False,False,False,False,-29.07518638125581,-12.218649517684888,7.0,B급,0.0,0.11681331901958458,0.0,0.02752546105146969,-0.01593596147810672,False,False,False,False,2026-09-05T23:55:55.696809+09:00,1788620155,5500919.736311819,45925072.83591628,0.11978031599352752,44,0.0,complete,1788619257443,1788619929980,1298917.7370043,1871338.87798118,-0.1805598759012452,269.0,276.0,2.6022304832713727,1.8587360594795488,0.7246376811594203,28.57142857142869,complete_hourly_ordered,/v1/candles/minutes/60,120,False,28.776978417266186,278.0,2026-09-01T00:00:00,358.0,2026-09-01T11:00:00,D-4,23.463687150837988,105.0,False,True,-2.717981173038568,-60.37903582728643,838.675485659284,0.11681331901958458,0.366300366300365,0.0,0.02752546105146969,-0.01593596147810672,,-0.4961278607468888,-72.79050041680239,39.910745261449534,0.25235437090011104,1.1070110701107083,0.0,0.0,0.0,,-0.4961278607468888,-72.79050041680239,39.910745261449534,0.25235437090011104,1.1070110701107083,0.0,0.0,0.0,,-0.4961278607468888,-72.79050041680239,39.910745261449534,0.25235437090011104,1.1070110701107083,0.0,0.0,0.0,,-0.10520507310337619,-21.75297351769717,46.972710438899725,0.3928155893902634,0.7352941176470562,0.0,0.02752546105146969,-0.01593596147810672,,-10.889274662788601,-92.65238841639245,575.321810730929,0.5585912781880609,0.366300366300365,0.0,0.11010184420590097,-0.06374798377977697,,-2.717981173038568,-8382941.626406429,41032532.91796364,0.366300366300365,51425992.572228104,26622422.44601868,1.931679683789209,0.366300366300365,False,True,falling,rising,sell_advantage_accelerating,accelerating,neutral,True,True,False,🔴 1차 급등 완료·상승분 반납 / 신규매수 금지,S3,🔴 1차 급등 완료·반납,당일/5D 급등 후 상승분 상당 부분 반납,S3,False,,,2026-09-05T14:40:00Z,33972875855-1
KRW-BORA,보라,31.7,30.459999999999997,29.976,37.26916666666667,0.35141664836371156,-1.6146250333600156,18.270241262884884,-1.1118485398737359,-1.056542678772173,,,,,False,False,False,False,-64.78539704854401,6.020066889632103,7.0,B급,0.0,0.002312901727620442,0.0,0.0,0.0,False,False,False,False,2026-09-05T23:55:55.696809+09:00,1788620155,0.0,0.0,,0,0.0,complete,,,2457432.00362965,5110628.07445132,-0.3505780931240228,31.3,32.7,4.472843450479247,1.2779552715654896,3.058103975535179,71.42857142857164,complete_hourly_ordered,/v1/candles/minutes/60,120,False,11.60409556313995,29.3,2026-08-31T23:00:00,32.7,2026-09-05T09:00:00,D0,3.0581039755351758,29.41176470588256,False,True,,,,0.002312901727620442,0.0,0.0,0.0,0.0,,,-100.0,-100.0,0.07706306465934176,-0.3144654088050314,0.0,-0.021963540522729197,0.01606006263446247,,,-100.0,-100.0,0.07706306465934176,-0.3144654088050314,0.0,-0.021963540522729197,0.01606006263446247,,,-100.0,-100.0,0.07706306465934176,-0.3144654088050314,0.0,-0.021963540522729197,0.01606006263446247,,,-100.0,-100.0,0.13705166782628453,-0.6269592476489061,-1.0,-0.06589062156818759,0.04817803344339211,,,,-100.0,0.48487764464174177,-0.6269592476489061,0.0,-0.0439270810454806,0.03211940709953254,,,0.0,0.0,0.0,0,2303765.6077230475,0.0,-0.6269592476489061,False,False,flat_or_na,flat_or_na,unavailable,accelerating,neutral,False,False,False,pass,S0,🌱 초발사 준비,발사 구조 관찰 또는 초기 준비,S0,False,,,2026-09-05T14:40:00Z,33972875855-1
KRW-PUNDIX,펀디엑스,132.0,125.33333333333333,115.3,144.25,0.48102618920362605,-8.701936976004625,13.113807047949166,-0.8868045707092733,-1.3209400849446802,,,9.927631992860873,,False,False,False,False,394.2009303115027,6.451612903225801,13.0,A급,0.0,0.056201839286188715,0.0,0.0,0.0,False,True,False,False,2026-09-05T23:55:55.696809+09:00,1788620155,0.0,0.0,,0,0.0,complete,,,1104211.68641763,2547171.83661893,-0.39518175538057615,132.0,135.0,2.2727272727272707,0.0,2.2222222222222223,100.0,complete_hourly_ordered,/v1/candles/minutes/60,120,False,19.999999999999996,120.0,2026-09-02T03:00:00,144.0,2026-09-03T19:00:00,D-2,8.333333333333337,49.99999999999994,False,False,,,,0.056201839286188715,0.0,0.0,0.0,0.0,0.0,,,,0.1661774879952418,-0.7518796992481258,0.0,-0.05344735435597325,0.04119425839339996,0.0925282085913377,,,,0.1661774879952418,-0.7518796992481258,0.0,-0.05344735435597325,0.04119425839339996,0.0925282085913377,,,,0.1661774879952418,-0.7518796992481258,0.0,-0.05344735435597325,0.04119425839339996,0.0925282085913377,,-100.0,-100.0,0.9869515748697495,0.7633587786259444,0.0,0.0,0.0,0.0,,-100.0,,2.374009649032587,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,15751363.213723075,0.0,0.0,False,True,flat_or_na,flat_or_na,unavailable,accelerating,neutral,False,True,False,pass,S0,🌱 초발사 준비,발사 구조 관찰 또는 초기 준비,S0,False,,,2026-09-05T14:40:00Z,33972875855-1
KRW-USD1,월드리버티파이낸셜유에스디,1367.0,1380.2,1414.18,1462.15,-0.033800096571712235,2.402805866297078,5.604760113531446,-0.08284686697347769,-0.0003490198577798864,,,,,False,False,False,False,-23.402140435372488,-0.8701957940536631,7.0,B급,0.0,0.0,0.0,0.0,0.0,False,False,False,False,2026-09-05T23:55:55.696809+09:00,1788620155,0.0,0.0,,0,0.0,complete,,,43527.62032851,24138.04883894,0.2865496156047354,1371.0,1372.0,0.07293946024800047,-0.29175784099197966,0.36443148688046645,499.99999999996953,complete_hourly_ordered,/v1/candles/minutes/60,120,False,0.9454545454545382,1375.0,2026-09-01T04:00:00,1388.0,2026-09-02T07:00:00,D-3,1.5129682997118143,161.53846153846217,True,True,,,,0.0,0.0,0.0,0.0,0.0,,,-100.0,-100.0,0.056480913762392504,0.0,0.0,0.0,0.0,,,-100.0,-100.0,0.056480913762392504,0.0,0.0,0.0,0.0,,,-100.0,-100.0,0.056480913762392504,0.0,0.0,0.0,0.0,,,-100.0,,0.11684453993863286,0.0,0.0,0.0,0.0,,,,,0.11684453993863286,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0,39999.99997422,0.0,0.0,False,False,flat_or_na,flat_or_na,unavailable,flat_or_na,neutral,False,False,False,pass,S0,🌱 초발사 준비,발사 구조 관찰 또는 초기 준비,S0,False,,,2026-09-05T14:40:00Z,33972875855-1
KRW-BAT,베이직어텐션토큰,97.9,95.5,96.522,121.75916666666667,-0.06278777731268947,1.0588259671370315,21.566480278692232,-0.9168386187616926,-0.6987757498868639,1.1548662386921604,,,,False,False,False,False,12.505466868366021,4.162219850586979,5.0,관찰,0.0,0.0,0.0,0.0,0.0,False,False,False,False,2026-09-05T23:55:55.696809+09:00,1788620155,138121.214989978,0.0,,7,0.0,complete,1788620077346,1788620079608,533628.33767093,740087.02932445,-0.16209170196363729,97.1,98.6,1.5447991761071034,0.8238928939237944,0.7099391480730108,46.66666666666629,complete_hourly_ordered,/v1/candles/minutes/60,120,False,7.36728060671723,92.3,2026-09-03T10:00:00,99.1,2026-09-04T04:00:00,D-1,1.2108980827446936,17.647058823529214,False,True,,,-100.0,0.0,0.30737704918033515,0.0,0.0,0.0,,,-30.939392504973007,-100.0,1.1303264877078547,0.30737704918033515,0.0,0.0,0.0,,,-30.939392504973007,-100.0,1.1303264877078547,0.30737704918033515,0.0,0.0,0.0,,,-30.939392504973007,-100.0,1.1303264877078547,0.30737704918033515,0.0,0.0,0.0,,,-95.3430776277809,-100.0,4.33371254014132,0.10224948875257045,0.0,-0.027905678805639766,0.01975338549167205,,,,,6.671241572005559,0.30737704918033515,0.0,0.0,0.0,,,138121.214989978,-34993.7968,0.30737704918033515,138121.214989978,1320555.447254492,0.10459327192746028,0.30737704918033515,False,False,rising,falling,buy_only,flat_or_na,neutral,False,False,False,pass,S0,🌱 초발사 준비,발사 구조 관찰 또는 초기 준비,S0,False,,,2026-09-05T14:40:00Z,33972875855-1
KRW-HUNT,헌트,122.0,120.06666666666666,115.2,125.525,0.2783964365256075,-4.224537037037032,4.348403372502165,-0.7402894778862669,-0.9024613742901135,,,4.818381701845876,,False,False,False,False,185.36437590194365,5.1724137931034475,13.0,A급,0.8264462809917328,0.006454371014712024,0.0,0.055679287305121505,-0.0467632720337523,False,False,False,False,2026-09-05T23:55:55.696809+09:00,1788620155,295220.85057256,29999.99999909,9.840695019383833,4,0.0,complete,1788619839930,1788620055709,1791562.79565112,3538960.9864331,-0.3278098480031079,122.0,123.0,0.8196721311475308,0.0,0.8130081300813009,100.0,complete_hourly_ordered,/v1/candles/minutes/60,120,False,11.304347826086957,115.0,2026-08-31T20:00:00,128.0,2026-09-03T13:00:00,D-2,4.6875,46.153846153846075,False,True,9.840695019383833,,-96.99324712888347,0.006454371014712024,0.8264462809917328,0.0,0.055679287305121505,-0.0467632720337523,-0.10281831186568091,,,,0.18192160893906362,0.0,0.0,0.0,0.0,0.0,,,,0.18192160893906362,0.0,0.0,0.0,0.0,0.0,,,,0.18192160893906362,0.0,0.0,0.0,0.0,0.0,9.608665015250047,-7.95978991977938,-97.82981890168107,0.23799258732080375,0.0,0.0,0.055679287305121505,-0.0467632720337523,-0.10281831186568091,,,,0.4796465862985144,0.8264462809917328,0.0,0.055679287305121505,-0.0467632720337523,-0.10281831186568091,9.840695019383833,295220.85057256,-967754.0983598401,0.8264462809917328,325220.85057164996,1973070.8008602401,0.16482979243819165,0.8264462809917328,False,False,rising,falling,buy_advantage_accelerating,accelerating,neutral,False,False,False,pass,S1,⚡ 선행 시동,가격 미급등 상태에서 선행조건 7개 개선,S0,True,가격 미급등 상태에서 선행조건 7개 개선,2026-09-05T23:55:55.696809+09:00,2026-09-05T14:40:00Z,33972875855-1
KRW-PENGU,펏지펭귄,11.7,12.413333333333332,9.9738,10.501416666666668,-0.3211991434689754,-24.459417005888742,-18.206273756715344,-0.5558697177299831,-1.5222449954169506,,,,,False,False,False,False,7.4547947957019245,-3.3057851239669422,6.0,관찰,0.0,0.3140898434042194,0.0,0.0,0.0,False,False,False,False,2026-09-05T23:55:55.696809+09:00,1788620155,11547275.92026606,37975051.48495447,0.30407531968300383,14,0.0,complete,1788619391147,1788620167931,57081122.30650552,116714653.09267004,-0.34312416771465093,11.4,11.9,4.385964912280693,2.631578947368407,1.680672268907572,40.0000000000002,complete_hourly_ordered,/v1/candles/minutes/60,120,False,10.71428571428572,11.2,2026-09-02T19:00:00,12.4,2026-09-04T00:00:00,D-1,6.451612903225811,66.6666666666666,False,False,-5.907757481846259,-57.11692625889396,776.0411215652173,0.3140898434042194,0.0,0.0,0.0,0.0,,0.2524774239184983,7052.983541328378,1113.7745988574381,0.993148322677806,-0.8474576271186529,-1.0,-0.053533190578169965,0.05409902054666915,,0.2524774239184983,7052.983541328378,1113.7745988574381,0.993148322677806,-0.8474576271186529,-1.0,-0.053533190578169965,0.05409902054666915,,0.2524774239184983,7052.983541328378,1113.7745988574381,0.993148322677806,-0.8474576271186529,-1.0,-0.053533190578169965,0.05409902054666915,,-0.8316850774607208,-52.302636170974836,78.1557837105525,1.0288479797963879,-1.6806722689075682,-1.0,-0.053533190578169965,0.05409902054666915,,-7.376831010105709,-52.27265416226719,1105.5870668202322,1.4531498952130573,-0.8474576271186529,0.0,0.0,0.0,,-5.907757481846259,-15380075.393166712,33640203.43386017,0.0,49522327.40522053,35402200.44443981,1.3988488507357286,-0.8474576271186529,False,False,falling,rising,sell_advantage_accelerating,accelerating,neutral,False,False,False,pass,S0,🌱 초발사 준비,발사 구조 관찰 또는 초기 준비,S0,False,,,2026-09-05T14:40:00Z,33972875855-1
