market,name,price,ma15,ma50,ma120,slope15,gap50,gap120,conv50,conv120,f50up,f50down,f120up,f120down,golden_now,dead_now,up120_now,down120_now,value_accel_pct,ret5_pct,launch_score,launch_grade,delta_price_pct,delta_value_accel_pct,delta_launch_score,delta_slope15,delta_gap120,flag_score14,flag_value300,flag_ankr_like,flag_early_ignition,snapshot_kst,snapshot_epoch,bid_trade_value_15m,ask_trade_value_15m,buy_sell_ratio_15m,trade_count_15m,trade_unknown_value_15m,trade_coverage_15m,trade_oldest_timestamp,trade_newest_timestamp,total_bid_size,total_ask_size,orderbook_imbalance,day_open,day_high,day_high_return_pct,current_day_return_pct,drawdown_from_day_high_pct,gain_retrace_pct,path_5d_status,path_5d_source,path_5d_points,stage_provisional,max_rally_5d_pct,max_rally_5d_base_price,max_rally_5d_base_time_kst,high_5d,high_5d_time_kst,max_rally_day,drawdown_from_5d_high_pct,gain_retrace_5d_pct,post_surge_higher_low,higher_low,buy_sell_ratio_change_15m,bid_trade_value_change_15m,ask_trade_value_change_15m,value_accel_change_15m,price_change_15m,launch_score_change_15m,slope15_change_15m,gap120_change_15m,f120up_change_15m,buy_sell_ratio_change_30m,bid_trade_value_change_30m,ask_trade_value_change_30m,value_accel_change_30m,price_change_30m,launch_score_change_30m,slope15_change_30m,gap120_change_30m,f120up_change_30m,buy_sell_ratio_change_45m,bid_trade_value_change_45m,ask_trade_value_change_45m,value_accel_change_45m,price_change_45m,launch_score_change_45m,slope15_change_45m,gap120_change_45m,f120up_change_45m,buy_sell_ratio_change_60m,bid_trade_value_change_60m,ask_trade_value_change_60m,value_accel_change_60m,price_change_60m,launch_score_change_60m,slope15_change_60m,gap120_change_60m,f120up_change_60m,buy_sell_ratio_change_90m,bid_trade_value_change_90m,ask_trade_value_change_90m,value_accel_change_90m,price_change_90m,launch_score_change_90m,slope15_change_90m,gap120_change_90m,f120up_change_90m,buy_sell_ratio_change_120m,bid_trade_value_change_120m,ask_trade_value_change_120m,value_accel_change_120m,price_change_120m,launch_score_change_120m,slope15_change_120m,gap120_change_120m,f120up_change_120m,delta_buy_sell_ratio,delta_bid_trade_value_15m,delta_ask_trade_value_15m,delta_price_pct_15m,trade_value_15m,normal_trade_value_15m_median,trade_value_anomaly_ratio,surge_return_from_120m,surge_success_15_120m,signal_failure_120m,buy_pressure_trend,sell_pressure_trend,buy_sell_state,value_accel_direction,flow_signal,first_surge_retrace_gate,first_surge_retrace_seen,second_ignition_reentry,candidate_gate,stage,stage_label,stage_reason,stage_previous,stage_changed,stage_change_reason,stage_change_kst,scan_cycle,scan_run_id
KRW-WAXP,왁스,6.01,5.882666666666666,5.601,6.77225,0.6731317741015319,-5.028863893352371,13.135713143096215,-0.9214242024380909,-1.2156794343009207,,,10.805244188941913,,False,False,False,False,32.784687735696494,1.8644067796609987,12.0,A급,0.5016722408026641,0.91441916131987,0.0,-0.022818026240734035,0.01755000586060973,False,False,False,False,2026-09-04T09:39:01.813306+09:00,1788482341,15600958.022017056,10721894.69950047,1.4550560753729376,41,0.0,complete,1788481444926,1788482065573,18521240.24036761,11662657.09439939,0.22722655957579851,6.02,6.03,0.16611295681063787,-0.16611295681062677,0.33167495854063783,199.99999999999332,complete_hourly_ordered,/v1/candles/minutes/60,120,False,14.436619718309874,5.68,2026-09-02T10:00:00,6.5,2026-09-03T10:00:00,D-1,7.538461538461538,59.75609756097566,True,True,1.2827642530379424,449.2100677533208,-34.96855205824757,0.91441916131987,0.5016722408026641,0.0,-0.022818026240734035,0.01755000586060973,0.0455027118959066,1.2827642530379424,449.2100677533208,-34.96855205824757,0.91441916131987,0.5016722408026641,0.0,-0.022818026240734035,0.01755000586060973,0.0455027118959066,1.444633925869377,155909.58022046697,1017.4518951983952,-19.044762233262077,-0.16611295681062677,0.0,-0.31765163603671986,-1.0251495568805353,-0.7886739472543738,-0.33473561734649526,579.1336910753896,735.3683814014369,-18.849072191202907,0.33388981636059967,0.0,-0.3061308987095446,-1.0338912438994807,-0.8124607905197703,-0.33473561734649526,579.1336910753896,735.3683814014369,-18.849072191202907,0.33388981636059967,0.0,-0.3061308987095446,-1.0338912438994807,-0.8124607905197703,1.4550560753729376,,68.63098499525186,-18.727569704876082,0.33388981636059967,0.0,-0.2946101613823471,-1.0426331449263095,-0.8363165118606197,1.2827642530379424,12760340.389890132,-5765351.146699801,0.5016722408026641,26322852.721517526,5180170.64781657,5.081464397821055,0.33388981636059967,False,False,rising,falling,buy_advantage_accelerating,accelerating,neutral,False,False,False,pass,S1,⚡ 선행 시동,가격 미급등 상태에서 선행조건 5개 개선,S1,False,,,2026-09-04T00:10:00Z,33822114097-1
KRW-CARV,카브,48.1,46.45333333333333,43.658,56.87916666666667,0.44687905434626085,-6.402797501794246,18.329792689180284,-0.9311959006975826,-1.1351339726359946,,,,,False,False,False,False,249.75079947842454,3.88768898488121,10.0,A급,0.41753653444676075,0.2931788165404896,0.0,0.028830906732024708,-0.021049032062737894,False,False,False,False,2026-09-04T09:39:01.813306+09:00,1788482341,40093.94572056101,683343.2206163551,0.058673217953925806,5,0.0,complete,1788481620427,1788481961893,1418451.56539021,1665266.62909462,-0.080038138421933,47.9,48.1,0.41753653444676075,0.41753653444676075,0.0,0.0,complete_hourly_ordered,/v1/candles/minutes/60,120,False,19.480519480519476,46.2,2026-08-31T08:00:00,55.2,2026-09-02T13:00:00,D-2,12.86231884057971,78.88888888888889,False,True,-0.10582036241246817,-93.84300111939578,-82.73851638787261,0.2931788165404896,0.41753653444676075,0.0,0.028830906732024708,-0.021049032062737894,,-0.10582036241246817,-93.84300111939578,-82.73851638787261,0.2931788165404896,0.41753653444676075,0.0,0.028830906732024708,-0.021049032062737894,,-0.30621684741830135,-91.1286855976497,-44.82909570848601,-55.906862043761805,0.0,0.0,-0.2791264632956869,-0.8617735057058482,,,-49.81268982814158,,-55.17162035217723,0.0,0.0,-0.2791264632956869,-0.8617735057058482,,,-49.81268982814158,,-55.17162035217723,0.0,0.0,-0.2791264632956869,-0.8617735057058482,,-0.018284336326235474,-94.84805629694485,-93.24255595649201,-54.43919881138106,0.2083333333333437,0.0,-0.2791264632956869,-0.8617735057058482,,-0.10582036241246817,-611099.054279243,-3275431.3318575644,0.41753653444676075,723437.166336916,1654581.0556989978,0.4372328353725114,0.2083333333333437,False,True,falling,falling,sell_advantage_accelerating,accelerating,neutral,True,True,False,🔴 1차 급등 완료·상승분 반납 / 신규매수 금지,S3,🔴 1차 급등 완료·반납,당일/5D 급등 후 상승분 상당 부분 반납,S3,False,,,2026-09-04T00:10:00Z,33822114097-1
KRW-LSK,리스크,140.0,134.53333333333333,118.84,137.89166666666668,1.3561024610748484,-13.205430270391558,2.435486795189471,-1.2775333253889678,-1.5802281315013953,,,1.5412248058610902,,False,False,False,False,-93.7361668747181,-0.7042253521126751,13.0,A급,0.0,0.0032680844294787903,0.0,0.0,0.0,False,False,False,True,2026-09-04T09:39:01.813306+09:00,1788482341,47299.9999989,14329283.229060799,0.003300932729347708,13,0.0,complete,1788481599977,1788482298219,676665.27199955,4294411.40707601,-0.727759068836015,141.0,141.0,0.0,-0.7092198581560294,0.7092198581560284,,complete_hourly_ordered,/v1/candles/minutes/60,120,False,7.575757575757569,132.0,2026-09-03T08:00:00,142.0,2026-09-04T01:00:00,D0,1.4084507042253502,20.0,False,True,,136.49999999651024,,0.0032680844294787903,-0.7092198581560294,0.0,0.0,0.0,0.0,,136.49999999651024,,0.0032680844294787903,-0.7092198581560294,0.0,0.0,0.0,0.0,,373.00000002636693,,-2.7966130653896926,-0.7092198581560294,0.0,-0.07028572028020541,-1.6127059758948827,-0.9839666435233505,-6.46145781214261,-97.83532790748194,4139.432907998627,-2.7760148266229834,0.0,0.0,-0.019343285231809837,-1.6551210727543801,-1.023998463364914,-6.46145781214261,-97.83532790748194,4139.432907998627,-2.7760148266229834,0.0,0.0,-0.019343285231809837,-1.6551210727543801,-1.023998463364914,,,,-2.774913434826118,-0.7092198581560294,0.0,-0.07028572028020541,-1.6127059758948827,-0.9839666435233505,,27299.999999069998,14329283.229060799,-0.7092198581560294,14376583.229059698,896766.545975555,16.03157844544704,-0.7092198581560294,False,False,rising,rising,sell_advantage_weakening,accelerating,neutral,False,False,False,pass,S1,⚡ 선행 시동,가격 미급등 상태에서 선행조건 3개 개선,S1,False,,,2026-09-04T00:10:00Z,33822114097-1
KRW-0G,제로지,259.0,241.46666666666667,232.28,389.78333333333336,0.975745748536383,-3.9549968428907643,38.051054004361404,-1.6084804661894254,-1.5704223669535609,,,,,False,False,False,False,2465.847132855292,13.157894736842103,9.0,B급,0.0,1.831978293958855,-1.0,-0.08363534987454457,0.04733422754801353,False,True,False,False,2026-09-04T09:39:01.813306+09:00,1788482341,8614556.421663338,35152654.78557518,0.24506133247148956,42,0.0,complete,1788481450899,1788482300412,1281392.83918947,1307029.5921819,-0.00990439299308939,262.0,263.0,0.3816793893129722,-1.1450381679389277,1.520912547528517,400.00000000000296,complete_hourly_ordered,/v1/candles/minutes/60,120,False,61.261261261261254,222.0,2026-08-30T13:00:00,358.0,2026-09-01T11:00:00,D-3,27.6536312849162,72.79411764705881,True,True,-0.02701062879038904,-53.65524847924328,-48.5471358811221,1.831978293958855,0.3875968992248069,-1.0,-0.08363534987454457,0.04733422754801353,,-0.02701062879038904,-53.65524847924328,-48.5471358811221,1.831978293958855,0.3875968992248069,-1.0,-0.08363534987454457,0.04733422754801353,,-1.287292608485918,-64.61615748520929,121.25306337369182,-163.80005765508304,-1.1450381679389277,1.0,-0.5239712859854029,-1.3244477491350253,,0.022518144691409225,48.88506058923263,35.20434114269322,-161.53012506585947,-0.7662835249042099,1.0,-0.5239712859854029,-1.3244477491350253,,0.022518144691409225,48.88506058923263,35.20434114269322,-161.53012506585947,-0.7662835249042099,1.0,-0.5239712859854029,-1.3244477491350253,,-0.20851725523984324,-64.84887253936371,-34.93955741911523,-159.6212096725394,-0.38461538461538325,1.0,-0.5239712859854029,-1.3244477491350253,,-0.02701062879038904,-9973430.651274318,-33167457.97696738,0.3875968992248069,43767211.20723852,22095341.52401458,1.9808343383002074,-0.38461538461538325,False,True,falling,falling,sell_advantage_accelerating,accelerating,neutral,True,True,False,🔴 1차 급등 완료·상승분 반납 / 신규매수 금지,S3,🔴 1차 급등 완료·반납,당일/5D 급등 후 상승분 상당 부분 반납,S3,False,,,2026-09-04T00:10:00Z,33822114097-1
KRW-BORA,보라,31.3,30.353333333333335,30.05,37.45666666666667,0.7746790615316579,-1.009428729894624,18.96413633532082,-1.2430530407205622,-1.1393897722982476,,,,,True,False,False,False,-73.15699388236787,5.0167224080267525,8.0,B급,0.31948881789136685,0.2494821576715367,0.0,0.022133687472347674,-0.015995820329163024,False,False,False,False,2026-09-04T09:39:01.813306+09:00,1788482341,1280083.2843941709,4561534.81454616,0.2806255649550556,24,0.0,complete,1788481820048,1788482334181,3093812.25101256,6261413.16584784,-0.3385916184474283,31.2,31.4,0.6410256410256387,0.3205128205128194,0.31847133757961105,50.0,complete_hourly_ordered,/v1/candles/minutes/60,120,False,9.965635738831601,29.1,2026-08-31T09:00:00,32.0,2026-09-03T11:00:00,D-1,2.187499999999998,24.137931034482698,False,True,-1.3757437965476893,-64.71799582499314,108.24913345743448,0.2494821576715367,0.0,0.0,0.022133687472347674,-0.015995820329163024,,-1.3757437965476893,-64.71799582499314,108.24913345743448,0.2494821576715367,0.0,0.0,0.022133687472347674,-0.015995820329163024,,0.2806255649550556,,1451.5530054850506,-40.80905270138668,0.3205128205128194,1.0,-0.2541735441493831,-1.0358636646791801,,-49.311449436327266,-17.00239559681933,14567.314516225597,-40.71672535247709,0.6430868167202508,1.0,-0.27653990514246996,-1.0199242345138195,,-49.311449436327266,-17.00239559681933,14567.314516225597,-40.71672535247709,0.6430868167202508,1.0,-0.27653990514246996,-1.0199242345138195,,0.266946650980031,1451.2293123031632,-24.386317683031034,-40.672026577412566,0.0,1.0,-0.27653990514246996,-1.0199242345138195,,-1.3757437965476893,-2348064.5896457015,2371112.823917073,0.0,5841618.0989403315,2374500.864358159,2.460145703303146,0.0,False,False,falling,rising,sell_advantage_accelerating,accelerating,neutral,False,False,False,pass,S0,🌱 초발사 준비,발사 구조 관찰 또는 초기 준비,S0,False,,,2026-09-04T00:10:00Z,33822114097-1
KRW-PUNDIX,펀디엑스,132.0,124.66666666666667,115.06,145.14166666666668,0.9719222462203136,-8.349267049075847,14.106907044841252,-1.0468568723959777,-1.3763461621576485,,,10.24953418893279,,False,False,False,False,65.74681215042682,5.645161290322576,12.0,A급,0.7692307692307665,5.631752643983219,0.0,0.16198704103673744,-0.12302289658518895,False,False,False,False,2026-09-04T09:39:01.813306+09:00,1788482341,27106670.959877327,17416221.28168788,1.5564036837530524,49,0.0,complete,1788481459187,1788482338743,1598387.40514226,2401936.88766708,-0.2008710853690576,128.0,132.0,3.125,3.125,0.0,0.0,complete_hourly_ordered,/v1/candles/minutes/60,120,False,19.999999999999996,120.0,2026-09-02T03:00:00,144.0,2026-09-03T19:00:00,D-1,8.333333333333337,49.99999999999994,False,False,-1.0297828148188475,-48.739463110408266,-14.823313644608982,5.631752643983219,1.538461538461533,0.0,0.16198704103673744,-0.12302289658518895,-0.2775740409723859,-1.0297828148188475,-48.739463110408266,-14.823313644608982,5.631752643983219,1.538461538461533,0.0,0.16198704103673744,-0.12302289658518895,-0.2775740409723859,-1.9431588709276126,135433.35479938664,304645.77920713706,108.21698680255193,3.937007874015741,1.0,-0.22960697278568976,-1.2860499781597152,-1.000399052500951,1.5455208520940855,84608.34674961664,492.30563857477125,108.27359499558833,3.125,1.0,-0.17499200828543504,-1.3268829094966463,-1.097969859300001,1.5455208520940855,84608.34674961664,492.30563857477125,108.27359499558833,3.125,1.0,-0.17499200828543504,-1.3268829094966463,-1.097969859300001,1.5285006543262267,13453.335480019305,142.98266746496847,108.37636769924757,3.937007874015741,1.0,-0.2842219372859667,-1.2452217075842817,-0.9039969862455344,-1.0297828148188475,-25773522.273879535,-3030948.039997723,1.538461538461533,44522892.24156521,11879537.447015682,3.747864126877266,3.937007874015741,False,False,falling,falling,buy_advantage_weakening,accelerating,neutral,False,True,False,pass,S2,🚀 발사 진행,가격 상승 초입과 실제 매수수급·구조 동반,S1,True,가격 상승 초입과 실제 매수수급·구조 동반,2026-09-04T09:39:01.813306+09:00,2026-09-04T00:10:00Z,33822114097-1
KRW-USD1,월드리버티파이낸셜유에스디,1367.0,1380.4,1416.32,1463.0166666666667,-0.0530964908046494,2.5361500225937537,5.647007894646898,-0.04720799500216799,0.030674931081822975,,,,,False,False,False,False,-34.36703304313957,-1.7959770114942541,5.0,관찰,0.07320644216690653,0.2176131161890993,0.0,0.004826953709535786,-0.004019383621066019,False,False,False,False,2026-09-04T09:39:01.813306+09:00,1788482341,32812.93351667,0.0,,2,0.0,complete,1788481841530,1788481920592,32999.67534403,27029.81550511,0.09944878349747868,1366.0,1367.0,0.07320644216690653,0.07320644216690653,0.0,0.0,complete_hourly_ordered,/v1/candles/minutes/60,120,False,0.9454545454545382,1375.0,2026-09-01T04:00:00,1388.0,2026-09-02T07:00:00,D-2,1.5129682997118143,161.53846153846217,False,True,,-17.96766613334746,,0.2176131161890993,0.07320644216690653,0.0,0.004826953709535786,-0.004019383621066019,,,-17.96766613334746,,0.2176131161890993,0.07320644216690653,0.0,0.004826953709535786,-0.004019383621066019,,,63.94447385690067,-100.0,9.990281906082856,0.07320644216690653,0.0,0.0047990078203330455,-0.015947225238345908,,,,,10.069480901263177,0.29347028613353476,0.0,0.009623632705735297,-0.019964274286362382,,,,,10.069480901263177,0.29347028613353476,0.0,0.009623632705735297,-0.019964274286362382,,,63.88483791920012,,10.440278608455777,-0.21897810218978186,0.0,-0.02414874149216928,0.008154108656942327,,,-7187.066446770004,0.0,0.07320644216690653,32812.93351667,39999.99997422,0.8203233384454482,-0.21897810218978186,False,False,falling,flat_or_na,buy_only,accelerating,neutral,False,False,False,pass,S0,🌱 초발사 준비,발사 구조 관찰 또는 초기 준비,S0,False,,,2026-09-04T00:10:00Z,33822114097-1
KRW-BAT,베이직어텐션토큰,97.8,95.58,96.916,122.30666666666666,0.4554372197309364,1.3785133517685404,21.852174861005118,-1.1662440832837653,-0.8676386215260627,1.1820110142699234,,,,False,False,False,False,-23.735451695193,5.1724137931034475,6.0,관찰,0.411522633744843,0.2275628241822929,0.0,0.028026905829614535,-0.019673821233034516,False,False,False,False,2026-09-04T09:39:01.813306+09:00,1788482341,1021235.49999849,1249872.948121675,0.8170714483685847,8,0.0,complete,1788481533695,1788482276483,324828.30345838,690034.48606619,-0.3598576934512469,97.2,97.8,0.6172839506172867,0.6172839506172867,0.0,0.0,complete_hourly_ordered,/v1/candles/minutes/60,120,False,8.306010928961749,91.5,2026-08-31T08:00:00,99.1,2026-09-04T04:00:00,D0,1.3118062563067578,17.1052631578947,False,False,,10112.355000601727,,0.2275628241822929,0.6172839506172867,0.0,0.028026905829614535,-0.019673821233034516,,,10112.355000601727,,0.2275628241822929,0.6172839506172867,0.0,0.028026905829614535,-0.019673821233034516,,-1.926220275220809,-82.59808165719369,-41.573605760283606,-4.567093042727365,0.6172839506172867,0.0,-0.2999457665027405,-0.6626196446683679,,-1.8039068490368382,-59.17592742465476,30.954286121886398,-3.733775053439448,1.0330578512396604,0.0,-0.26464749611798677,-0.6871371032696949,,-1.8039068490368382,-59.17592742465476,30.954286121886398,-3.733775053439448,1.0330578512396604,0.0,-0.26464749611798677,-0.6871371032696949,,-1.1295318600928317,-74.06655875796007,-38.21577951066533,-2.740214986289402,1.0330578512396604,0.0,-0.2717071501949331,-0.6822334784362063,,,1011235.4999990939,1249872.948121675,0.6172839506172867,2271108.448120165,1152457.344079162,1.970665951141844,1.0330578512396604,False,False,rising,rising,sell_advantage_weakening,accelerating,neutral,False,False,False,pass,S0,🌱 초발사 준비,발사 구조 관찰 또는 초기 준비,S0,False,,,2026-09-04T00:10:00Z,33822114097-1
KRW-HUNT,헌트,124.0,119.86666666666666,115.18,125.83333333333333,0.841278743690399,-4.068993459512635,4.741721854304638,-0.863434480044163,-0.9978570829226712,,,4.7519047922337565,,False,False,False,False,132.33664746404568,6.896551724137923,14.0,A급,0.0,1.5272674756024855,0.0,-0.0560852495793851,0.046668546576674075,True,False,False,False,2026-09-04T09:39:01.813306+09:00,1788482341,704962.04687388,2659309.8426848403,0.2650921060639365,7,0.0,complete,1788481564810,1788482163935,2215638.58489488,3517560.41509453,-0.22708470963628763,124.0,125.0,0.8064516129032251,0.0,0.8,100.0,complete_hourly_ordered,/v1/candles/minutes/60,120,False,12.280701754385959,114.0,2026-08-31T18:00:00,128.0,2026-09-03T13:00:00,D-1,3.125,28.571428571428502,False,True,-0.044875280225212144,87.52735458340553,119.27233074196901,1.5272674756024855,0.0,0.0,-0.0560852495793851,0.046668546576674075,0.09037160119313459,-0.044875280225212144,87.52735458340553,119.27233074196901,1.5272674756024855,0.0,0.0,-0.0560852495793851,0.046668546576674075,0.09037160119313459,-9.011675261130454,42.71440134149665,4894.220012247995,44.06491920456449,-0.8000000000000007,0.0,-0.12134866287811796,-0.9820058390198847,-1.63528088093324,,,,45.78935389950621,-1.5873015873015928,-1.0,-0.17797380444097843,-0.9353649211893797,-1.5179677394017599,,,,45.78935389950621,-1.5873015873015928,-1.0,-0.17797380444097843,-0.9353649211893797,-1.5179677394017599,,27.865637411185705,,45.78935389950621,-1.5873015873015928,-1.0,-0.17797380444097843,-0.9353649211893797,-1.5179677394017599,-0.044875280225212144,329037.13264471997,1446521.2369878404,0.0,3364271.8895587204,1973070.8008602401,1.7050943575323956,-1.5873015873015928,False,True,rising,rising,sell_advantage_accelerating,accelerating,neutral,False,False,False,pass,S1,⚡ 선행 시동,가격 미급등 상태에서 선행조건 3개 개선,S1,False,,,2026-09-04T00:10:00Z,33822114097-1
KRW-PENGU,펏지펭귄,11.9,12.486666666666668,9.9248,10.536416666666666,1.090241796200364,-25.81277876296418,-18.509613483394915,-1.2137655106768246,-2.1485723991472647,,,,,False,False,False,False,-24.275549297841238,-0.8333333333333304,9.0,B급,0.0,0.18582226272081215,0.0,0.0,0.0,False,False,False,False,2026-09-04T09:39:01.813306+09:00,1788482341,5315116.591078659,1466897.551224424,3.62337273427317,14,0.0,complete,1788481472108,1788482349092,70232738.74107516,82239297.25671612,-0.0787459709386637,11.9,11.9,0.0,0.0,0.0,,complete_hourly_ordered,/v1/candles/minutes/60,120,False,10.71428571428572,11.2,2026-09-02T19:00:00,12.4,2026-09-04T00:00:00,D0,4.0322580645161255,41.6666666666667,False,False,3.459169187572165,1746.4190299911133,-16.324216232866128,0.18582226272081215,0.0,0.0,0.0,0.0,,3.459169187572165,1746.4190299911133,-16.324216232866128,0.18582226272081215,0.0,0.0,0.0,0.0,,-9.966706413623145,-83.88173837993831,-39.545703076258896,0.5158862840799792,0.0,1.0,-0.5667317580627884,-1.5832840758992788,,3.5833363504096583,374.5957623125521,-94.75596370745642,1.1903756488919264,0.0,1.0,-0.6215984320450119,-1.5294041394287454,,3.5833363504096583,374.5957623125521,-94.75596370745642,1.1903756488919264,0.0,1.0,-0.6215984320450119,-1.5294041394287454,,3.50138406324684,-48.73866273611361,-98.27417633612338,2.0019150458783095,0.0,1.0,-0.6215984320450119,-1.5294041394287454,,3.459169187572165,5027255.791078984,-286175.4230386403,0.0,6782014.142303083,40564379.526913196,0.16719136891526787,0.0,False,False,rising,falling,buy_advantage_accelerating,accelerating,leading_buy_inflow,False,False,False,pass,S0,🌱 초발사 준비,발사 구조 관찰 또는 초기 준비,S0,False,,,2026-09-04T00:10:00Z,33822114097-1
