market,name,price,ma15,ma50,ma120,slope15,gap50,gap120,conv50,conv120,f50up,f50down,f120up,f120down,golden_now,dead_now,up120_now,down120_now,value_accel_pct,ret5_pct,launch_score,launch_grade,delta_price_pct,delta_value_accel_pct,delta_launch_score,delta_slope15,delta_gap120,flag_score14,flag_value300,flag_ankr_like,flag_early_ignition,snapshot_kst,snapshot_epoch,bid_trade_value_15m,ask_trade_value_15m,buy_sell_ratio_15m,trade_count_15m,trade_unknown_value_15m,trade_coverage_15m,trade_oldest_timestamp,trade_newest_timestamp,total_bid_size,total_ask_size,orderbook_imbalance,day_open,day_high,day_high_return_pct,current_day_return_pct,drawdown_from_day_high_pct,gain_retrace_pct,path_5d_status,path_5d_source,path_5d_points,stage_provisional,max_rally_5d_pct,max_rally_5d_base_price,max_rally_5d_base_time_kst,high_5d,high_5d_time_kst,max_rally_day,drawdown_from_5d_high_pct,gain_retrace_5d_pct,post_surge_higher_low,higher_low,buy_sell_ratio_change_15m,bid_trade_value_change_15m,ask_trade_value_change_15m,value_accel_change_15m,price_change_15m,launch_score_change_15m,slope15_change_15m,gap120_change_15m,f120up_change_15m,buy_sell_ratio_change_30m,bid_trade_value_change_30m,ask_trade_value_change_30m,value_accel_change_30m,price_change_30m,launch_score_change_30m,slope15_change_30m,gap120_change_30m,f120up_change_30m,buy_sell_ratio_change_45m,bid_trade_value_change_45m,ask_trade_value_change_45m,value_accel_change_45m,price_change_45m,launch_score_change_45m,slope15_change_45m,gap120_change_45m,f120up_change_45m,buy_sell_ratio_change_60m,bid_trade_value_change_60m,ask_trade_value_change_60m,value_accel_change_60m,price_change_60m,launch_score_change_60m,slope15_change_60m,gap120_change_60m,f120up_change_60m,buy_sell_ratio_change_90m,bid_trade_value_change_90m,ask_trade_value_change_90m,value_accel_change_90m,price_change_90m,launch_score_change_90m,slope15_change_90m,gap120_change_90m,f120up_change_90m,buy_sell_ratio_change_120m,bid_trade_value_change_120m,ask_trade_value_change_120m,value_accel_change_120m,price_change_120m,launch_score_change_120m,slope15_change_120m,gap120_change_120m,f120up_change_120m,delta_buy_sell_ratio,delta_bid_trade_value_15m,delta_ask_trade_value_15m,delta_price_pct_15m,trade_value_15m,normal_trade_value_15m_median,trade_value_anomaly_ratio,surge_return_from_120m,surge_success_15_120m,signal_failure_120m,buy_pressure_trend,sell_pressure_trend,buy_sell_state,value_accel_direction,flow_signal,first_surge_retrace_gate,first_surge_retrace_seen,second_ignition_reentry,candidate_gate,stage,stage_label,stage_reason,stage_previous,stage_changed,stage_change_reason,stage_change_kst,scan_cycle,scan_run_id
KRW-WAXP,왁스,6.07,5.900666666666667,5.6062,6.735916666666666,0.22647491790284136,-5.252518045497247,12.399945565438994,-0.7526477878042022,-1.120661804089068,,,11.064841792763977,,False,False,False,False,32.39437658768358,2.0168067226890685,11.0,A급,-0.1644736842105199,0.01604736672804563,0.0,-0.011323745895142068,0.008813340577534134,False,False,False,False,2026-09-06T04:31:02.697669+09:00,1788636662,0.0,1108665.184928975,0.0,11,0.0,complete,1788635856894,1788636365372,11593223.50756242,12666920.96631641,-0.044257669607452345,6.06,6.09,0.4950495049504955,0.16501650165017256,0.3284072249589421,66.66666666666518,complete_hourly_ordered,/v1/candles/minutes/60,120,False,14.436619718309874,5.68,2026-09-02T10:00:00,6.5,2026-09-03T10:00:00,D-3,6.615384615384611,52.4390243902439,False,True,,-100.0,,0.01604736672804563,-0.1644736842105199,0.0,-0.011323745895142068,0.008813340577534134,0.025228409670317475,,-100.0,,0.01604736672804563,-0.1644736842105199,0.0,-0.011323745895142068,0.008813340577534134,0.025228409670317475,,,,0.023419173867679888,0.16501650165017256,0.0,0.011323745895142068,-0.008813558648586906,-0.025308524475113003,,,,0.023419173867679888,0.16501650165017256,0.0,0.011323745895142068,-0.008813558648586906,-0.025308524475113003,,-100.0,,0.023568631810967133,-0.3284072249589376,0.0,-0.022647491790284136,0.01762646309217253,0.05037708434317878,,-100.0,,0.023568631810967133,-0.3284072249589376,0.0,-0.022647491790284136,0.01762646309217253,0.05037708434317878,,-82797.44,1108665.184928975,-0.1644736842105199,1108665.184928975,3186530.8893734873,0.3479223090622394,-0.3284072249589376,False,True,falling,rising,sell_only,accelerating,neutral,False,False,False,pass,S0,🌱 초발사 준비,발사 구조 관찰 또는 초기 준비,S1,True,발사 구조 관찰 또는 초기 준비,2026-09-06T04:31:02.697669+09:00,2026-09-05T19:10:00Z,33986816004-1
KRW-CARV,카브,48.0,46.419999999999995,43.656000000000006,56.505833333333335,0.07185972980741084,-6.331317573758448,17.849189611692022,-0.6206644491592793,-0.9361194962145583,,,,,False,False,False,False,35.80409405024187,-0.6211180124223503,8.0,B급,-0.20790020790021346,0.08169419445849257,0.0,-0.014371945961477728,0.010586497015278695,False,False,False,False,2026-09-06T04:31:02.697669+09:00,1788636662,0.0,0.0,,0,0.0,complete,,,3945693.15219267,1831953.00569035,0.36584797489170096,47.1,48.5,2.972399150743099,1.9108280254777066,1.0309278350515463,35.714285714285715,complete_hourly_ordered,/v1/candles/minutes/60,120,False,16.455696202531644,47.4,2026-09-02T03:00:00,55.2,2026-09-02T13:00:00,D-4,13.043478260869568,92.30769230769226,False,True,,-100.0,,0.08169419445849257,-0.20790020790021346,0.0,-0.014371945961477728,0.010586497015278695,,,-100.0,,0.08169419445849257,-0.20790020790021346,0.0,-0.014371945961477728,0.010586497015278695,,,,,0.08169419445849257,-0.20790020790021346,0.0,-0.014371945961477728,0.010586497015278695,,,,,0.08169419445849257,-0.20790020790021346,0.0,-0.014371945961477728,0.010586497015278695,,,,,0.09564524876152802,-0.4149377593361092,0.0,-0.02874389192297766,0.02117268178595566,,,,,0.09564524876152802,-0.4149377593361092,0.0,-0.02874389192297766,0.02117268178595566,,,-1029526.3776779801,0.0,-0.20790020790021346,0,1845271.964485406,0.0,-0.4149377593361092,False,False,falling,flat_or_na,unavailable,accelerating,neutral,True,True,False,🔴 1차 급등 완료·상승분 반납 / 신규매수 금지,S3,🔴 1차 급등 완료·반납,당일/5D 급등 후 상승분 상당 부분 반납,S3,False,,,2026-09-05T19:10:00Z,33986816004-1
KRW-LSK,리스크,139.0,135.46666666666667,119.08,137.36666666666667,0.7936507936507908,-13.761056992498045,1.3831594273234693,-1.0968248934806362,-1.462609107684116,,,0.9456794847350249,,False,False,False,False,-82.04745230258565,0.0,12.0,A급,0.0,0.0,0.0,0.0,0.0,False,False,False,False,2026-09-06T04:31:02.697669+09:00,1788636662,0.0,0.0,,0,0.0,complete,,,954625.24783499,4047134.74171052,-0.6182842640069448,139.0,140.0,0.7194244604316502,0.0,0.7142857142857143,100.0,complete_hourly_ordered,/v1/candles/minutes/60,120,False,7.575757575757569,132.0,2026-09-03T08:00:00,142.0,2026-09-04T01:00:00,D-2,2.1126760563380254,30.0,False,True,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,-100.0,,0.007725148172070817,0.0,0.0,0.0,0.0,0.0,,-100.0,,0.007725148172070817,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,1024085.65139158,0.0,0.0,False,False,flat_or_na,flat_or_na,unavailable,flat_or_na,neutral,False,False,False,pass,S0,🌱 초발사 준비,발사 구조 관찰 또는 초기 준비,S0,False,,,2026-09-05T19:10:00Z,33986816004-1
KRW-0G,제로지,271.0,244.26666666666668,232.4,385.1333333333333,0.8532892925956714,-5.106138841078603,36.57607754890081,-1.423229645752207,-1.5016530251997344,,,,,False,False,False,False,-28.590976644453747,-13.183279742765276,7.0,B급,0.3717472118959009,0.021468659462154704,0.0,0.055050922102961586,-0.031876750662092945,False,False,False,False,2026-09-06T04:31:02.697669+09:00,1788636662,12463573.441717759,650174.3309044,19.16958706195119,16,0.0,complete,1788635902786,1788636660813,1390090.7773085,1667549.24166088,-0.09074268476048442,269.0,276.0,2.6022304832713727,0.743494423791824,1.8115942028985508,71.4285714285713,complete_hourly_ordered,/v1/candles/minutes/60,120,False,21.355932203389827,295.0,2026-09-01T05:00:00,358.0,2026-09-01T11:00:00,D-4,24.301675977653638,138.09523809523813,False,True,19.08410407416075,235.44155841991667,-98.50416461501504,0.021468659462154704,0.743494423791824,0.0,0.055050922102961586,-0.031876750662092945,,19.08410407416075,235.44155841991667,-98.50416461501504,0.021468659462154704,0.743494423791824,0.0,0.055050922102961586,-0.031876750662092945,,18.178093045769618,-74.04407608137555,-98.65750142835049,0.13393629615219282,1.1194029850746245,0.0,0.055050922102961586,-0.031876750662092945,,18.178093045769618,-74.04407608137555,-98.65750142835049,0.13393629615219282,1.1194029850746245,0.0,0.055050922102961586,-0.031876750662092945,,19.018047526312838,138.75031543430438,-98.11262956173756,0.30127864627301904,2.264150943396226,0.0,0.13762730525737066,-0.07969705022060225,,19.018047526312838,138.75031543430438,-98.11262956173756,0.30127864627301904,2.264150943396226,0.0,0.13762730525737066,-0.07969705022060225,,19.08410407416075,8748001.19705407,-42815459.48353693,0.743494423791824,13113747.772622159,26927235.34787353,0.4870068391056627,2.264150943396226,False,False,rising,falling,buy_advantage_accelerating,accelerating,neutral,True,True,True,⚡ 2차 시동/재점화,S4,⚡ 2차 시동·재점화,Higher Low·BID 증가·ASK 감소·ratio 및 거래대금 재가속 확인,S3,True,Higher Low·BID 증가·ASK 감소·ratio 및 거래대금 재가속 확인,2026-09-06T04:31:02.697669+09:00,2026-09-05T19:10:00Z,33986816004-1
KRW-BORA,보라,32.0,30.48,29.982,37.27166666666667,0.41730726993189915,-1.660996597958779,18.222063229441492,-1.1211228527934887,-1.0661782854608515,,,,,False,False,False,False,-64.62940487730326,7.0234113712374535,8.0,B급,0.0,0.00014557671464388022,1.0,0.06589062156818759,-0.04817803344339211,False,False,False,False,2026-09-06T04:31:02.697669+09:00,1788636662,0.0,0.0,,0,0.0,complete,,,3366372.70205023,5130551.11707162,-0.2076255422051926,31.3,32.7,4.472843450479247,2.2364217252396124,2.1406727828746264,50.00000000000024,complete_hourly_ordered,/v1/candles/minutes/60,120,False,10.84745762711865,29.5,2026-09-01T02:00:00,32.7,2026-09-05T09:00:00,D-1,2.140672782874631,21.875000000000057,True,True,,-100.0,,0.00014557671464388022,0.0,1.0,0.06589062156818759,-0.04817803344339211,,,-100.0,,0.00014557671464388022,0.0,1.0,0.06589062156818759,-0.04817803344339211,,,,-100.0,0.04048876777807209,0.31347962382446415,1.0,0.021963540522706992,-0.016058626343859572,,,,-100.0,0.04048876777807209,0.31347962382446415,1.0,0.021963540522706992,-0.016058626343859572,,,,-100.0,0.14338059220358446,0.31347962382446415,1.0,0.021963540522706992,-0.016058626343859572,,,,-100.0,0.14338059220358446,0.31347962382446415,1.0,0.021963540522706992,-0.016058626343859572,,,-9999.99999972,0.0,0.0,0,1999568.3481684672,0.0,0.31347962382446415,False,False,falling,flat_or_na,unavailable,accelerating,neutral,False,False,False,pass,S0,🌱 초발사 준비,발사 구조 관찰 또는 초기 준비,S0,False,,,2026-09-05T19:10:00Z,33986816004-1
KRW-PUNDIX,펀디엑스,133.0,125.4,115.32,144.25833333333333,0.5344735435595993,-8.740894901144653,13.072612789555766,-0.894596155737279,-1.3291789366233602,,,9.835103784269535,,False,False,False,False,398.8045982560102,7.258064516129026,13.0,A급,0.7575757575757569,0.28105162009654805,0.0,0.05344735435597325,-0.04119425839339996,False,True,False,False,2026-09-06T04:31:02.697669+09:00,1788636662,0.0,0.0,,0,0.0,complete,,,1079920.58264159,2513633.18243672,-0.39896790016828565,132.0,135.0,2.2727272727272707,0.7575757575757569,1.4814814814814816,66.66666666666666,complete_hourly_ordered,/v1/candles/minutes/60,120,False,19.999999999999996,120.0,2026-09-02T03:00:00,144.0,2026-09-03T19:00:00,D-3,7.638888888888884,45.83333333333329,False,False,,,-100.0,0.28105162009654805,0.7575757575757569,0.0,0.05344735435597325,-0.04119425839339996,-0.0925282085913377,,,-100.0,0.28105162009654805,0.7575757575757569,0.0,0.05344735435597325,-0.04119425839339996,-0.0925282085913377,,,,0.45201245545592883,0.7575757575757569,0.0,0.05344735435597325,-0.04119425839339996,-0.0925282085913377,,,,0.45201245545592883,0.7575757575757569,0.0,0.05344735435597325,-0.04119425839339996,-0.0925282085913377,,-100.0,,3.2067133493851543,0.0,0.0,0.0,0.0,0.0,,-100.0,,3.2067133493851543,0.0,0.0,0.0,0.0,0.0,,0.0,-824299.93698756,0.7575757575757569,0,12756900.955445485,0.0,0.0,False,True,flat_or_na,falling,unavailable,accelerating,neutral,False,True,False,pass,S1,⚡ 선행 시동,가격 미급등 상태에서 선행조건 4개 개선,S0,True,가격 미급등 상태에서 선행조건 4개 개선,2026-09-06T04:31:02.697669+09:00,2026-09-05T19:10:00Z,33986816004-1
KRW-USD1,월드리버티파이낸셜유에스디,1363.0,1380.2,1414.18,1462.15,-0.033800096571712235,2.402805866297078,5.604760113531446,-0.08284686697347769,-0.0003490198577798864,,,,,False,False,False,False,-18.549259736734413,-0.8701957940536631,7.0,B급,0.0,0.011560942930312734,2.0,0.014485755673587786,-0.012064713347241351,False,False,False,False,2026-09-06T04:31:02.697669+09:00,1788636662,0.0,325756.9999999999,0.0,11,0.0,complete,1788636540376,1788636540376,40697.42464742,23968.01277611,0.25870716317497017,1371.0,1372.0,0.07293946024800047,-0.5835156819839482,0.6559766763848397,899.999999999924,complete_hourly_ordered,/v1/candles/minutes/60,120,False,0.9454545454545382,1375.0,2026-09-01T04:00:00,1388.0,2026-09-02T07:00:00,D-4,1.8011527377521652,192.30769230769266,True,True,,-100.0,,0.011560942930312734,-0.2926115581565525,2.0,0.014485755673587786,-0.012064713347241351,,,-100.0,,0.011560942930312734,-0.2926115581565525,2.0,0.014485755673587786,-0.012064713347241351,,-0.057575450164979565,-100.0,87.5560592942749,0.11184885401325317,-0.07331378299120228,0.0,0.0,0.0,,-0.057575450164979565,-100.0,87.5560592942749,0.11184885401325317,-0.07331378299120228,0.0,0.0,0.0,,,-100.0,,4.707118108270947,-0.3654970760233911,0.0,-0.004828585224525561,0.004021479434592301,,,-100.0,,4.707118108270947,-0.3654970760233911,0.0,-0.004828585224525561,0.004021479434592301,,,-10021.99412243,325756.9999999999,-0.2926115581565525,325756.9999999999,39999.99996344,8.143925007443544,-0.3654970760233911,False,False,falling,rising,sell_only,accelerating,neutral,False,False,False,pass,S0,🌱 초발사 준비,발사 구조 관찰 또는 초기 준비,S0,False,,,2026-09-05T19:10:00Z,33986816004-1
KRW-BAT,베이직어텐션토큰,97.6,95.5,96.522,121.75916666666667,-0.06278777731268947,1.0588259671370315,21.566480278692232,-0.9168386187616926,-0.6987757498868639,1.1548662386921604,,,,False,False,False,False,13.787883787895282,4.162219850586979,5.0,관찰,0.0,0.0074803390051272345,0.0,0.0,0.0,False,False,False,False,2026-09-06T04:31:02.697669+09:00,1788636662,0.0,32832.64,0.0,1,0.0,complete,1788636331272,1788636331272,927025.57914112,812951.30566312,0.06556079823487664,97.1,98.6,1.5447991761071034,0.5149330587023604,1.0141987829614605,66.66666666666714,complete_hourly_ordered,/v1/candles/minutes/60,120,False,7.36728060671723,92.3,2026-09-03T10:00:00,99.1,2026-09-04T04:00:00,D-2,1.5136226034308753,22.058823529411747,True,True,,,,0.0074803390051272345,0.0,0.0,0.0,0.0,,,,,0.0074803390051272345,0.0,0.0,0.0,0.0,,0.0,,-93.56179518738449,0.065573699055399,0.0,0.0,0.0,0.0,,0.0,,-93.56179518738449,0.065573699055399,0.0,0.0,0.0,0.0,,,-100.0,,0.12765411982114117,-0.2044989775051187,0.0,-0.013952839402819883,0.009876827938370525,,,-100.0,,0.12765411982114117,-0.2044989775051187,0.0,-0.013952839402819883,0.009876827938370525,,,0.0,32832.64,0.0,32832.64,1142061.3517980129,0.02874857812875787,-0.2044989775051187,False,False,flat_or_na,rising,sell_only,accelerating,neutral,False,False,False,pass,S0,🌱 초발사 준비,발사 구조 관찰 또는 초기 준비,S0,False,,,2026-09-05T19:10:00Z,33986816004-1
KRW-HUNT,헌트,122.0,120.06666666666666,115.2,125.525,0.2783964365256075,-4.224537037037032,4.348403372502165,-0.7402894778862669,-0.9024613742901135,,,4.818381701845876,,False,False,False,False,187.56240824357863,5.1724137931034475,13.0,A급,0.0,0.002668462979386277,0.0,0.0,0.0,False,False,False,False,2026-09-06T04:31:02.697669+09:00,1788636662,15264.84763546,0.0,,1,0.0,complete,1788635960750,1788635960750,1720311.92526639,3478686.99892119,-0.33821416378338104,122.0,123.0,0.8196721311475308,0.0,0.8130081300813009,100.0,complete_hourly_ordered,/v1/candles/minutes/60,120,False,10.344827586206895,116.0,2026-09-01T07:00:00,128.0,2026-09-03T13:00:00,D-3,4.6875,50.0,False,True,,,,0.002668462979386277,0.0,0.0,0.0,0.0,0.0,,,,0.002668462979386277,0.0,0.0,0.0,0.0,0.0,,,,0.8924799404467478,0.0,0.0,0.0,0.0,0.0,,,,0.8924799404467478,0.0,0.0,0.0,0.0,0.0,,47.42947302570721,-100.0,1.2410461401814814,0.8264462809917328,0.0,0.0,0.0,0.0,,47.42947302570721,-100.0,1.2410461401814814,0.8264462809917328,0.0,0.0,0.0,0.0,,15264.84763546,0.0,0.0,15264.84763546,1896606.47481025,0.008048505495578466,0.8264462809917328,False,False,rising,flat_or_na,buy_only,accelerating,neutral,False,False,False,pass,S1,⚡ 선행 시동,가격 미급등 상태에서 선행조건 3개 개선,S0,True,가격 미급등 상태에서 선행조건 3개 개선,2026-09-06T04:31:02.697669+09:00,2026-09-05T19:10:00Z,33986816004-1
KRW-PENGU,펏지펭귄,11.9,12.426666666666668,9.9778,10.503083333333333,-0.21413276231263545,-24.543152465139283,-18.314463213183448,-0.5726168095800912,-1.5438828867105712,,,,,False,False,False,False,9.42362785777371,-1.6528925619834656,7.0,B급,0.8474576271186418,0.05470007178214331,0.0,0.053533190578169965,-0.05409043592143448,False,False,False,False,2026-09-06T04:31:02.697669+09:00,1788636662,99999.999999907,0.0,,1,0.0,complete,1788635972931,1788635972931,64480050.63989985,112473432.85455249,-0.27122033015053515,11.4,11.9,4.385964912280693,4.385964912280693,0.0,0.0,complete_hourly_ordered,/v1/candles/minutes/60,120,False,10.71428571428572,11.2,2026-09-02T19:00:00,12.4,2026-09-04T00:00:00,D-2,4.0322580645161255,41.6666666666667,False,False,,393.6530324290907,-100.0,0.05470007178214331,0.8474576271186418,0.0,0.053533190578169965,-0.05409043592143448,,,393.6530324290907,-100.0,0.05470007178214331,0.8474576271186418,0.0,0.053533190578169965,-0.05409043592143448,,,-93.34985747777526,,0.21487218475839853,0.0,0.0,0.0,0.0,,,-93.34985747777526,,0.21487218475839853,0.0,0.0,0.0,0.0,,,-99.47536380105069,-100.0,0.4044355598507252,0.8474576271186418,0.0,0.053533190578169965,-0.05409043592143448,,,-99.47536380105069,-100.0,0.4044355598507252,0.8474576271186418,0.0,0.053533190578169965,-0.05409043592143448,,,79742.857142333,-24188119.48808188,0.8474576271186418,99999.999999907,35287138.539326385,0.0028338937114002656,0.8474576271186418,False,False,rising,falling,buy_only,accelerating,neutral,False,False,False,pass,S0,🌱 초발사 준비,발사 구조 관찰 또는 초기 준비,S0,False,,,2026-09-05T19:10:00Z,33986816004-1
