case_label,market,cycle_id,t_kst,t_price,t_value_x,stage2_kst,stage2_price,stage2_current_value_x,stage2_bid_krw,stage2_ask_krw,stage2_net_krw,stage2_bid_count,stage2_prev_bid_krw,stage4_kst,stage4_start,stage4_high,stage4_last,stage4_high_ticks,stage4_last_ticks,stage4_rise_pct,stage4_t_ticks,stage4_trades10,stage5_kst,stage5_price,stage5_current_value_x,stage5_bid_krw,stage5_ask_krw,stage5_net_krw,stage5_bid_share,stage6_kst,stage6_price,stage5_to_6_sec,reset_kst,reset_reason,observed_to_kst,observed_sec,post_stage6_high,post_stage6_high_kst,max_return_pct,post_stage6_low,post_stage6_low_kst,max_drawdown_pct,last_price,last_return_pct,sec_to_1pct,sec_to_2pct,sec_to_3pct,sec_to_5pct,sec_to_10pct,trailing_minus6_tick_trigger_kst,trailing_minus6_tick_trigger_sec,trailing_minus6_tick_locked_return_pct,fixed_entry_minus6_tick_triggered,outcome
V55_FLOCK_C24_113352,KRW-FLOCK,24,2026-09-06T11:33:42+09:00,90.7,2.9202283222463037,2026-09-06T11:33:43+09:00,90.9,3.3968886150214033,68698257.40878466,6735858.49766835,61962398.91111631,124,12006636.442824937,2026-09-06T11:33:47+09:00,90.8,91.5,91.5,7,7,0.7709251101321701,8,183,2026-09-06T11:33:47+09:00,91.5,4.2682716596961985,90403274.93981731,9826557.471461063,80576717.46835625,0.9019597535478336,2026-09-06T11:33:52+09:00,91.8,5,2026-09-06T11:37:43+09:00,6차 완료 후 거래대금 정상화,2026-09-06T12:01:00+09:00,1628,99.5,2026-09-06T11:45:08+09:00,8.38779956427016,91.4,2026-09-06T11:33:53+09:00,-0.43572984749454813,98.4,7.18954248366015,16,38,46,149,,2026-09-06T11:34:04+09:00,12,0.3267973856209352,false,IN_PROGRESS_LT_10
