activate,drop,no_high_sec,avg_net,median_net,avg_capture,median_capture,wins,worst
10,2,180,4.967618824932434,6.793819334389862,-53.1310251219796,62.12898550724641,11,-17.898165137614686
10,4,60,6.84648245502176,5.763708399366097,-53.238864189682346,55.078787878787914,12,-17.898165137614686
2,2,600,3.7696123111643245,3.5284470246734423,-53.287875662279404,45.91343283582088,13,-19.140000000000004
3,2,600,3.7696123111643245,3.5284470246734423,-53.287875662279404,45.91343283582088,13,-19.140000000000004
3,3,120,5.725125853939185,2.3673439767779247,-53.3451114373428,40.77749999999979,14,-17.898165137614686
10,4,15,6.610843839345289,5.609876543209869,-53.49134326216266,55.078787878787914,12,-17.898165137614686
3,0.5,180,3.2364104985934974,2.6749229188078094,-53.68716671739272,53.842857142857206,12,-17.898165137614686
3,0.75,180,3.2364104985934974,2.6749229188078094,-53.68716671739272,53.842857142857206,12,-17.898165137614686
10,4,30,6.360511125313407,5.763708399366097,-53.79735452752528,55.078787878787914,12,-17.898165137614686
10,5,90,7.21854268979028,6.545056726094012,-53.82084983667786,51.77307692307696,12,-17.898165137614686
10,4,45,6.58761417870965,5.842947702060231,-53.84724983643116,55.078787878787914,12,-17.898165137614686
5,2,180,3.8547494892073106,4.276012965964349,-53.8614536414649,57.20769230769232,11,-17.898165137614686
2,1,30,2.976996094804916,1.3018691588784992,-53.999124787656704,40.85263157894753,13,-17.898165137614686
3,1,180,3.2218273924813943,2.572147995888996,-54.05623326292986,53.842857142857206,12,-17.898165137614686
7,4,90,4.8925436606262025,3.2613445378151362,-54.10808039708593,42.0962264150942,13,-17.898165137614686
3,3,90,4.423461644710022,3.1710280373831945,-54.10840185078439,46.11578947368435,14,-17.898165137614686
5,0.5,600,3.8935860471252397,4.834687953555872,-54.126646402355405,45.91343283582088,12,-19.140000000000004
7,3,300,3.862486532981326,3.8187227866472884,-54.129669865552536,52.621999999999595,12,-18.340000000000003
2,1.5,60,3.979177785638297,2.0008403361344462,-54.162281857432895,46.97999999999999,13,-17.898165137614686
5,0.75,600,3.885048524714244,4.689550072568938,-54.277475964949666,45.91343283582088,12,-19.140000000000004
2,0.5,180,3.226785492306894,2.6749229188078094,-54.318272677017944,53.842857142857206,11,-17.898165137614686
2,0.75,180,3.226785492306894,2.6749229188078094,-54.318272677017944,53.842857142857206,11,-17.898165137614686
2,1,180,3.2122023861947913,2.572147995888996,-54.68733922255508,53.842857142857206,11,-17.898165137614686
5,1,600,3.8594359574812556,4.254136429608136,-54.72996465273246,45.91343283582088,12,-19.140000000000004
2,2,120,5.397967317367592,2.4723472668810254,-54.76188155947235,50.14565217391294,12,-17.898165137614686
3,1.5,300,3.2047466795937862,2.2222060957909906,-54.804091884784455,46.018918918918835,12,-18.340000000000003
5,3,300,3.7771113088713633,3.702672147995878,-54.82640515967017,46.78831168831158,12,-18.340000000000003
10,0.5,300,4.529172085246575,7.307407407407396,-54.99393707762148,67.02307692307693,11,-18.340000000000003
10,0.75,300,4.529172085246575,7.307407407407396,-54.99393707762148,67.02307692307693,11,-18.340000000000003
10,1,300,4.529172085246575,7.307407407407396,-54.99393707762148,67.02307692307693,11,-18.340000000000003
10,1.5,300,4.529172085246575,7.307407407407396,-54.99393707762148,67.02307692307693,11,-18.340000000000003
5,1.5,600,3.841364637758789,4.108998548621179,-55.10759562819961,45.91343283582088,12,-19.140000000000004
10,3,180,4.794407829582716,6.535802469135799,-55.18859850527665,62.12898550724641,11,-17.898165137614686
7,0.5,600,3.8935860471252397,4.834687953555872,-55.23198878546251,45.91343283582088,12,-19.140000000000004
7,0.75,600,3.8935860471252397,4.834687953555872,-55.23198878546251,45.91343283582088,12,-19.140000000000004
7,1,600,3.8935860471252397,4.834687953555872,-55.23198878546251,45.91343283582088,12,-19.140000000000004
10,2,300,4.499955100439408,7.307407407407396,-55.2740491224394,67.02307692307693,11,-18.340000000000003
7,1.5,600,3.8840522498137706,4.834687953555872,-55.3520368046702,45.91343283582088,12,-19.140000000000004
7,5,90,6.244841481087761,2.5813880126182798,-55.62636172067675,31.47307692307674,13,-17.898165137614686
7,4,180,3.8824176375803536,3.465640194489461,-55.662448886575355,43.63877551020403,12,-17.898165137614686
7,2,600,3.8459170605678934,4.834687953555872,-55.83222888150094,45.91343283582088,12,-19.140000000000004
2,3,600,3.667432315800604,3.702672147995878,-55.85067503691658,40.77749999999979,13,-19.140000000000004
3,3,600,3.667432315800604,3.702672147995878,-55.85067503691658,40.77749999999979,13,-19.140000000000004
10,5,60,6.509476600210789,4.971315372424712,-55.98742119837821,45.46231884057961,12,-17.898165137614686
5,2,600,3.769079358868927,3.702672147995878,-56.17602299914798,45.91343283582088,12,-19.140000000000004
10,5,15,6.453095505776185,4.812836767036444,-56.18892472468991,44.01304347826081,12,-17.898165137614686
7,4,15,4.383258138418449,3.238171262699552,-56.19392283002819,40.85263157894753,13,-17.898165137614686
5,4,120,5.762387766495981,2.677777777777768,-56.19811526029143,36.14999999999993,13,-17.898165137614686
3,1.5,180,3.139312633228558,1.7499486125385322,-56.27934661824404,46.018918918918835,12,-17.898165137614686
3,3,300,3.5936961228815636,2.6552674230145956,-56.29112291391522,40.77749999999979,12,-18.340000000000003
3,3,60,4.068996244178056,2.236448598130847,-56.33393431449406,34.18571428571431,14,-17.898165137614686
2,2,60,3.953159546049051,2.0069692058346855,-56.47025741498643,47.62692307692307,13,-17.898165137614686
7,4,60,4.346066108648016,3.238171262699552,-56.534603783345275,41.59795918367339,13,-17.898165137614686
10,3,300,4.487483374092027,6.69012345679011,-56.56502983285766,65.68484848484849,11,-18.340000000000003
10,4,180,5.063898430297387,5.609876543209869,-56.582628434974744,55.078787878787914,11,-17.898165137614686
3,2,300,3.178316030584247,2.5795284030010524,-56.58373654942781,42.207407407407786,12,-18.340000000000003
7,4,30,4.125444106139122,3.238171262699552,-56.60311496948429,40.85263157894753,13,-17.898165137614686
10,5,30,6.245947188446083,4.971315372424712,-56.63843259107758,45.46231884057961,12,-17.898165137614686
10,5,45,6.245947188446083,4.971315372424712,-56.63843259107758,45.46231884057961,12,-17.898165137614686
7,4,300,4.011260100246594,3.238171262699552,-56.675518516980354,42.0962264150942,12,-18.340000000000003
2,1.5,15,3.02910519880304,1.0345218800648426,-56.761931590815,29.10666666666637,14,-17.898165137614686
2,1.5,180,3.1296876269419545,1.7499486125385322,-56.91045257786927,46.018918918918835,11,-17.898165137614686
5,3,180,3.719722542099018,3.702672147995878,-56.924662657938654,46.78831168831158,11,-17.898165137614686
7,4,45,4.0806737042709065,3.141491085899506,-57.17968426997338,39.55714285714275,13,-17.898165137614686
3,4,120,5.615011218221807,2.572147995888996,-57.41335368180467,32.50259740259733,14,-17.898165137614686
10,4,300,4.817850953546887,5.609876543209869,-57.443250932680506,55.078787878787914,11,-18.340000000000003
10,5,120,6.31620339344505,6.545056726094012,-57.48331648659424,39.927272727272666,12,-17.898165137614686
3,3,15,3.4517658502835,2.3673439767779247,-57.60548180548778,40.77749999999979,14,-17.898165137614686
5,4,300,3.900272308903643,2.6552674230145956,-57.78250242375059,33.434693877551126,12,-18.340000000000003
2,2,90,3.9687612005243325,1.520745542949753,-58.12676171343736,36.08846153846142,13,-17.898165137614686
7,3,600,3.6452684040781174,3.8187227866472884,-58.14609988444757,45.91343283582088,12,-19.140000000000004
5,4,90,4.4661074151835365,2.677777777777768,-58.259352584779414,36.14999999999993,13,-17.898165137614686
2,3,120,5.540603210895117,2.3673439767779247,-58.58357758242149,40.77749999999979,12,-17.898165137614686
3,2,180,3.1186230851993484,1.0589403973510048,-58.623430043899035,24.397297297297115,12,-17.898165137614686
5,3,600,3.559893179968155,3.702672147995878,-58.84283517856521,40.77749999999979,12,-19.140000000000004
2,2,180,3.108998078912745,1.0589403973510048,-59.254536003524265,24.397297297297115,11,-17.898165137614686
7,5,120,5.34250218474253,2.5813880126182798,-59.28882837059313,29.353061224489856,13,-17.898165137614686
5,4,15,4.02194019121759,2.677777777777768,-59.426909151338904,36.14999999999993,13,-17.898165137614686
3,4,90,4.318730866909363,2.572147995888996,-59.474591006292655,32.50259740259733,14,-17.898165137614686
10,5,180,4.848035783714479,4.066666666666652,-59.60312150796861,39.927272727272666,11,-17.898165137614686
3,4,300,3.7250612829898335,2.572147995888996,-59.606260115040705,32.50259740259733,12,-18.340000000000003
10,5,300,4.942728369803269,4.066666666666652,-59.69821265390756,39.927272727272666,11,-18.340000000000003
2,0.5,300,2.964935313818719,2.6552674230145956,-59.80036739621929,52.796551724137814,11,-18.340000000000003
5,4,30,3.764126158938264,2.677777777777768,-59.83610129079501,36.14999999999993,13,-17.898165137614686
5,4,60,3.963042062033222,2.572147995888996,-59.9938344485474,32.50259740259733,13,-17.898165137614686
10,0.5,600,4.052185692140232,6.239144215530901,-59.99459535225576,22.368749999999988,11,-19.140000000000004
10,0.75,600,4.052185692140232,6.239144215530901,-59.99459535225576,22.368749999999988,11,-19.140000000000004
10,1,600,4.052185692140232,6.239144215530901,-59.99459535225576,22.368749999999988,11,-19.140000000000004
10,1.5,600,4.052185692140232,6.239144215530901,-59.99459535225576,22.368749999999988,11,-19.140000000000004
10,2,600,4.052185692140232,6.239144215530901,-59.99459535225576,22.368749999999988,11,-19.140000000000004
3,3,45,3.2238922496011284,2.3673439767779247,-60.045761653709334,30.326315789473597,14,-17.898165137614686
2,1.5,45,2.8113473599396537,1.196596434359798,-60.07064662937427,29.10666666666637,13,-17.898165137614686
3,3,180,3.1249653901963157,1.4005359056806,-60.16963914556209,28.406521739130415,12,-17.898165137614686
3,3,30,3.213131388435326,2.236448598130847,-60.2933681773961,34.18571428571431,13,-17.898165137614686
5,5,90,5.460964607912813,2.3311183144246406,-60.311414096788134,29.353061224489856,13,-17.898165137614686
5,4,45,3.719355757070048,2.572147995888996,-60.41267059128409,32.50259740259733,13,-17.898165137614686
2,0.75,300,2.933411450254,2.6552674230145956,-60.43975358547762,52.796551724137814,11,-18.340000000000003
2,1,300,2.9273658665528934,2.572147995888996,-60.598736097401314,52.796551724137814,11,-18.340000000000003
7,5,300,4.032422458176546,2.2638232271325776,-60.64087939985124,28.6064935064935,12,-18.340000000000003
7,5,60,4.398850033129624,2.3311183144246406,-60.775346094714784,29.353061224489856,13,-17.898165137614686
2,1.5,30,2.742399766574828,1.0345218800648426,-60.932749588928566,24.699999999999736,12,-17.898165137614686
7,5,15,4.300518719621653,2.3311183144246406,-61.09153367068029,29.353061224489856,13,-17.898165137614686
7,5,45,4.160036390025323,2.4210084033613355,-61.116759964194344,30.326315789473597,13,-17.898165137614686
10,3,600,3.9128335211169727,6.239144215530901,-61.14415546955781,22.368749999999988,11,-19.140000000000004
3,4,60,3.8156655137590483,2.0008403361344462,-61.209072870060645,27.042857142857095,14,-17.898165137614686
2,4,120,5.477573065390581,2.572147995888996,-61.31475424202873,32.50259740259733,13,-17.898165137614686
7,5,180,3.87433457501196,2.3311183144246406,-61.4086333919675,29.353061224489856,12,-17.898165137614686
7,5,30,4.135320621364918,2.3311183144246406,-61.42635748741416,29.353061224489856,13,-17.898165137614686
10,4,600,4.204604822109535,5.609876543209869,-61.550093200391174,22.368749999999988,11,-19.140000000000004
2,2,15,2.941113231221576,0.9291595197255532,-61.55072556269079,24.397297297297115,13,-17.898165137614686
5,4,180,3.3402493387203966,2.572147995888996,-61.56854064915762,32.50259740259733,11,-17.898165137614686
2,3,90,4.0829445304083025,2.3673439767779247,-61.85338784518214,40.77749999999979,12,-17.898165137614686
7,4,600,3.306254929070149,3.141491085899506,-61.93051235301066,32.50259740259733,12,-19.140000000000004
5,5,300,3.9214346668335933,2.2638232271325776,-62.036431564113165,28.6064935064935,12,-18.340000000000003
2,4,600,3.177784818437993,2.572147995888996,-62.66902427405432,23.662499999999998,13,-19.140000000000004
3,4,600,3.177784818437993,2.572147995888996,-62.66902427405432,23.662499999999998,13,-19.140000000000004
3,4,180,3.192872790446223,1.3513788098693857,-62.78377907067086,23.277500000000188,12,-17.898165137614686
2,1.5,300,2.929176679784553,2.2222060957909906,-62.989661526434155,46.018918918918835,11,-18.340000000000003
5,4,600,3.195267137727198,2.572147995888996,-63.037496259780895,23.662499999999998,12,-19.140000000000004
3,5,90,5.263149877935093,2.2638232271325776,-63.17769351364077,28.6064935064935,12,-17.898165137614686
2,3,60,3.7834543910088265,2.0008403361344462,-63.238584174438024,28.406521739130415,12,-17.898165137614686
5,5,120,4.586112942133829,2.3311183144246406,-63.55371267947762,29.20197740112996,13,-17.898165137614686
5,5,180,3.7083715225365173,2.3311183144246406,-63.603240178078174,29.353061224489856,11,-17.898165137614686
10,5,600,4.418144280572784,4.066666666666652,-63.720735660795675,22.368749999999988,11,-19.140000000000004
2,3,180,3.041461957277407,1.4005359056806,-63.741921575775514,28.406521739130415,11,-17.898165137614686
7,5,600,3.709837579174715,2.2638232271325776,-63.89633711908581,27.00188679245275,12,-19.140000000000004
3,4,30,3.1021698508013125,1.769158878504673,-64.46904746207481,27.042857142857095,13,-17.898165137614686
2,3,300,3.3181261230723305,2.6552674230145956,-64.47669255556491,40.77749999999979,11,-18.340000000000003
3,4,15,3.3398042846546474,1.769158878504673,-64.48002338984561,27.042857142857095,13,-17.898165137614686
2,2,300,2.9027460307750137,2.5795284030010524,-64.76930619107752,42.207407407407786,11,-18.340000000000003
3,4,45,3.0674892481460923,1.769158878504673,-64.83553272895047,27.042857142857095,14,-17.898165137614686
2,5,300,3.7236199368558727,2.0069692058346855,-64.90271098096581,25.271428571428586,11,-18.340000000000003
3,5,300,3.7236199368558727,2.0069692058346855,-64.90271098096581,25.271428571428586,11,-18.340000000000003
2,2,30,2.689086654283517,0.9277492291880686,-65.01030254265795,24.397297297297115,11,-17.898165137614686
2,4,300,3.5051602384598723,2.572147995888996,-65.12954442876615,32.50259740259733,11,-18.340000000000003
5,5,600,3.598849787831763,2.2638232271325776,-65.29188928334774,23.662499999999998,12,-19.140000000000004
2,4,180,3.1378975293137334,1.3513788098693857,-65.42467542921423,23.277500000000188,12,-17.898165137614686
5,5,60,3.6149731599546766,2.2638232271325776,-65.46039847082618,28.6064935064935,13,-17.898165137614686
2,2,45,2.6474181265390593,0.9277492291880686,-65.69966336935818,24.397297297297115,12,-17.898165137614686
2,3,15,3.1019705767685672,1.4005359056806,-65.74262466263065,28.406521739130415,12,-17.898165137614686
5,5,15,3.5166418464467064,2.2638232271325776,-65.77658604679168,28.6064935064935,13,-17.898165137614686
5,5,45,3.376159516850376,2.3311183144246406,-65.80181234030573,29.353061224489856,13,-17.898165137614686
5,5,30,3.351443748189971,2.2638232271325776,-66.11140986352555,28.6064935064935,13,-17.898165137614686
2,4,90,4.071342191813157,2.572147995888996,-66.17711201469598,32.50259740259733,13,-17.898165137614686
3,5,120,4.388298212156108,2.2638232271325776,-66.41999209633025,28.6064935064935,12,-17.898165137614686
3,5,180,3.510556792558796,2.2638232271325776,-66.4695195949308,28.6064935064935,10,-17.898165137614686
2,5,600,3.465982172346525,2.2638232271325776,-67.36631349658049,23.662499999999998,11,-19.140000000000004
3,5,600,3.465982172346525,2.2638232271325776,-67.36631349658049,23.662499999999998,11,-19.140000000000004
2,3,30,2.9183113760528845,1.4005359056806,-67.59017490008519,28.406521739130415,11,-17.898165137614686
2,4,60,3.568276838662842,2.0008403361344462,-67.91159387846398,25.06315789473677,13,-17.898165137614686
2,3,45,2.8740969760861956,1.4005359056806,-68.18290451085221,28.406521739130415,12,-17.898165137614686
3,5,60,3.417158429976956,2.0008403361344462,-68.32667788767881,25.06315789473677,12,-17.898165137614686
2,5,90,5.098224094537621,2.2638232271325776,-68.61971032036342,28.6064935064935,11,-17.898165137614686
3,5,45,3.1783447868726555,2.2638232271325776,-68.66809175715836,28.6064935064935,12,-17.898165137614686
2,4,30,2.9097564368375974,1.3760147601476036,-69.21078415675264,23.277500000000188,12,-17.898165137614686
2,4,15,3.147390870690932,1.3760147601476036,-69.22176008452344,23.277500000000188,12,-17.898165137614686
2,4,45,2.8750758341823768,1.3760147601476036,-69.5772694236283,23.277500000000188,13,-17.898165137614686
2,5,180,3.4006062702938156,2.2638232271325776,-71.07120026719969,28.6064935064935,10,-17.898165137614686
2,5,120,4.195884798192391,2.2638232271325776,-72.2821769702798,28.6064935064935,11,-17.898165137614686
3,5,15,2.743708561328233,0.6380073800737908,-73.32107741509157,10.170588235293952,11,-17.898165137614686
3,5,30,2.578510463071498,0.6380073800737908,-73.65590123182542,10.170588235293952,11,-17.898165137614686
2,5,60,3.252232646579485,2.0008403361344462,-73.76869469440147,25.06315789473677,11,-17.898165137614686
2,5,45,3.0134190034751844,2.2638232271325776,-74.11010856388103,28.6064935064935,11,-17.898165137614686
2,5,15,2.578782777930762,0.6380073800737908,-78.76309422181423,10.170588235293952,10,-17.898165137614686
2,5,30,2.4135846796740266,0.6380073800737908,-79.09791803854809,10.170588235293952,10,-17.898165137614686
