activate,drop,no_high_sec,avg_net,median_net,avg_capture,median_capture,wins,worst
10,2,60,6.937097140791254,7.681456953642385,-47.76400991946089,72.87549407114625,12,-17.898165137614686
7,3,30,5.0527906218653555,4.10560747663552,-47.78040094536371,54.899999999999885,13,-17.898165137614686
10,1.5,30,6.057705987884363,7.679578606158833,-47.87131130398932,61.80830039525692,12,-17.898165137614686
10,2,120,6.926099009005762,7.515894039735105,-47.96791618822434,72.05714285714298,12,-17.898165137614686
10,2,45,6.4526190393225225,7.515894039735105,-47.98694141771781,61.80830039525692,12,-17.898165137614686
10,1.5,90,6.960226376354015,7.847019867549665,-48.11546215804248,61.57444444444437,12,-17.898165137614686
7,3,45,4.997930420784145,4.10560747663552,-48.422329722976976,54.899999999999885,13,-17.898165137614686
7,3,60,5.183857939976975,4.066666666666652,-48.6690931534029,52.70869565217402,13,-17.898165137614686
10,2,90,6.880047264746264,7.649077490774892,-48.878424685710904,61.57444444444437,12,-17.898165137614686
3,2,60,4.397637351237631,2.236448598130847,-48.934832729899405,49.614814814815006,14,-17.898165137614686
10,2,15,6.059945670582698,7.515894039735105,-49.01497200744054,70.89920948616601,12,-17.898165137614686
2,0.5,45,3.164734891974526,1.745018450184499,-49.09024890589688,58.052941176470696,13,-17.898165137614686
3,1.5,90,4.379646566149893,2.3673439767779247,-49.09779970946841,46.97999999999999,14,-17.898165137614686
3,1.5,15,3.7075403973050975,2.3673439767779247,-49.19031147668314,46.97999999999999,14,-17.898165137614686
10,2,30,6.086583739646016,7.515894039735105,-49.35979308364759,61.80830039525692,12,-17.898165137614686
2,0.5,60,4.164434674795871,2.5490066225165475,-49.49756461918625,52.70869565217402,13,-17.898165137614686
2,0.75,60,4.146158157449152,2.3834437086092675,-50.00176629985851,52.70869565217402,13,-17.898165137614686
7,3,180,4.356371833100282,4.066666666666652,-50.01479235868773,53.842857142857206,12,-17.898165137614686
5,3,15,4.749032679999443,3.702672147995878,-50.20660508623429,46.78831168831158,13,-17.898165137614686
3,1.5,45,3.6712496903446827,2.3673439767779247,-50.21544421575159,46.97999999999999,14,-17.898165137614686
10,3,120,7.011164593195013,6.535802469135799,-50.32467817133928,64.16969696969707,12,-17.898165137614686
2,0.5,600,3.875562680994212,4.834687953555872,-50.62830298705549,45.91343283582088,13,-19.140000000000004
3,2,120,5.576361582185959,2.4723472668810254,-50.71422114845198,50.14565217391294,14,-17.898165137614686
5,3,120,6.291587692479741,4.066666666666652,-50.72367938665123,51.80204081632657,13,-17.898165137614686
2,0.75,600,3.867025158583216,4.689550072568938,-50.77913254964976,45.91343283582088,13,-19.140000000000004
2,0.75,45,3.10767723039188,1.5640253565768591,-50.85495478824979,53.27142857142891,13,-17.898165137614686
5,0.5,300,3.866613376751259,4.730421377183947,-50.8946901393963,58.396153846153794,12,-18.340000000000003
5,0.75,300,3.866613376751259,4.730421377183947,-50.8946901393963,58.396153846153794,12,-18.340000000000003
5,1,300,3.866613376751259,4.730421377183947,-50.8946901393963,58.396153846153794,12,-18.340000000000003
10,3,60,6.613504909229551,6.535802469135799,-50.916890652059216,64.16969696969707,12,-17.898165137614686
3,1.5,30,3.589100608152811,2.365166130760976,-50.98471914542563,46.97999999999999,13,-17.898165137614686
2,1,60,4.109605122755715,2.0523178807947073,-51.01016966120302,52.70869565217402,13,-17.898165137614686
10,4,120,7.597756463754765,5.922187004754365,-51.01322837602662,55.078787878787914,12,-17.898165137614686
7,4,120,6.2437992730711365,3.465640194489461,-51.20650693814417,43.63877551020403,13,-17.898165137614686
7,0.5,300,3.9093009888062413,4.730421377183947,-51.212702205761325,58.396153846153794,12,-18.340000000000003
7,0.75,300,3.9093009888062413,4.730421377183947,-51.212702205761325,58.396153846153794,12,-18.340000000000003
7,1,300,3.9093009888062413,4.730421377183947,-51.212702205761325,58.396153846153794,12,-18.340000000000003
2,1,600,3.8414125913502275,4.254136429608136,-51.231621237432556,45.91343283582088,13,-19.140000000000004
3,0.5,600,3.8941189994206376,4.834687953555872,-51.23849906548682,45.91343283582088,13,-19.140000000000004
5,0.5,180,4.031692187794323,4.276012965964349,-51.239363052315454,62.12898550724641,11,-17.898165137614686
5,0.75,180,4.031692187794323,4.276012965964349,-51.239363052315454,62.12898550724641,11,-17.898165137614686
5,3,45,4.591231671906514,3.1710280373831945,-51.30486094537306,46.78831168831158,13,-17.898165137614686
10,3,90,6.706023637684287,6.535802469135799,-51.335898161995615,61.57444444444437,12,-17.898165137614686
5,1.5,300,3.9483127231564876,4.730421377183947,-51.37436928378133,58.396153846153794,12,-18.340000000000003
3,0.75,600,3.8855814770096413,4.689550072568938,-51.38932862808109,45.91343283582088,13,-19.140000000000004
5,3,90,4.990845154695599,3.702672147995878,-51.456919465782846,48.47142857142874,13,-17.898165137614686
10,3,45,6.364726432130438,6.535802469135799,-51.45991682168385,61.80830039525692,12,-17.898165137614686
5,3,30,4.5911166118552345,3.2613445378151362,-51.50326830221358,45.464705882352625,13,-17.898165137614686
3,0.5,300,3.2405053136279522,2.6552674230145956,-51.6147977545696,52.796551724137814,12,-18.340000000000003
7,1.5,300,3.99100033521147,4.730421377183947,-51.69238135014635,58.396153846153794,12,-18.340000000000003
2,1.5,120,4.601935610408092,2.3673439767779247,-51.74219140742444,54.15797101449282,12,-17.898165137614686
5,3,60,4.769852916524199,2.852029520295185,-51.75696967181214,45.744736842105056,13,-17.898165137614686
10,3,30,6.024134334645162,6.535802469135799,-51.78364359842815,61.80830039525692,12,-17.898165137614686
2,1,45,3.0736161344083324,1.5640253565768591,-51.81225662790456,53.27142857142891,13,-17.898165137614686
3,1,600,3.859968909776653,4.254136429608136,-51.841817315863885,45.91343283582088,13,-19.140000000000004
10,4,90,7.309278903707259,5.609876543209869,-51.861181392290135,55.078787878787914,12,-17.898165137614686
10,0.5,180,4.825824631160517,6.793819334389862,-51.8834721543514,62.12898550724641,11,-17.898165137614686
5,1.5,180,3.9968489180162474,4.276012965964349,-51.9698811616571,62.12898550724641,11,-17.898165137614686
3,2,15,3.6535112855889698,2.5795284030010524,-51.972185033334064,48.47142857142874,14,-17.898165137614686
7,2,300,3.9617833504043025,4.730421377183947,-51.97249339496427,58.396153846153794,12,-18.340000000000003
5,1,180,3.971236350783259,4.276012965964349,-52.00330499272799,62.12898550724641,11,-17.898165137614686
10,3,15,6.119593823409436,6.535802469135799,-52.03249257503466,64.16969696969707,12,-17.898165137614686
10,0.75,180,5.086297824127741,6.793819334389862,-52.12743834547901,62.12898550724641,11,-17.898165137614686
10,1,180,5.086297824127741,6.793819334389862,-52.12743834547901,62.12898550724641,11,-17.898165137614686
10,1.5,180,5.086297824127741,6.793819334389862,-52.12743834547901,62.12898550724641,11,-17.898165137614686
2,1.5,600,3.8418975900541863,4.108998548621179,-52.219448291331034,45.91343283582088,13,-19.140000000000004
3,1.5,600,3.8418975900541863,4.108998548621179,-52.219448291331034,45.91343283582088,13,-19.140000000000004
3,0.75,300,3.208981450063233,2.6552674230145956,-52.25418394382792,52.796551724137814,12,-18.340000000000003
2,1.5,90,4.104076566340658,1.7499486125385322,-52.30415808243224,46.11578947368435,13,-17.898165137614686
5,2,300,3.8764081262943386,4.730421377183947,-52.4086291415706,57.20769230769232,12,-18.340000000000003
3,1,300,3.2029358663621266,2.572147995888996,-52.41316645575162,52.796551724137814,12,-18.340000000000003
2,0.5,30,3.01959471319946,1.3018691588784992,-52.831738914388495,40.85263157894753,13,-17.898165137614686
2,0.75,30,3.01959471319946,1.3018691588784992,-52.831738914388495,40.85263157894753,13,-17.898165137614686
3,2,90,4.293871777387139,2.4723472668810254,-52.90359661778449,46.11578947368435,14,-17.898165137614686
3,2,45,3.562989412223359,2.4210084033613355,-52.99720440605685,49.614814814815006,14,-17.898165137614686
3,2,30,3.5729001327143464,2.365166130760976,-52.999329274966556,47.97173913043456,13,-17.898165137614686
