market,cycle_path,session_open,structure_time_kst,structure_price,structure_day_return_pct,trade_value_15m_krw,normal_value_median_krw,anomaly,bid_15m_krw,ask_15m_krw,bid_ask_ratio,trades15,slope15,slope15_delta,higher_low,ma15,ma50,ma120,gap50_pct,gap120_pct,reserve_t_time_kst,reserve_t_price,reserve_t_value_x,first_10pct_minute_kst,high_price,high_return_pct,observed_price,observed_return_pct,stage4_5_6,classification
KRW-DOOD,5_to_6,2.0,2026-09-06T18:30:50.047094+09:00,2.16,8.0,65130523,3780789,17.226702,38589628,26540894,1.453969,152,1.037938,0.858727,false,1.882,1.8962,2.452417,0.748866,23.25937,2026-09-06T18:33:30+09:00,2.16,3.18326,2026-09-06T19:11:00+09:00,2.27,13.5,2.2,10.0,none,MISSED_SLOW_STAIRCASE
